model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,,GED,CNE,Jaccard,W-GED,LCS
Process3,2,0,2,3,3,0,0,10,0.582278481,0.582278481,0.489685673,0.788161994,0.3175
Process3,2,0,2,3,3,0,1,11,0.475,0.475,0.541278195,0.779141104,0.3225
Process3,2,0,2,3,3,0,2,12,0.536585366,0.536585366,0.593853047,0.823170732,0.38
Process3,2,0,2,3,3,0,3,13,0.375,0.375,0.439687307,0.728434505,0.555
Process3,2,0,2,3,3,1,0,11,0.582278481,0.582278481,0.667031746,0.81875,0.31
Process3,2,0,2,3,3,1,1,12,0.475,0.475,0.558363581,0.779141104,0.27
Process3,2,0,2,3,3,1,2,13,0.666666667,0.666666667,0.656754386,0.829341317,0.3425
Process3,2,0,2,3,3,1,3,14,0.487179487,0.487179487,0.668379551,0.805970149,0.39
Process3,2,0,2,3,3,2,0,12,0.725,0.725,0.589478951,0.855828221,0.4375
Process3,2,0,2,3,3,2,1,13,0.55,0.55,0.617362371,0.819526627,0.375
Process3,2,0,2,3,3,2,2,14,0.506329114,0.506329114,0.535222222,0.798107256,0.3525
Process3,2,0,2,3,3,2,3,15,0.475,0.475,0.540421053,0.779141104,0.25
Process3,2,0,2,3,3,3,0,13,0.666666667,0.666666667,0.640488889,0.842105263,0.35
Process3,2,0,2,3,3,3,1,14,0.556962025,0.556962025,0.644789272,0.832317073,0.455
Process3,2,0,2,3,3,3,2,15,0.658227848,0.658227848,0.63965812,0.839009288,0.395
Process3,2,0,2,3,3,3,3,16,0.469135802,0.469135802,0.606434211,0.797014925,0.2625
Process3,2,0,3,0,0,0,0,5,0.794520548,0.794520548,0.707625,0.861111111,0.5
Process3,2,0,3,0,0,0,1,6,0.657142857,0.657142857,0.718214286,0.848797251,0.4025
Process3,2,0,3,0,0,0,2,7,0.630136986,0.630136986,0.709711538,0.838487973,0.1675
Process3,2,0,3,0,0,0,3,8,0.594594595,0.594594595,0.752503079,0.849498328,0.4075
Process3,2,0,3,0,0,1,0,6,0.788732394,0.788732394,0.724434524,0.860627178,0.495
Process3,2,0,3,0,0,1,1,7,0.702702703,0.702702703,0.798060606,0.910596026,0.6125
Process3,2,0,3,0,0,1,2,8,0.657534247,0.657534247,0.801820513,0.879725086,0.35
Process3,2,0,3,0,0,1,3,9,0.605263158,0.605263158,0.728152778,0.85,0.4375
Process3,2,0,3,0,0,2,0,7,0.845070423,0.845070423,0.823333333,0.909722222,0.4175
Process3,2,0,3,0,0,2,1,8,0.608695652,0.608695652,0.701485507,0.837370242,0.255
Process3,2,0,3,0,0,2,2,9,0.657142857,0.657142857,0.800666667,0.882758621,0.3025
Process3,2,0,3,0,0,2,3,10,0.602739726,0.602739726,0.729417735,0.852842809,0.385
Process3,2,0,3,0,0,3,0,8,0.811594203,0.811594203,0.817333333,0.902097902,0.415
Process3,2,0,3,0,0,3,1,9,0.567164179,0.567164179,0.648125,0.805755396,0.355
Process3,2,0,3,0,0,3,2,10,0.52173913,0.52173913,0.783191808,0.861818182,0.2175
Process3,2,0,3,0,0,3,3,11,0.493150685,0.493150685,0.736995968,0.823728814,0.475
Process3,2,0,3,0,1,0,0,6,0.833333333,0.833333333,0.772,0.90625,0.37
Process3,2,0,3,0,1,0,1,7,0.773333333,0.773333333,0.772219462,0.908783784,0.385
Process3,2,0,3,0,1,0,2,8,0.547945205,0.547945205,0.710039336,0.838383838,0.3625
Process3,2,0,3,0,1,0,3,9,0.478873239,0.478873239,0.659555556,0.834507042,0.2825
Process3,2,0,3,0,1,1,0,7,0.788732394,0.788732394,0.758333333,0.895104895,0.48
Process3,2,0,3,0,1,1,1,8,0.756756757,0.756756757,0.765852273,0.891803279,0.63
Process3,2,0,3,0,1,1,2,9,0.710526316,0.710526316,0.690625,0.878289474,0.53
Process3,2,0,3,0,1,1,3,10,0.588235294,0.588235294,0.606035354,0.833333333,0.2525
Process3,2,0,3,0,1,2,0,8,0.695652174,0.695652174,0.641837121,0.83745583,0.3525
Process3,2,0,3,0,1,2,1,9,0.575342466,0.575342466,0.682936364,0.823529412,0.3925
Process3,2,0,3,0,1,2,2,10,0.647887324,0.647887324,0.695027174,0.866666667,0.355
Process3,2,0,3,0,1,2,3,11,0.676056338,0.676056338,0.744017857,0.873754153,0.1625
Process3,2,0,3,0,1,3,0,9,0.676470588,0.676470588,0.708161232,0.833333333,0.32
Process3,2,0,3,0,1,3,1,10,0.805194805,0.805194805,0.702708333,0.902597403,0.465
Process3,2,0,3,0,1,3,2,11,0.61971831,0.61971831,0.75393544,0.859531773,0.4
Process3,2,0,3,0,1,3,3,12,0.507042254,0.507042254,0.708900862,0.830508475,0.185
Process3,2,0,3,0,2,0,0,7,0.777777778,0.777777778,0.741685606,0.857142857,0.38
Process3,2,0,3,0,2,0,1,8,0.684210526,0.684210526,0.631602564,0.850340136,0.5075
Process3,2,0,3,0,2,0,2,9,0.586666667,0.586666667,0.628985043,0.866883117,0.43
Process3,2,0,3,0,2,0,3,10,0.513513514,0.513513514,0.793428571,0.861016949,0.3225
Process3,2,0,3,0,2,1,0,8,0.821917808,0.821917808,0.753333333,0.902777778,0.5
Process3,2,0,3,0,2,1,1,9,0.676056338,0.676056338,0.661820652,0.830388693,0.3225
Process3,2,0,3,0,2,1,2,10,0.605263158,0.605263158,0.608680556,0.85,0.57
Process3,2,0,3,0,2,1,3,11,0.621621622,0.621621622,0.786512821,0.868965517,0.28
Process3,2,0,3,0,2,2,0,9,0.777777778,0.777777778,0.654434524,0.857142857,0.595
Process3,2,0,3,0,2,2,1,10,0.756756757,0.756756757,0.642375,0.891803279,0.405
Process3,2,0,3,0,2,2,2,11,0.416666667,0.416666667,0.670435484,0.780918728,0.37
Process3,2,0,3,0,2,2,3,12,0.526315789,0.526315789,0.694397074,0.839721254,0.405
Process3,2,0,3,0,2,3,0,10,0.76056338,0.76056338,0.759035714,0.887719298,0.46
Process3,2,0,3,0,2,3,1,11,0.591549296,0.591549296,0.665528846,0.807142857,0.425
Process3,2,0,3,0,2,3,2,12,0.535211268,0.535211268,0.729793719,0.837837838,0.4975
Process3,2,0,3,0,2,3,3,13,0.575342466,0.575342466,0.5565,0.823529412,0.315
Process3,2,0,3,0,3,0,0,8,0.756756757,0.756756757,0.672053571,0.850174216,0.38
Process3,2,0,3,0,3,0,1,9,0.746666667,0.746666667,0.601785714,0.868243243,0.3675
Process3,2,0,3,0,3,0,2,10,0.567567568,0.567567568,0.699464286,0.863192182,0.3675
Process3,2,0,3,0,3,0,3,11,0.631578947,0.631578947,0.676169872,0.857142857,0
Process3,2,0,3,0,3,1,0,9,0.779220779,0.779220779,0.6615,0.875838926,0.485
Process3,2,0,3,0,3,1,1,10,0.621621622,0.621621622,0.57045,0.835051546,0.495
Process3,2,0,3,0,3,1,2,11,0.602739726,0.602739726,0.644368132,0.831034483,0.33
Process3,2,0,3,0,3,1,3,12,0.428571429,0.428571429,0.589785714,0.787985866,0.2525
Process3,2,0,3,0,3,2,0,10,0.75,0.75,0.563519737,0.84965035,0.295
Process3,2,0,3,0,3,2,1,11,0.657534247,0.657534247,0.564642857,0.845890411,0.2175
Process3,2,0,3,0,3,2,2,12,0.61971831,0.61971831,0.579975649,0.814946619,0.4075
Process3,2,0,3,0,3,2,3,13,0.594594595,0.594594595,0.785508005,0.849498328,0.295
Process3,2,0,3,0,3,3,0,11,0.773333333,0.773333333,0.649017857,0.854166667,0.4325
Process3,2,0,3,0,3,3,1,12,0.567567568,0.567567568,0.523269231,0.820069204,0.5225
Process3,2,0,3,0,3,3,2,13,0.647887324,0.647887324,0.523854814,0.822695035,0.42
Process3,2,0,3,0,3,3,3,14,0.514285714,0.514285714,0.645511364,0.833898305,0.29
Process3,2,0,3,1,0,0,0,6,0.746666667,0.746666667,0.702568506,0.85620915,0.485
Process3,2,0,3,1,0,0,1,7,0.615384615,0.615384615,0.7318357,0.839228296,0.3475
Process3,2,0,3,1,0,0,2,8,0.506666667,0.506666667,0.651830065,0.791245791,0.345
Process3,2,0,3,1,0,0,3,9,0.506666667,0.506666667,0.68924183,0.81372549,0.215
Process3,2,0,3,1,0,1,0,7,0.72,0.72,0.692995524,0.849180328,0.5875
Process3,2,0,3,1,0,1,1,8,0.535211268,0.535211268,0.707769608,0.826797386,0.28
Process3,2,0,3,1,0,1,2,9,0.657534247,0.657534247,0.77481456,0.867109635,0.4825
Process3,2,0,3,1,0,1,3,10,0.506666667,0.506666667,0.730071157,0.834920635,0.375
Process3,2,0,3,1,0,2,0,8,0.763157895,0.763157895,0.740352941,0.879746835,0.25
Process3,2,0,3,1,0,2,1,9,0.753246753,0.753246753,0.762298593,0.876582278,0.295
Process3,2,0,3,1,0,2,2,10,0.540540541,0.540540541,0.751039272,0.85620915,0.3475
Process3,2,0,3,1,0,2,3,11,0.637681159,0.637681159,0.833047619,0.899328859,0.36
Process3,2,0,3,1,0,3,0,9,0.72972973,0.72972973,0.74627451,0.852459016,0.4
Process3,2,0,3,1,0,3,1,10,0.647887324,0.647887324,0.706702899,0.845360825,0.3675
Process3,2,0,3,1,0,3,2,11,0.583333333,0.583333333,0.698699095,0.837662338,0.33
Process3,2,0,3,1,0,3,3,12,0.507042254,0.507042254,0.67717437,0.819672131,0.3425
Process3,2,0,3,1,1,0,0,7,0.746666667,0.746666667,0.740659938,0.907643312,0.4825
Process3,2,0,3,1,1,0,1,8,0.621621622,0.621621622,0.665336538,0.856666667,0.41
Process3,2,0,3,1,1,0,2,9,0.597402597,0.597402597,0.778107143,0.867313916,0.3925
Process3,2,0,3,1,1,0,3,10,0.519480519,0.519480519,0.633686275,0.814332248,0.225
Process3,2,0,3,1,1,1,0,8,0.684931507,0.684931507,0.664616368,0.819727891,0.34
Process3,2,0,3,1,1,1,1,9,0.694444444,0.694444444,0.597225064,0.823129252,0.375
Process3,2,0,3,1,1,1,2,10,0.638888889,0.638888889,0.756243132,0.863333333,0.4225
Process3,2,0,3,1,1,1,3,11,0.527777778,0.527777778,0.697708333,0.834459459,0.4425
Process3,2,0,3,1,1,2,0,9,0.732394366,0.732394366,0.610815126,0.833898305,0.27
Process3,2,0,3,1,1,2,1,10,0.535211268,0.535211268,0.586979638,0.804713805,0.2875
Process3,2,0,3,1,1,2,2,11,0.734177215,0.734177215,0.700514706,0.889230769,0.165
Process3,2,0,3,1,1,2,3,12,0.493150685,0.493150685,0.644221602,0.834394904,0.3925
Process3,2,0,3,1,1,3,0,10,0.742857143,0.742857143,0.706547619,0.870748299,0.3475
Process3,2,0,3,1,1,3,1,11,0.694444444,0.694444444,0.675441176,0.844884488,0.41
Process3,2,0,3,1,1,3,2,12,0.563380282,0.563380282,0.589353588,0.788927336,0.3375
Process3,2,0,3,1,1,3,3,13,0.61971831,0.61971831,0.716102941,0.84789644,0.325
Process3,2,0,3,1,2,0,0,8,0.783783784,0.783783784,0.76307971,0.878787879,0.33
Process3,2,0,3,1,2,0,1,9,0.594594595,0.594594595,0.499028133,0.816666667,0.3225
Process3,2,0,3,1,2,0,2,10,0.533333333,0.533333333,0.707158602,0.843205575,0.5025
Process3,2,0,3,1,2,0,3,11,0.615384615,0.615384615,0.648880719,0.839228296,0.2375
Process3,2,0,3,1,2,1,0,9,0.648648649,0.648648649,0.562418301,0.80887372,0.3875
Process3,2,0,3,1,2,1,1,10,0.630136986,0.630136986,0.574779412,0.804794521,0.305
Process3,2,0,3,1,2,1,2,11,0.540540541,0.540540541,0.646638655,0.824104235,0.4025
Process3,2,0,3,1,2,1,3,12,0.613333333,0.613333333,0.594330065,0.820598007,0.4375
Process3,2,0,3,1,2,2,0,10,0.647887324,0.647887324,0.563302139,0.811643836,0.275
Process3,2,0,3,1,2,2,1,11,0.631578947,0.631578947,0.689625668,0.845659164,0.2525
Process3,2,0,3,1,2,2,2,12,0.684931507,0.684931507,0.689375,0.874172185,0.24
Process3,2,0,3,1,2,2,3,13,0.421052632,0.421052632,0.625764706,0.810897436,0.205
Process3,2,0,3,1,2,3,0,11,0.753246753,0.753246753,0.787086275,0.876582278,0.505
Process3,2,0,3,1,2,3,1,12,0.630136986,0.630136986,0.618979824,0.827242525,0.375
Process3,2,0,3,1,2,3,2,13,0.605263158,0.605263158,0.664564706,0.858934169,0.4
Process3,2,0,3,1,2,3,3,14,0.613333333,0.613333333,0.718333333,0.873786408,0.455
Process3,2,0,3,1,3,0,0,9,0.684210526,0.684210526,0.59130719,0.816949153,0.33
Process3,2,0,3,1,3,0,1,10,0.75,0.75,0.848410256,0.918300654,0.48
Process3,2,0,3,1,3,0,2,11,0.552631579,0.552631579,0.627710084,0.824675325,0.295
Process3,2,0,3,1,3,0,3,12,0.564102564,0.564102564,0.762300157,0.857142857,0.455
Process3,2,0,3,1,3,1,0,10,0.722222222,0.722222222,0.760397727,0.884488449,0.345
Process3,2,0,3,1,3,1,1,11,0.701298701,0.701298701,0.606875,0.875,0.33
Process3,2,0,3,1,3,1,2,12,0.621621622,0.621621622,0.660375,0.856666667,0.4425
Process3,2,0,3,1,3,1,3,13,0.552631579,0.552631579,0.586830065,0.802675585,0.4
Process3,2,0,3,1,3,2,0,11,0.783783784,0.783783784,0.628166667,0.878787879,0.3525
Process3,2,0,3,1,3,2,1,12,0.666666667,0.666666667,0.650714286,0.849315068,0.2825
Process3,2,0,3,1,3,2,2,13,0.632911392,0.632911392,0.657955182,0.862928349,0.4325
Process3,2,0,3,1,3,2,3,14,0.594594595,0.594594595,0.676458333,0.849498328,0.4475
Process3,2,0,3,1,3,3,0,12,0.722222222,0.722222222,0.584757482,0.830508475,0.28
Process3,2,0,3,1,3,3,1,13,0.575342466,0.575342466,0.538825854,0.789655172,0.32
Process3,2,0,3,1,3,3,2,14,0.602739726,0.602739726,0.705281189,0.86163522,0.4
Process3,2,0,3,1,3,3,3,15,0.506666667,0.506666667,0.61692437,0.81372549,0.425
Process3,2,0,3,2,0,0,0,7,0.630136986,0.630136986,0.669166667,0.816720257,0.3325
Process3,2,0,3,2,0,0,1,8,0.648648649,0.648648649,0.657916667,0.820512821,0.3675
Process3,2,0,3,2,0,0,2,9,0.586666667,0.586666667,0.650972222,0.803225806,0.3525
Process3,2,0,3,2,0,0,3,10,0.519480519,0.519480519,0.701353047,0.825153374,0.42
Process3,2,0,3,2,0,1,0,8,0.722222222,0.722222222,0.68952381,0.840764331,0.23
Process3,2,0,3,2,0,1,1,9,0.605263158,0.605263158,0.730210084,0.838709677,0.385
Process3,2,0,3,2,0,1,2,10,0.526315789,0.526315789,0.714297173,0.838607595,0.345
Process3,2,0,3,2,0,1,3,11,0.447368421,0.447368421,0.666917563,0.808049536,0.2675
Process3,2,0,3,2,0,2,0,9,0.710526316,0.710526316,0.674444444,0.834920635,0.425
Process3,2,0,3,2,0,2,1,10,0.591549296,0.591549296,0.656780952,0.809061489,0.2975
Process3,2,0,3,2,0,2,2,11,0.507042254,0.507042254,0.663891403,0.819672131,0.3225
Process3,2,0,3,2,0,2,3,12,0.56,0.56,0.706450465,0.817610063,0.035
Process3,2,0,3,2,0,3,0,10,0.611111111,0.611111111,0.62435873,0.790697674,0.41
Process3,2,0,3,2,0,3,1,11,0.563380282,0.563380282,0.668388889,0.823343849,0.35
Process3,2,0,3,2,0,3,2,12,0.602739726,0.602739726,0.735053595,0.86163522,0.285
Process3,2,0,3,2,0,3,3,13,0.513513514,0.513513514,0.638288889,0.806962025,0.215
Process3,2,0,3,2,1,0,0,8,0.666666667,0.666666667,0.6564,0.821656051,0.4075
Process3,2,0,3,2,1,0,1,9,0.441558442,0.441558442,0.526666667,0.760655738,0.3325
Process3,2,0,3,2,1,0,2,10,0.586666667,0.586666667,0.650972222,0.803225806,0.4925
Process3,2,0,3,2,1,0,3,11,0.493506494,0.493506494,0.608445341,0.797468354,0.3125
Process3,2,0,3,2,1,1,0,9,0.621621622,0.621621622,0.67547451,0.823920266,0.32
Process3,2,0,3,2,1,1,1,10,0.594594595,0.594594595,0.709285714,0.827586207,0.3125
Process3,2,0,3,2,1,1,2,11,0.641025641,0.641025641,0.748602941,0.846153846,0.3825
Process3,2,0,3,2,1,1,3,12,0.6,0.6,0.680031746,0.822429907,0.3575
Process3,2,0,3,2,1,2,0,10,0.72,0.72,0.599702381,0.838095238,0.2575
Process3,2,0,3,2,1,2,1,11,0.444444444,0.444444444,0.56015873,0.745762712,0.18
Process3,2,0,3,2,1,2,2,12,0.666666667,0.666666667,0.678864734,0.844720497,0.3375
Process3,2,0,3,2,1,2,3,13,0.438356164,0.438356164,0.553166667,0.766447368,0.2875
Process3,2,0,3,2,1,3,0,11,0.591549296,0.591549296,0.615694444,0.786666667,0.2425
Process3,2,0,3,2,1,3,1,12,0.630136986,0.630136986,0.672810742,0.827242525,0.4025
Process3,2,0,3,2,1,3,2,13,0.506666667,0.506666667,0.693539683,0.824615385,0.2975
Process3,2,0,3,2,1,3,3,14,0.410958904,0.410958904,0.567849928,0.782051282,0.2925
Process3,2,0,3,2,2,0,0,9,0.683544304,0.683544304,0.586971014,0.825396825,0.4375
Process3,2,0,3,2,2,0,1,10,0.567567568,0.567567568,0.596794872,0.776666667,0.4
Process3,2,0,3,2,2,0,2,11,0.455696203,0.455696203,0.536275253,0.784126984,0.28
Process3,2,0,3,2,2,0,3,12,0.545454545,0.545454545,0.67756705,0.811320755,0.375
Process3,2,0,3,2,2,1,0,10,0.693333333,0.693333333,0.61627451,0.842105263,0.42
Process3,2,0,3,2,2,1,1,11,0.597402597,0.597402597,0.605952381,0.803858521,0.3575
Process3,2,0,3,2,2,1,2,12,0.493506494,0.493506494,0.508678161,0.797468354,0.3875
Process3,2,0,3,2,2,1,3,13,0.56,0.56,0.54417735,0.817610063,0.2875
Process3,2,0,3,2,2,2,0,11,0.756756757,0.756756757,0.611380952,0.848101266,0.3725
Process3,2,0,3,2,2,2,1,12,0.586666667,0.586666667,0.533188889,0.824451411,0.35
Process3,2,0,3,2,2,2,2,13,0.473684211,0.473684211,0.603352941,0.803278689,0.3225
Process3,2,0,3,2,2,2,3,14,0.467532468,0.467532468,0.686696376,0.8,0.4625
Process3,2,0,3,2,2,3,0,12,0.621621622,0.621621622,0.602746032,0.834375,0.36
Process3,2,0,3,2,2,3,1,13,0.648648649,0.648648649,0.66625,0.883870968,0.36
Process3,2,0,3,2,2,3,2,14,0.512820513,0.512820513,0.579302682,0.80126183,0.46
Process3,2,0,3,2,2,3,3,15,0.567567568,0.567567568,0.586444444,0.799352751,0.31
Process3,2,0,3,2,3,0,0,10,0.727272727,0.727272727,0.60877451,0.849673203,0.4225
Process3,2,0,3,2,3,0,1,11,0.56,0.56,0.613678161,0.796116505,0.415
Process3,2,0,3,2,3,0,2,12,0.455696203,0.455696203,0.546696376,0.793442623,0.3275
Process3,2,0,3,2,3,0,3,13,0.459459459,0.459459459,0.640347081,0.82428115,0.3225
Process3,2,0,3,2,3,1,0,11,0.65,0.65,0.563266667,0.835913313,0.375
Process3,2,0,3,2,3,1,1,12,0.623376623,0.623376623,0.570555556,0.810897436,0.475
Process3,2,0,3,2,3,1,2,13,0.578947368,0.578947368,0.615258924,0.83171521,0.395
Process3,2,0,3,2,3,1,3,14,0.487179487,0.487179487,0.539798535,0.771986971,0.365
Process3,2,0,3,2,3,2,0,12,0.613333333,0.613333333,0.568055556,0.810289389,0.2925
Process3,2,0,3,2,3,2,1,13,0.486486486,0.486486486,0.60959596,0.777777778,0.3725
Process3,2,0,3,2,3,2,2,14,0.493150685,0.493150685,0.578587849,0.781045752,0.39
Process3,2,0,3,2,3,2,3,15,0.473684211,0.473684211,0.640971602,0.824840764,0.3375
Process3,2,0,3,2,3,3,0,13,0.684210526,0.684210526,0.657189898,0.85942492,0.3525
Process3,2,0,3,2,3,3,1,14,0.657534247,0.657534247,0.546236631,0.834437086,0.355
Process3,2,0,3,2,3,3,2,15,0.545454545,0.545454545,0.631111111,0.831804281,0.3
Process3,2,0,3,2,3,3,3,16,0.578947368,0.578947368,0.594499749,0.852201258,0.33
Process3,2,0,3,3,0,0,0,8,0.710526316,0.710526316,0.66372807,0.803797468,0.3275
Process3,2,0,3,3,0,0,1,9,0.763157895,0.763157895,0.650701754,0.837920489,0.29
Process3,2,0,3,3,0,0,2,10,0.527777778,0.527777778,0.613484848,0.791530945,0.2575
Process3,2,0,3,3,0,0,3,11,0.384615385,0.384615385,0.635559211,0.779456193,0.4125
Process3,2,0,3,3,0,1,0,9,0.540540541,0.540540541,0.59496345,0.783018868,0.3475
Process3,2,0,3,3,0,1,1,10,0.472222222,0.472222222,0.553450292,0.745098039,0.31
Process3,2,0,3,3,0,1,2,11,0.465753425,0.465753425,0.601864791,0.765079365,0.2975
Process3,2,0,3,3,0,1,3,12,0.493506494,0.493506494,0.668573099,0.808955224,0.3125
Process3,2,0,3,3,0,2,0,10,0.583333333,0.583333333,0.610307653,0.796238245,0.3125
Process3,2,0,3,3,0,2,1,11,0.545454545,0.545454545,0.643334846,0.801829268,0.38
Process3,2,0,3,3,0,2,2,12,0.493150685,0.493150685,0.674775732,0.793846154,0.3175
Process3,2,0,3,3,0,2,3,13,0.457142857,0.457142857,0.588157895,0.767515924,0.3125
Process3,2,0,3,3,0,3,0,11,0.736842105,0.736842105,0.689920635,0.861538462,0.355
Process3,2,0,3,3,0,3,1,12,0.453333333,0.453333333,0.606421053,0.780864198,0.3625
Process3,2,0,3,3,0,3,2,13,0.5,0.5,0.618574561,0.775316456,0.145
Process3,2,0,3,3,0,3,3,14,0.422535211,0.422535211,0.536170599,0.733552632,0.2125
Process3,2,0,3,3,1,0,0,9,0.605263158,0.605263158,0.616952941,0.838709677,0.49
Process3,2,0,3,3,1,0,1,10,0.692307692,0.692307692,0.670825397,0.867867868,0.375
Process3,2,0,3,3,1,0,2,11,0.493506494,0.493506494,0.590777778,0.797468354,0.2425
Process3,2,0,3,3,1,0,3,12,0.4,0.4,0.641754386,0.758513932,0.3225
Process3,2,0,3,3,1,1,0,10,0.540540541,0.540540541,0.637046784,0.783018868,0.36
Process3,2,0,3,3,1,1,1,11,0.571428571,0.571428571,0.638857416,0.808510638,0.3525
Process3,2,0,3,3,1,1,2,12,0.526315789,0.526315789,0.663122605,0.807570978,0.315
Process3,2,0,3,3,1,1,3,13,0.538461538,0.538461538,0.634891107,0.818991098,0.2825
Process3,2,0,3,3,1,2,0,11,0.563380282,0.563380282,0.494157363,0.770226537,0.22
Process3,2,0,3,3,1,2,1,12,0.453333333,0.453333333,0.628558984,0.780864198,0.2075
Process3,2,0,3,3,1,2,2,13,0.4,0.4,0.578976077,0.744408946,0.19
Process3,2,0,3,3,1,2,3,14,0.4,0.4,0.613356537,0.767080745,0.3075
Process3,2,0,3,3,1,3,0,12,0.575342466,0.575342466,0.495440191,0.770967742,0.3175
Process3,2,0,3,3,1,3,1,13,0.520547945,0.520547945,0.522002339,0.779179811,0.2475
Process3,2,0,3,3,1,3,2,14,0.394736842,0.394736842,0.637582071,0.772435897,0.2675
Process3,2,0,3,3,1,3,3,15,0.450704225,0.450704225,0.574424603,0.795527157,0.345
Process3,2,0,3,3,2,0,0,10,0.725,0.725,0.642971014,0.855828221,0.37
Process3,2,0,3,3,2,0,1,11,0.597402597,0.597402597,0.692129293,0.844984802,0.3075
Process3,2,0,3,3,2,0,2,12,0.512820513,0.512820513,0.579746032,0.80126183,0.2575
Process3,2,0,3,3,2,0,3,13,0.405063291,0.405063291,0.637555178,0.78313253,0.37
Process3,2,0,3,3,2,1,0,11,0.734177215,0.734177215,0.620959596,0.858895706,0.4475
Process3,2,0,3,3,2,1,1,12,0.526315789,0.526315789,0.565959514,0.798165138,0.31
Process3,2,0,3,3,2,1,2,13,0.405063291,0.405063291,0.522907895,0.738853503,0.3775
Process3,2,0,3,3,2,1,3,14,0.421052632,0.421052632,0.650003655,0.792168675,0.385
Process3,2,0,3,3,2,2,0,12,0.675,0.675,0.592828224,0.812307692,0.4075
Process3,2,0,3,3,2,2,1,13,0.526315789,0.526315789,0.625605393,0.818452381,0.385
Process3,2,0,3,3,2,2,2,14,0.486486486,0.486486486,0.571623563,0.777777778,0.255
Process3,2,0,3,3,2,2,3,15,0.519480519,0.519480519,0.635135338,0.795107034,0.275
Process3,2,0,3,3,2,3,0,13,0.555555556,0.555555556,0.594418764,0.789308176,0.265
Process3,2,0,3,3,2,3,1,14,0.586666667,0.586666667,0.63042735,0.824451411,0.375
Process3,2,0,3,3,2,3,2,15,0.506666667,0.506666667,0.656414141,0.803797468,0.255
Process3,2,0,3,3,2,3,3,16,0.4,0.4,0.498888889,0.775641026,0.3825
Process3,2,0,3,3,3,0,0,11,0.6,0.6,0.627434211,0.832352941,0.3575
Process3,2,0,3,3,3,0,1,12,0.6,0.6,0.617000259,0.791925466,0.3625
Process3,2,0,3,3,3,0,2,13,0.426666667,0.426666667,0.525555556,0.759868421,0.28
Process3,2,0,3,3,3,0,3,14,0.38961039,0.38961039,0.473421053,0.760869565,0.245
Process3,2,0,3,3,3,1,0,12,0.623376623,0.623376623,0.592623951,0.821752266,0.215
Process3,2,0,3,3,3,1,1,13,0.518518519,0.518518519,0.651129386,0.789634146,0.2675
Process3,2,0,3,3,3,1,2,14,0.631578947,0.631578947,0.536256039,0.834890966,0.3475
Process3,2,0,3,3,3,1,3,15,0.45,0.45,0.477530248,0.772307692,0.3075
Process3,2,0,3,3,3,2,0,13,0.567567568,0.567567568,0.571491228,0.789968652,0.365
Process3,2,0,3,3,3,2,1,14,0.607594937,0.607594937,0.680350877,0.835294118,0.415
Process3,2,0,3,3,3,2,2,15,0.441558442,0.441558442,0.606696915,0.774691358,0.3525
Process3,2,0,3,3,3,2,3,16,0.475,0.475,0.540220307,0.809230769,0.4175
Process3,2,0,3,3,3,3,0,14,0.657894737,0.657894737,0.589943609,0.811145511,0.3875
Process3,2,0,3,3,3,3,1,15,0.571428571,0.571428571,0.651267206,0.808510638,0.3925
Process3,2,0,3,3,3,3,2,16,0.506329114,0.506329114,0.567309942,0.788990826,0.46
Process3,2,0,3,3,3,3,3,17,0.421052632,0.421052632,0.665111111,0.801242236,0.3075
Process3,2,1,0,0,0,0,0,3,0.888888889,0.888888889,0.86540107,0.927710843,0.5725
Process3,2,1,0,0,0,0,1,4,0.775,0.775,0.79725042,0.899082569,0.5875
Process3,2,1,0,0,0,0,2,5,0.641975309,0.641975309,0.772764706,0.863354037,0.5825
Process3,2,1,0,0,0,0,3,6,0.592592593,0.592592593,0.744764706,0.85,0.4175
Process3,2,1,0,0,0,1,0,4,0.875,0.875,0.862673797,0.924471299,0.4775
Process3,2,1,0,0,0,1,1,5,0.8,0.8,0.831298039,0.905487805,0.355
Process3,2,1,0,0,0,1,2,6,0.725,0.725,0.796091629,0.886153846,0.2125
Process3,2,1,0,0,0,1,3,7,0.6,0.6,0.768377609,0.853125,0.0925
Process3,2,1,0,0,0,2,0,5,0.860759494,0.860759494,0.804764706,0.921212121,0.3975
Process3,2,1,0,0,0,2,1,6,0.835443038,0.835443038,0.813014706,0.914893617,0.465
Process3,2,1,0,0,0,2,2,7,0.835443038,0.835443038,0.799621849,0.914893617,0.4675
Process3,2,1,0,0,0,2,3,8,0.649350649,0.649350649,0.797478992,0.869158879,0.39
Process3,2,1,0,0,0,3,0,6,0.846153846,0.846153846,0.838279857,0.917933131,0.5075
Process3,2,1,0,0,0,3,1,7,0.794871795,0.794871795,0.786685341,0.905198777,0.47
Process3,2,1,0,0,0,3,2,8,0.649350649,0.649350649,0.744264706,0.869158879,0.545
Process3,2,1,0,0,0,3,3,9,0.605263158,0.605263158,0.792897711,0.858934169,0.3
Process3,2,1,0,0,1,0,0,4,0.87804878,0.87804878,0.79540107,0.924698795,0.59
Process3,2,1,0,0,1,0,1,5,0.765432099,0.765432099,0.812314156,0.896024465,0.5925
