model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,GED,,
Process101,2,0,1,0,0,2,1,6,0.586
Process101,2,0,1,0,0,2,2,7,0.53
Process101,2,0,1,0,0,2,3,8,0.504
Process101,2,0,1,0,0,3,0,6,0.475
Process101,2,0,1,0,0,3,1,7,0.444
Process101,2,0,1,0,0,3,2,8,0.401
Process101,2,0,1,0,0,3,3,9,0.496
Process101,2,0,1,0,1,0,0,4,0.628
Process101,2,0,1,0,1,0,1,5,0.518
Process101,2,0,1,0,1,0,2,6,0.406
Process101,2,0,1,0,1,0,3,7,0.417
Process101,2,0,1,0,1,1,0,5,0.622
Process101,2,0,1,0,1,1,1,6,0.407
Process101,2,0,1,0,1,1,2,7,0.577
Process101,2,0,1,0,1,1,3,8,0.3
Process101,2,0,1,0,1,2,0,6,0.456
Process101,2,0,1,0,1,2,1,7,0.57
Process101,2,0,1,0,1,2,2,8,0.384
Process101,2,0,1,0,1,2,3,9,0.421
Process101,2,0,1,0,1,3,0,7,0.604
Process101,2,0,1,0,1,3,1,8,0.624
Process101,2,0,1,0,1,3,2,9,0.412
Process101,2,0,1,0,1,3,3,10,0.492
Process101,2,0,1,0,2,0,0,5,0.406
Process101,2,0,1,0,2,0,1,6,0.617
Process101,2,0,1,0,2,0,2,7,0.421
Process101,2,0,1,0,2,0,3,8,0.233
Process101,2,0,1,0,2,1,0,6,0.564
Process101,2,0,1,0,2,1,1,7,0.486
Process101,2,0,1,0,2,1,2,8,0.506
Process101,2,0,1,0,2,1,3,9,0.577
Process101,2,0,1,0,2,2,0,7,0.46
Process101,2,0,1,0,2,2,1,8,0.438
Process101,2,0,1,0,2,2,2,9,0.269
Process101,2,0,1,0,2,2,3,10,0.411
Process101,2,0,1,0,2,3,0,8,0.509
Process101,2,0,1,0,2,3,1,9,0.411
Process101,2,0,1,0,2,3,2,10,0.297
Process101,2,0,1,0,2,3,3,11,0.486
Process101,2,0,1,0,3,0,0,6,0.625
Process101,2,0,1,0,3,0,1,7,0.545
Process101,2,0,1,0,3,0,2,8,0.384
Process101,2,0,1,0,3,0,3,9,0.511
Process101,2,0,1,0,3,1,0,7,0.662
Process101,2,0,1,0,3,1,1,8,0.556
Process101,2,0,1,0,3,1,2,9,0.513
Process101,2,0,1,0,3,1,3,10,0.555
Process101,2,0,1,0,3,2,0,8,0.451
Process101,2,0,1,0,3,2,1,9,0.615
Process101,2,0,1,0,3,2,2,10,0.538
Process101,2,0,1,0,3,2,3,11,0.543
Process101,2,0,1,0,3,3,0,9,0.469
Process101,2,0,1,0,3,3,1,10,0.517
Process101,2,0,1,0,3,3,2,11,0.385
Process101,2,0,1,0,3,3,3,12,0.406
Process101,2,0,1,1,0,0,0,4,0.654
Process101,2,0,1,1,0,0,1,5,0.544
Process101,2,0,1,1,0,0,2,6,0.485
Process101,2,0,1,1,0,0,3,7,0.456
Process101,2,0,1,1,0,1,0,5,0.604
Process101,2,0,1,1,0,1,1,6,0.447
Process101,2,0,1,1,0,1,2,7,0.418
Process101,2,0,1,1,0,1,3,8,0.433
Process101,2,0,1,1,0,2,0,6,0.584
Process101,2,0,1,1,0,2,1,7,0.625
Process101,2,0,1,1,0,2,2,8,0.377
Process101,2,0,1,1,0,2,3,9,0.558
Process101,2,0,1,1,0,3,0,7,0.582
Process101,2,0,1,1,0,3,1,8,0.493
Process101,2,0,1,1,0,3,2,9,0.521
Process101,2,0,1,1,0,3,3,10,0.39
Process101,2,0,1,1,1,0,0,5,0.402
Process101,2,0,1,1,1,0,1,6,0.56
Process101,2,0,1,1,1,0,2,7,0.484
Process101,2,0,1,1,1,0,3,8,0.527
Process101,2,0,1,1,1,1,0,6,0.679
Process101,2,0,1,1,1,1,1,7,0.341
Process101,2,0,1,1,1,1,2,8,0.476
Process101,2,0,1,1,1,1,3,9,0.468
Process101,2,0,1,1,1,2,0,7,0.414
Process101,2,0,1,1,1,2,1,8,0.495
Process101,2,0,1,1,1,2,2,9,0.416
Process101,2,0,1,1,1,2,3,10,0.429
Process101,2,0,1,1,1,3,0,8,0.453
Process101,2,0,1,1,1,3,1,9,0.488
Process101,2,0,1,1,1,3,2,10,0.604
Process101,2,0,1,1,1,3,3,11,0.394
Process101,2,0,1,1,2,0,0,6,0.612
Process101,2,0,1,1,2,0,1,7,0.565
Process101,2,0,1,1,2,0,2,8,0.481
Process101,2,0,1,1,2,0,3,9,0.33
Process101,2,0,1,1,2,1,0,7,0.584
Process101,2,0,1,1,2,1,1,8,0.317
Process101,2,0,1,1,2,1,2,9,0.542
Process101,2,0,1,1,2,1,3,10,0.335
Process101,2,0,1,1,2,2,0,8,0.332
Process101,2,0,1,1,2,2,1,9,0.48
Process101,2,0,1,1,2,2,2,10,0.312
Process101,2,0,1,1,2,2,3,11,0.461
Process101,2,0,1,1,2,3,0,9,0.502
Process101,2,0,1,1,2,3,1,10,0.565
Process101,2,0,1,1,2,3,2,11,0.462
Process101,2,0,1,1,2,3,3,12,0.433
Process101,2,0,1,1,3,0,0,7,0.443
Process101,2,0,1,1,3,0,1,8,0.342
Process101,2,0,1,1,3,0,2,9,0.499
Process101,2,0,1,1,3,0,3,10,0.554
Process101,2,0,1,1,3,1,0,8,0.25
Process101,2,0,1,1,3,1,1,9,0.445
Process101,2,0,1,1,3,1,2,10,0.493
Process101,2,0,1,1,3,1,3,11,0.359
Process101,2,0,1,1,3,2,0,9,0.576
Process101,2,0,1,1,3,2,1,10,0.596
Process101,2,0,1,1,3,2,2,11,0.28
Process101,2,0,1,1,3,2,3,12,0.391
Process101,2,0,1,1,3,3,0,10,0.223
Process101,2,0,1,1,3,3,1,11,0.428
Process101,2,0,1,1,3,3,2,12,0.389
Process101,2,0,1,1,3,3,3,13,0.442
Process101,2,0,1,2,0,0,0,5,0.49
Process101,2,0,1,2,0,0,1,6,0.435
Process101,2,0,1,2,0,0,2,7,0.476
Process101,2,0,1,2,0,0,3,8,0.46
Process101,2,0,1,2,0,1,0,6,0.632
Process101,2,0,1,2,0,1,1,7,0.615
Process101,2,0,1,2,0,1,2,8,0.525
Process101,2,0,1,2,0,1,3,9,0.396
Process101,2,0,1,2,0,2,0,7,0.543
Process101,2,0,1,2,0,2,1,8,0.544
Process101,2,0,1,2,0,2,2,9,0.521
Process101,2,0,1,2,0,2,3,10,0.411
Process101,2,0,1,2,0,3,0,8,0.513
Process101,2,0,1,2,0,3,1,9,0.46
Process101,2,0,1,2,0,3,2,10,0.531
Process101,2,0,1,2,0,3,3,11,0.356
Process101,2,0,1,2,1,0,0,6,0.499
Process101,2,0,1,2,1,0,1,7,0.378
Process101,2,0,1,2,1,0,2,8,0.541
Process101,2,0,1,2,1,0,3,9,0.564
Process101,2,0,1,2,1,1,0,7,0.436
Process101,2,0,1,2,1,1,1,8,0.45
Process101,2,0,1,2,1,1,2,9,0.49
Process101,2,0,1,2,1,1,3,10,0.484
Process101,2,0,1,2,1,2,0,8,0.582
Process101,2,0,1,2,1,2,1,9,0.357
Process101,2,0,1,2,1,2,2,10,0.581
Process101,2,0,1,2,1,2,3,11,0.416
Process101,2,0,1,2,1,3,0,9,0.511
Process101,2,0,1,2,1,3,1,10,0.52
Process101,2,0,1,2,1,3,2,11,0.446
Process101,2,0,1,2,1,3,3,12,0.398
Process101,2,0,1,2,2,0,0,7,0.588
Process101,2,0,1,2,2,0,1,8,0.58
Process101,2,0,1,2,2,0,2,9,0.452
Process101,2,0,1,2,2,0,3,10,0.35
Process101,2,0,1,2,2,1,0,8,0.558
Process101,2,0,1,2,2,1,1,9,0.48
Process101,2,0,1,2,2,1,2,10,0.534
Process101,2,0,1,2,2,1,3,11,0.378
Process101,2,0,1,2,2,2,0,9,0.47
Process101,2,0,1,2,2,2,1,10,0.397
Process101,2,0,1,2,2,2,2,11,0.486
Process101,2,0,1,2,2,2,3,12,0.391
Process101,2,0,1,2,2,3,0,10,0.493
Process101,2,0,1,2,2,3,1,11,0.502
Process101,2,0,1,2,2,3,2,12,0.501
Process101,2,0,1,2,2,3,3,13,0.444
Process101,2,0,1,2,3,0,0,8,0.413
Process101,2,0,1,2,3,0,1,9,0.498
Process101,2,0,1,2,3,0,2,10,0.476
Process101,2,0,1,2,3,0,3,11,0.595
Process101,2,0,1,2,3,1,0,9,0.345
Process101,2,0,1,2,3,1,1,10,0.505
Process101,2,0,1,2,3,1,2,11,0.485
Process101,2,0,1,2,3,1,3,12,0.33
Process101,2,0,1,2,3,2,0,10,0.425
Process101,2,0,1,2,3,2,1,11,0.469
Process101,2,0,1,2,3,2,2,12,0.424
Process101,2,0,1,2,3,2,3,13,0.335
Process101,2,0,1,2,3,3,0,11,0.444
Process101,2,0,1,2,3,3,1,12,0.452
Process101,2,0,1,2,3,3,2,13,0.465
Process101,2,0,1,2,3,3,3,14,0.326
Process101,2,0,1,3,0,0,0,6,0.458
Process101,2,0,1,3,0,0,1,7,0.361
Process101,2,0,1,3,0,0,2,8,0.528
Process101,2,0,1,3,0,0,3,9,0.357
Process101,2,0,1,3,0,1,0,7,0.462
Process101,2,0,1,3,0,1,1,8,0.44
Process101,2,0,1,3,0,1,2,9,0.454
Process101,2,0,1,3,0,1,3,10,0.49
Process101,2,0,1,3,0,2,0,8,0.617
Process101,2,0,1,3,0,2,1,9,0.434
Process101,2,0,1,3,0,2,2,10,0.404
Process101,2,0,1,3,0,2,3,11,0.363
Process101,2,0,1,3,0,3,0,9,0.45
Process101,2,0,1,3,0,3,1,10,0.546
Process101,2,0,1,3,0,3,2,11,0.387
Process101,2,0,1,3,0,3,3,12,0.542
Process101,2,0,1,3,1,0,0,7,0.559
Process101,2,0,1,3,1,0,1,8,0.521
Process101,2,0,1,3,1,0,2,9,0.403
Process101,2,0,1,3,1,0,3,10,0.482
Process101,2,0,1,3,1,1,0,8,0.597
Process101,2,0,1,3,1,1,1,9,0.469
Process101,2,0,1,3,1,1,2,10,0.309
Process101,2,0,1,3,1,1,3,11,0.455
Process101,2,0,1,3,1,2,0,9,0.548
Process101,2,0,1,3,1,2,1,10,0.438
Process101,2,0,1,3,1,2,2,11,0.395
Process101,2,0,1,3,1,2,3,12,0.555
Process101,2,0,1,3,1,3,0,10,0.507
Process101,2,0,1,3,1,3,1,11,0.34
Process101,2,0,1,3,1,3,2,12,0.419
Process101,2,0,1,3,1,3,3,13,0.338
Process101,2,0,1,3,2,0,0,8,0.545
Process101,2,0,1,3,2,0,1,9,0.536
Process101,2,0,1,3,2,0,2,10,0.401
Process101,2,0,1,3,2,0,3,11,0.3
Process101,2,0,1,3,2,1,0,9,0.43
Process101,2,0,1,3,2,1,1,10,0.369
Process101,2,0,1,3,2,1,2,11,0.36
Process101,2,0,1,3,2,1,3,12,0.343
Process101,2,0,1,3,2,2,0,10,0.471
Process101,2,0,1,3,2,2,1,11,0.529
Process101,2,0,1,3,2,2,2,12,0.401
Process101,2,0,1,3,2,2,3,13,0.484
Process101,2,0,1,3,2,3,0,11,0.473
Process101,2,0,1,3,2,3,1,12,0.342
Process101,2,0,1,3,2,3,2,13,0.377
Process101,2,0,1,3,2,3,3,14,0.444
Process101,2,0,1,3,3,0,0,9,0.615
Process101,2,0,1,3,3,0,1,10,0.246
Process101,2,0,1,3,3,0,2,11,0.344
Process101,2,0,1,3,3,0,3,12,0.469
Process101,2,0,1,3,3,1,0,10,0.357
Process101,2,0,1,3,3,1,1,11,0.419
Process101,2,0,1,3,3,1,2,12,0.34
Process101,2,0,1,3,3,1,3,13,0.33
Process101,2,0,1,3,3,2,0,11,0.454
Process101,2,0,1,3,3,2,1,12,0.391
Process101,2,0,1,3,3,2,2,13,0.444
Process101,2,0,1,3,3,2,3,14,0.448
Process101,2,0,1,3,3,3,0,12,0.434
Process101,2,0,1,3,3,3,1,13,0.348
Process101,2,0,1,3,3,3,2,14,0.339
Process101,2,0,1,3,3,3,3,15,0.308
Process101,2,0,2,0,0,0,0,4,0.44
Process101,2,0,2,0,0,0,1,5,0.454
Process101,2,0,2,0,0,0,2,6,0.552
Process101,2,0,2,0,0,0,3,7,0.565
Process101,2,0,2,0,0,1,0,5,0.6
Process101,2,0,2,0,0,1,1,6,0.418
Process101,2,0,2,0,0,1,2,7,0.493
Process101,2,0,2,0,0,1,3,8,0.494
Process101,2,0,2,0,0,2,0,6,0.49
Process101,2,0,2,0,0,2,1,7,0.596
Process101,2,0,2,0,0,2,2,8,0.52
Process101,2,0,2,0,0,2,3,9,0.414
Process101,2,0,2,0,0,3,0,7,0.348
Process101,2,0,2,0,0,3,1,8,0.398
Process101,2,0,2,0,0,3,2,9,0.417
Process101,2,0,2,0,0,3,3,10,0.374
Process101,2,0,2,0,1,0,0,5,0.629
Process101,2,0,2,0,1,0,1,6,0.469
Process101,2,0,2,0,1,0,2,7,0.598
Process101,2,0,2,0,1,0,3,8,0.416
Process101,2,0,2,0,1,1,0,6,0.444
Process101,2,0,2,0,1,1,1,7,0.395
Process101,2,0,2,0,1,1,2,8,0.463
Process101,2,0,2,0,1,1,3,9,0.438
Process101,2,0,2,0,1,2,0,7,0.518
Process101,2,0,2,0,1,2,1,8,0.416
Process101,2,0,2,0,1,2,2,9,0.416
Process101,2,0,2,0,1,2,3,10,0.395
Process101,2,0,2,0,1,3,0,8,0.478
Process101,2,0,2,0,1,3,1,9,0.41
Process101,2,0,2,0,1,3,2,10,0.418
Process101,2,0,2,0,1,3,3,11,0.395
Process101,2,0,2,0,2,0,0,6,0.412
Process101,2,0,2,0,2,0,1,7,0.319
Process101,2,0,2,0,2,0,2,8,0.467
Process101,2,0,2,0,2,0,3,9,0.422
Process101,2,0,2,0,2,1,0,7,0.638
Process101,2,0,2,0,2,1,1,8,0.521
Process101,2,0,2,0,2,1,2,9,0.469
Process101,2,0,2,0,2,1,3,10,0.552
Process101,2,0,2,0,2,2,0,8,0.36
Process101,2,0,2,0,2,2,1,9,0.599
Process101,2,0,2,0,2,2,2,10,0.408
Process101,2,0,2,0,2,2,3,11,0.152
Process101,2,0,2,0,2,3,0,9,0.459
Process101,2,0,2,0,2,3,1,10,0.45
Process101,2,0,2,0,2,3,2,11,0.333
Process101,2,0,2,0,2,3,3,12,0.348
Process101,2,0,2,0,3,0,0,7,0.423
Process101,2,0,2,0,3,0,1,8,0.562
Process101,2,0,2,0,3,0,2,9,0.391
Process101,2,0,2,0,3,0,3,10,0.367
Process101,2,0,2,0,3,1,0,8,0.506
Process101,2,0,2,0,3,1,1,9,0.477
Process101,2,0,2,0,3,1,2,10,0.503
Process101,2,0,2,0,3,1,3,11,0.435
Process101,2,0,2,0,3,2,0,9,0.426
Process101,2,0,2,0,3,2,1,10,0.388
Process101,2,0,2,0,3,2,2,11,0.441
Process101,2,0,2,0,3,2,3,12,0.474
Process101,2,0,2,0,3,3,0,10,0.317
Process101,2,0,2,0,3,3,1,11,0.534
Process101,2,0,2,0,3,3,2,12,0.395
Process101,2,0,2,0,3,3,3,13,0.432
Process101,2,0,2,1,0,0,0,5,0.507
Process101,2,0,2,1,0,0,1,6,0.52
Process101,2,0,2,1,0,0,2,7,0.472
Process101,2,0,2,1,0,0,3,8,0.522
Process101,2,0,2,1,0,1,0,6,0.606
Process101,2,0,2,1,0,1,1,7,0.579
Process101,2,0,2,1,0,1,2,8,0.574
Process101,2,0,2,1,0,1,3,9,0.528
Process101,2,0,2,1,0,2,0,7,0.466
Process101,2,0,2,1,0,2,1,8,0.483
Process101,2,0,2,1,0,2,2,9,0.53
Process101,2,0,2,1,0,2,3,10,0.353
Process101,2,0,2,1,0,3,0,8,0.472
Process101,2,0,2,1,0,3,1,9,0.412
Process101,2,0,2,1,0,3,2,10,0.405
Process101,2,0,2,1,0,3,3,11,0.427
Process101,2,0,2,1,1,0,0,6,0.455
Process101,2,0,2,1,1,0,1,7,0.448
Process101,2,0,2,1,1,0,2,8,0.441
Process101,2,0,2,1,1,0,3,9,0.492
Process101,2,0,2,1,1,1,0,7,0.422
Process101,2,0,2,1,1,1,1,8,0.384
Process101,2,0,2,1,1,1,2,9,0.276
Process101,2,0,2,1,1,1,3,10,0.463
Process101,2,0,2,1,1,2,0,8,0.252
Process101,2,0,2,1,1,2,1,9,0.525
Process101,2,0,2,1,1,2,2,10,0.49
Process101,2,0,2,1,1,2,3,11,0.367
Process101,2,0,2,1,1,3,0,9,0.551
Process101,2,0,2,1,1,3,1,10,0.324
Process101,2,0,2,1,1,3,2,11,0.592
Process101,2,0,2,1,1,3,3,12,0.388
Process101,2,0,2,1,2,0,0,7,0.566
Process101,2,0,2,1,2,0,1,8,0.521
Process101,2,0,2,1,2,0,2,9,0.449
Process101,2,0,2,1,2,0,3,10,0.168
Process101,2,0,2,1,2,1,0,8,0.272
Process101,2,0,2,1,2,1,1,9,0.574
Process101,2,0,2,1,2,1,2,10,0.497
Process101,2,0,2,1,2,1,3,11,0.41
Process101,2,0,2,1,2,2,0,9,0.432
Process101,2,0,2,1,2,2,1,10,0.334
Process101,2,0,2,1,2,2,2,11,0.608
Process101,2,0,2,1,2,2,3,12,0.358
Process101,2,0,2,1,2,3,0,10,0.442
Process101,2,0,2,1,2,3,1,11,0.534
Process101,2,0,2,1,2,3,2,12,0.526
Process101,2,0,2,1,2,3,3,13,0.439
Process101,2,0,2,1,3,0,0,8,0.398
Process101,2,0,2,1,3,0,1,9,0.643
Process101,2,0,2,1,3,0,2,10,0.392
Process101,2,0,2,1,3,0,3,11,0.411
Process101,2,0,2,1,3,1,0,9,0.589
Process101,2,0,2,1,3,1,1,10,0.467
Process101,2,0,2,1,3,1,2,11,0.524
Process101,2,0,2,1,3,1,3,12,0.442
Process101,2,0,2,1,3,2,0,10,0.653
Process101,2,0,2,1,3,2,1,11,0.438
Process101,2,0,2,1,3,2,2,12,0.475
Process101,2,0,2,1,3,2,3,13,0.425
Process101,2,0,2,1,3,3,0,11,0.474
Process101,2,0,2,1,3,3,1,12,0.4
Process101,2,0,2,1,3,3,2,13,0.402
Process101,2,0,2,1,3,3,3,14,0.352
Process101,2,0,2,2,0,0,0,6,0.557
Process101,2,0,2,2,0,0,1,7,0.394
Process101,2,0,2,2,0,0,2,8,0.612
Process101,2,0,2,2,0,0,3,9,0.451
Process101,2,0,2,2,0,1,0,7,0.438
Process101,2,0,2,2,0,1,1,8,0.389
Process101,2,0,2,2,0,1,2,9,0.573
Process101,2,0,2,2,0,1,3,10,0.563
Process101,2,0,2,2,0,2,0,8,0.568
Process101,2,0,2,2,0,2,1,9,0.485
Process101,2,0,2,2,0,2,2,10,0.364
Process101,2,0,2,2,0,2,3,11,0.417
Process101,2,0,2,2,0,3,0,9,0.367
Process101,2,0,2,2,0,3,1,10,0.467
Process101,2,0,2,2,0,3,2,11,0.442
Process101,2,0,2,2,0,3,3,12,0.388
Process101,2,0,2,2,1,0,0,7,0.633
Process101,2,0,2,2,1,0,1,8,0.503
Process101,2,0,2,2,1,0,2,9,0.409
Process101,2,0,2,2,1,0,3,10,0.492
Process101,2,0,2,2,1,1,0,8,0.405
Process101,2,0,2,2,1,1,1,9,0.528
Process101,2,0,2,2,1,1,2,10,0.507
Process101,2,0,2,2,1,1,3,11,0.435
Process101,2,0,2,2,1,2,0,9,0.483
Process101,2,0,2,2,1,2,1,10,0.324
Process101,2,0,2,2,1,2,2,11,0.354
Process101,2,0,2,2,1,2,3,12,0.468
Process101,2,0,2,2,1,3,0,10,0.392
Process101,2,0,2,2,1,3,1,11,0.337
Process101,2,0,2,2,1,3,2,12,0.437
Process101,2,0,2,2,1,3,3,13,0.345
Process101,2,0,2,2,2,0,0,8,0.537
Process101,2,0,2,2,2,0,1,9,0.533
Process101,2,0,2,2,2,0,2,10,0.41
Process101,2,0,2,2,2,0,3,11,0.35
Process101,2,0,2,2,2,1,0,9,0.466
Process101,2,0,2,2,2,1,1,10,0.406
Process101,2,0,2,2,2,1,2,11,0.412
Process101,2,0,2,2,2,1,3,12,0.373
Process101,2,0,2,2,2,2,0,10,0.496
Process101,2,0,2,2,2,2,1,11,0.47
Process101,2,0,2,2,2,2,2,12,0.442
Process101,2,0,2,2,2,2,3,13,0.518
Process101,2,0,2,2,2,3,0,11,0.448
Process101,2,0,2,2,2,3,1,12,0.511
Process101,2,0,2,2,2,3,2,13,0.392
Process101,2,0,2,2,2,3,3,14,0.31
Process101,2,0,2,2,3,0,0,9,0.618
Process101,2,0,2,2,3,0,1,10,0.492
Process101,2,0,2,2,3,0,2,11,0.449
Process101,2,0,2,2,3,0,3,12,0.373
Process101,2,0,2,2,3,1,0,10,0.466
Process101,2,0,2,2,3,1,1,11,0.498
Process101,2,0,2,2,3,1,2,12,0.411
Process101,2,0,2,2,3,1,3,13,0.367
Process101,2,0,2,2,3,2,0,11,0.442
Process101,2,0,2,2,3,2,1,12,0.227
Process101,2,0,2,2,3,2,2,13,0.499
Process101,2,0,2,2,3,2,3,14,0.249
Process101,2,0,2,2,3,3,0,12,0.239
Process101,2,0,2,2,3,3,1,13,0.418
Process101,2,0,2,2,3,3,2,14,0.366
Process101,2,0,2,2,3,3,3,15,0.36
Process101,2,0,2,3,0,0,0,7,0.619
Process101,2,0,2,3,0,0,1,8,0.632
Process101,2,0,2,3,0,0,2,9,0.45
Process101,2,0,2,3,0,0,3,10,0.485
Process101,2,0,2,3,0,1,0,8,0.45
Process101,2,0,2,3,0,1,1,9,0.509
Process101,2,0,2,3,0,1,2,10,0.393
Process101,2,0,2,3,0,1,3,11,0.463
Process101,2,0,2,3,0,2,0,9,0.421
Process101,2,0,2,3,0,2,1,10,0.373
Process101,2,0,2,3,0,2,2,11,0.527
Process101,2,0,2,3,0,2,3,12,0.432
Process101,2,0,2,3,0,3,0,10,0.461
Process101,2,0,2,3,0,3,1,11,0.417
Process101,2,0,2,3,0,3,2,12,0.417
Process101,2,0,2,3,0,3,3,13,0.33
Process101,2,0,2,3,1,0,0,8,0.411
Process101,2,0,2,3,1,0,1,9,0.251
Process101,2,0,2,3,1,0,2,10,0.39
Process101,2,0,2,3,1,0,3,11,0.47
Process101,2,0,2,3,1,1,0,9,0.445
Process101,2,0,2,3,1,1,1,10,0.44
Process101,2,0,2,3,1,1,2,11,0.591
Process101,2,0,2,3,1,1,3,12,0.474
Process101,2,0,2,3,1,2,0,10,0.513
Process101,2,0,2,3,1,2,1,11,0.563
Process101,2,0,2,3,1,2,2,12,0.216
Process101,2,0,2,3,1,2,3,13,0.295
Process101,2,0,2,3,1,3,0,11,0.612
Process101,2,0,2,3,1,3,1,12,0.533
Process101,2,0,2,3,1,3,2,13,0.355
Process101,2,0,2,3,1,3,3,14,0.419
Process101,2,0,2,3,2,0,0,9,0.545
Process101,2,0,2,3,2,0,1,10,0.423
Process101,2,0,2,3,2,0,2,11,0.442
Process101,2,0,2,3,2,0,3,12,0.492
Process101,2,0,2,3,2,1,0,10,0.386
Process101,2,0,2,3,2,1,1,11,0.297
Process101,2,0,2,3,2,1,2,12,0.48
Process101,2,0,2,3,2,1,3,13,0.463
Process101,2,0,2,3,2,2,0,11,0.405
Process101,2,0,2,3,2,2,1,12,0.417
Process101,2,0,2,3,2,2,2,13,0.36
Process101,2,0,2,3,2,2,3,14,0.458
Process101,2,0,2,3,2,3,0,12,0.215
Process101,2,0,2,3,2,3,1,13,0.484
Process101,2,0,2,3,2,3,2,14,0.399
Process101,2,0,2,3,2,3,3,15,0.41
Process101,2,0,2,3,3,0,0,10,0.319
Process101,2,0,2,3,3,0,1,11,0.329
Process101,2,0,2,3,3,0,2,12,0.457
Process101,2,0,2,3,3,0,3,13,0.385
Process101,2,0,2,3,3,1,0,11,0.308
Process101,2,0,2,3,3,1,1,12,0.385
Process101,2,0,2,3,3,1,2,13,0.51
Process101,2,0,2,3,3,1,3,14,0.31
Process101,2,0,2,3,3,2,0,12,0.395
Process101,2,0,2,3,3,2,1,13,0.378
Process101,2,0,2,3,3,2,2,14,0.28
Process101,2,0,2,3,3,2,3,15,0.389
Process101,2,0,2,3,3,3,0,13,0.43
Process101,2,0,2,3,3,3,1,14,0.481
Process101,2,0,2,3,3,3,2,15,0.316
Process101,2,0,2,3,3,3,3,16,0.405
Process101,2,0,3,0,0,0,0,5,0.437
Process101,2,0,3,0,0,0,1,6,0.416
Process101,2,0,3,0,0,0,2,7,0.507
Process101,2,0,3,0,0,0,3,8,0.48
Process101,2,0,3,0,0,1,0,6,0.564
Process101,2,0,3,0,0,1,1,7,0.552
Process101,2,0,3,0,0,1,2,8,0.439
Process101,2,0,3,0,0,1,3,9,0.544
Process101,2,0,3,0,0,2,0,7,0.456
Process101,2,0,3,0,0,2,1,8,0.602
Process101,2,0,3,0,0,2,2,9,0.466
Process101,2,0,3,0,0,2,3,10,0.47
Process101,2,0,3,0,0,3,0,8,0.483
Process101,2,0,3,0,0,3,1,9,0.319
Process101,2,0,3,0,0,3,2,10,0.575
Process101,2,0,3,0,0,3,3,11,0.436
Process101,2,0,3,0,1,0,0,6,0.455
Process101,2,0,3,0,1,0,1,7,0.411
Process101,2,0,3,0,1,0,2,8,0.436
Process101,2,0,3,0,1,0,3,9,0.437
Process101,2,0,3,0,1,1,0,7,0.499
Process101,2,0,3,0,1,1,1,8,0.497
Process101,2,0,3,0,1,1,2,9,0.44
Process101,2,0,3,0,1,1,3,10,0.497
Process101,2,0,3,0,1,2,0,8,0.314
Process101,2,0,3,0,1,2,1,9,0.634
Process101,2,0,3,0,1,2,2,10,0.522
Process101,2,0,3,0,1,2,3,11,0.539
Process101,2,0,3,0,1,3,0,9,0.565
Process101,2,0,3,0,1,3,1,10,0.523
Process101,2,0,3,0,1,3,2,11,0.384
Process101,2,0,3,0,1,3,3,12,0.445
Process101,2,0,3,0,2,0,0,7,0.439
Process101,2,0,3,0,2,0,1,8,0.564
Process101,2,0,3,0,2,0,2,9,0.522
Process101,2,0,3,0,2,0,3,10,0.278
Process101,2,0,3,0,2,1,0,8,0.457
Process101,2,0,3,0,2,1,1,9,0.388
Process101,2,0,3,0,2,1,2,10,0.466
Process101,2,0,3,0,2,1,3,11,0.409
Process101,2,0,3,0,2,2,0,9,0.485
Process101,2,0,3,0,2,2,1,10,0.363
Process101,2,0,3,0,2,2,2,11,0.473
Process101,2,0,3,0,2,2,3,12,0.371
Process101,2,0,3,0,2,3,0,10,0.445
Process101,2,0,3,0,2,3,1,11,0.343
Process101,2,0,3,0,2,3,2,12,0.526
Process101,2,0,3,0,2,3,3,13,0.481
Process101,2,0,3,0,3,0,0,8,0.618
Process101,2,0,3,0,3,0,1,9,0.295
Process101,2,0,3,0,3,0,2,10,0.544
Process101,2,0,3,0,3,0,3,11,0.51
Process101,2,0,3,0,3,1,0,9,0.483
Process101,2,0,3,0,3,1,1,10,0.554
Process101,2,0,3,0,3,1,2,11,0.562
Process101,2,0,3,0,3,1,3,12,0.322
Process101,2,0,3,0,3,2,0,10,0.444
Process101,2,0,3,0,3,2,1,11,0.396
Process101,2,0,3,0,3,2,2,12,0.361
Process101,2,0,3,0,3,2,3,13,0.289
Process101,2,0,3,0,3,3,0,11,0.482
Process101,2,0,3,0,3,3,1,12,0.425
Process101,2,0,3,0,3,3,2,13,0.313
Process101,2,0,3,0,3,3,3,14,0.394
Process101,2,0,3,1,0,0,0,6,0.411
Process101,2,0,3,1,0,0,1,7,0.538
Process101,2,0,3,1,0,0,2,8,0.44
Process101,2,0,3,1,0,0,3,9,0.531
Process101,2,0,3,1,0,1,0,7,0.458
Process101,2,0,3,1,0,1,1,8,0.422
Process101,2,0,3,1,0,1,2,9,0.622
Process101,2,0,3,1,0,1,3,10,0.468
Process101,2,0,3,1,0,2,0,8,0.569
Process101,2,0,3,1,0,2,1,9,0.445
Process101,2,0,3,1,0,2,2,10,0.532
Process101,2,0,3,1,0,2,3,11,0.475
Process101,2,0,3,1,0,3,0,9,0.455
Process101,2,0,3,1,0,3,1,10,0.499
