model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,GED,,
Process101,1,1,0,3,0,2,3,10,0.464
Process101,1,1,0,3,0,3,0,8,0.568
Process101,1,1,0,3,0,3,1,9,0.41
Process101,1,1,0,3,0,3,2,10,0.399
Process101,1,1,0,3,0,3,3,11,0.424
Process101,1,1,0,3,1,0,0,6,0.519
Process101,1,1,0,3,1,0,1,7,0.537
Process101,1,1,0,3,1,0,2,8,0.499
Process101,1,1,0,3,1,0,3,9,0.494
Process101,1,1,0,3,1,1,0,7,0.551
Process101,1,1,0,3,1,1,1,8,0.482
Process101,1,1,0,3,1,1,2,9,0.599
Process101,1,1,0,3,1,1,3,10,0.482
Process101,1,1,0,3,1,2,0,8,0.63
Process101,1,1,0,3,1,2,1,9,0.433
Process101,1,1,0,3,1,2,2,10,0.505
Process101,1,1,0,3,1,2,3,11,0.535
Process101,1,1,0,3,1,3,0,9,0.549
Process101,1,1,0,3,1,3,1,10,0.494
Process101,1,1,0,3,1,3,2,11,0.464
Process101,1,1,0,3,1,3,3,12,0.307
Process101,1,1,0,3,2,0,0,7,0.614
Process101,1,1,0,3,2,0,1,8,0.537
Process101,1,1,0,3,2,0,2,9,0.562
Process101,1,1,0,3,2,0,3,10,0.402
Process101,1,1,0,3,2,1,0,8,0.451
Process101,1,1,0,3,2,1,1,9,0.537
Process101,1,1,0,3,2,1,2,10,0.497
Process101,1,1,0,3,2,1,3,11,0.352
Process101,1,1,0,3,2,2,0,9,0.56
Process101,1,1,0,3,2,2,1,10,0.517
Process101,1,1,0,3,2,2,2,11,0.556
Process101,1,1,0,3,2,2,3,12,0.409
Process101,1,1,0,3,2,3,0,10,0.524
Process101,1,1,0,3,2,3,1,11,0.5
Process101,1,1,0,3,2,3,2,12,0.44
Process101,1,1,0,3,2,3,3,13,0.429
Process101,1,1,0,3,3,0,0,8,0.604
Process101,1,1,0,3,3,0,1,9,0.505
Process101,1,1,0,3,3,0,2,10,0.441
Process101,1,1,0,3,3,0,3,11,0.199
Process101,1,1,0,3,3,1,0,9,0.633
Process101,1,1,0,3,3,1,1,10,0.516
Process101,1,1,0,3,3,1,2,11,0.418
Process101,1,1,0,3,3,1,3,12,0.302
Process101,1,1,0,3,3,2,0,10,0.373
Process101,1,1,0,3,3,2,1,11,0.38
Process101,1,1,0,3,3,2,2,12,0.29
Process101,1,1,0,3,3,2,3,13,0.318
Process101,1,1,0,3,3,3,0,11,0.554
Process101,1,1,0,3,3,3,1,12,0.456
Process101,1,1,0,3,3,3,2,13,0.326
Process101,1,1,0,3,3,3,3,14,0.348
Process101,1,1,1,0,0,0,0,3,0.634
Process101,1,1,1,0,0,0,1,4,0.529
Process101,1,1,1,0,0,0,2,5,0.59
Process101,1,1,1,0,0,0,3,6,0.576
Process101,1,1,1,0,0,1,0,4,0.662
Process101,1,1,1,0,0,1,1,5,0.603
Process101,1,1,1,0,0,1,2,6,0.576
Process101,1,1,1,0,0,1,3,7,0.568
Process101,1,1,1,0,0,2,0,5,0.66
Process101,1,1,1,0,0,2,1,6,0.476
Process101,1,1,1,0,0,2,2,7,0.606
Process101,1,1,1,0,0,2,3,8,0.428
Process101,1,1,1,0,0,3,0,6,0.561
Process101,1,1,1,0,0,3,1,7,0.479
Process101,1,1,1,0,0,3,2,8,0.469
Process101,1,1,1,0,0,3,3,9,0.39
Process101,1,1,1,0,1,0,0,4,0.528
Process101,1,1,1,0,1,0,1,5,0.669
Process101,1,1,1,0,1,0,2,6,0.398
Process101,1,1,1,0,1,0,3,7,0.55
Process101,1,1,1,0,1,1,0,5,0.685
Process101,1,1,1,0,1,1,1,6,0.426
Process101,1,1,1,0,1,1,2,7,0.531
Process101,1,1,1,0,1,1,3,8,0.438
Process101,1,1,1,0,1,2,0,6,0.668
Process101,1,1,1,0,1,2,1,7,0.431
Process101,1,1,1,0,1,2,2,8,0.47
Process101,1,1,1,0,1,2,3,9,0.372
Process101,1,1,1,0,1,3,0,7,0.597
Process101,1,1,1,0,1,3,1,8,0.524
Process101,1,1,1,0,1,3,2,9,0.543
Process101,1,1,1,0,1,3,3,10,0.309
Process101,1,1,1,0,2,0,0,5,0.62
Process101,1,1,1,0,2,0,1,6,0.543
Process101,1,1,1,0,2,0,2,7,0.512
Process101,1,1,1,0,2,0,3,8,0.584
Process101,1,1,1,0,2,1,0,6,0.471
Process101,1,1,1,0,2,1,1,7,0.42
Process101,1,1,1,0,2,1,2,8,0.427
Process101,1,1,1,0,2,1,3,9,0.566
Process101,1,1,1,0,2,2,0,7,0.46
Process101,1,1,1,0,2,2,1,8,0.511
Process101,1,1,1,0,2,2,2,9,0.563
Process101,1,1,1,0,2,2,3,10,0.425
Process101,1,1,1,0,2,3,0,8,0.644
Process101,1,1,1,0,2,3,1,9,0.564
Process101,1,1,1,0,2,3,2,10,0.452
Process101,1,1,1,0,2,3,3,11,0.434
Process101,1,1,1,0,3,0,0,6,0.585
Process101,1,1,1,0,3,0,1,7,0.33
Process101,1,1,1,0,3,0,2,8,0.581
Process101,1,1,1,0,3,0,3,9,0.439
Process101,1,1,1,0,3,1,0,7,0.43
Process101,1,1,1,0,3,1,1,8,0.432
Process101,1,1,1,0,3,1,2,9,0.587
Process101,1,1,1,0,3,1,3,10,0.52
Process101,1,1,1,0,3,2,0,8,0.435
Process101,1,1,1,0,3,2,1,9,0.264
Process101,1,1,1,0,3,2,2,10,0.333
Process101,1,1,1,0,3,2,3,11,0.455
Process101,1,1,1,0,3,3,0,9,0.685
Process101,1,1,1,0,3,3,1,10,0.536
Process101,1,1,1,0,3,3,2,11,0.359
Process101,1,1,1,0,3,3,3,12,0.355
Process101,1,1,1,1,0,0,0,4,0.646
Process101,1,1,1,1,0,0,1,5,0.631
Process101,1,1,1,1,0,0,2,6,0.52
Process101,1,1,1,1,0,0,3,7,0.515
Process101,1,1,1,1,0,1,0,5,0.513
Process101,1,1,1,1,0,1,1,6,0.586
Process101,1,1,1,1,0,1,2,7,0.556
Process101,1,1,1,1,0,1,3,8,0.521
Process101,1,1,1,1,0,2,0,6,0.428
Process101,1,1,1,1,0,2,1,7,0.437
Process101,1,1,1,1,0,2,2,8,0.431
Process101,1,1,1,1,0,2,3,9,0.505
Process101,1,1,1,1,0,3,0,7,0.642
Process101,1,1,1,1,0,3,1,8,0.411
Process101,1,1,1,1,0,3,2,9,0.446
Process101,1,1,1,1,0,3,3,10,0.562
Process101,1,1,1,1,1,0,0,5,0.633
Process101,1,1,1,1,1,0,1,6,0.401
Process101,1,1,1,1,1,0,2,7,0.54
Process101,1,1,1,1,1,0,3,8,0.522
Process101,1,1,1,1,1,1,0,6,0.673
Process101,1,1,1,1,1,1,1,7,0.544
Process101,1,1,1,1,1,1,2,8,0.5
Process101,1,1,1,1,1,1,3,9,0.42
Process101,1,1,1,1,1,2,0,7,0.557
Process101,1,1,1,1,1,2,1,8,0.557
Process101,1,1,1,1,1,2,2,9,0.51
Process101,1,1,1,1,1,2,3,10,0.446
Process101,1,1,1,1,1,3,0,8,0.475
Process101,1,1,1,1,1,3,1,9,0.399
Process101,1,1,1,1,1,3,2,10,0.456
Process101,1,1,1,1,1,3,3,11,0.468
Process101,1,1,1,1,2,0,0,6,0.534
Process101,1,1,1,1,2,0,1,7,0.291
Process101,1,1,1,1,2,0,2,8,0.545
Process101,1,1,1,1,2,0,3,9,0.598
Process101,1,1,1,1,2,1,0,7,0.584
Process101,1,1,1,1,2,1,1,8,0.48
Process101,1,1,1,1,2,1,2,9,0.568
Process101,1,1,1,1,2,1,3,10,0.425
Process101,1,1,1,1,2,2,0,8,0.463
Process101,1,1,1,1,2,2,1,9,0.524
Process101,1,1,1,1,2,2,2,10,0.537
Process101,1,1,1,1,2,2,3,11,0.35
Process101,1,1,1,1,2,3,0,9,0.575
Process101,1,1,1,1,2,3,1,10,0.418
Process101,1,1,1,1,2,3,2,11,0.365
Process101,1,1,1,1,2,3,3,12,0.401
Process101,1,1,1,1,3,0,0,7,0.525
Process101,1,1,1,1,3,0,1,8,0.61
Process101,1,1,1,1,3,0,2,9,0.453
Process101,1,1,1,1,3,0,3,10,0.342
Process101,1,1,1,1,3,1,0,8,0.446
Process101,1,1,1,1,3,1,1,9,0.508
Process101,1,1,1,1,3,1,2,10,0.22
Process101,1,1,1,1,3,1,3,11,0.416
Process101,1,1,1,1,3,2,0,9,0.441
Process101,1,1,1,1,3,2,1,10,0.438
Process101,1,1,1,1,3,2,2,11,0.451
Process101,1,1,1,1,3,2,3,12,0.447
Process101,1,1,1,1,3,3,0,10,0.593
Process101,1,1,1,1,3,3,1,11,0.439
Process101,1,1,1,1,3,3,2,12,0.349
Process101,1,1,1,1,3,3,3,13,0.381
Process101,1,1,1,2,0,0,0,5,0.443
Process101,1,1,1,2,0,0,1,6,0.571
Process101,1,1,1,2,0,0,2,7,0.557
Process101,1,1,1,2,0,0,3,8,0.43
Process101,1,1,1,2,0,1,0,6,0.564
Process101,1,1,1,2,0,1,1,7,0.543
Process101,1,1,1,2,0,1,2,8,0.436
Process101,1,1,1,2,0,1,3,9,0.334
Process101,1,1,1,2,0,2,0,7,0.559
Process101,1,1,1,2,0,2,1,8,0.529
Process101,1,1,1,2,0,2,2,9,0.534
Process101,1,1,1,2,0,2,3,10,0.466
Process101,1,1,1,2,0,3,0,8,0.497
Process101,1,1,1,2,0,3,1,9,0.447
Process101,1,1,1,2,0,3,2,10,0.414
Process101,1,1,1,2,0,3,3,11,0.428
Process101,1,1,1,2,1,0,0,6,0.529
Process101,1,1,1,2,1,0,1,7,0.478
Process101,1,1,1,2,1,0,2,8,0.531
Process101,1,1,1,2,1,0,3,9,0.471
Process101,1,1,1,2,1,1,0,7,0.55
Process101,1,1,1,2,1,1,1,8,0.475
Process101,1,1,1,2,1,1,2,9,0.473
Process101,1,1,1,2,1,1,3,10,0.324
Process101,1,1,1,2,1,2,0,8,0.423
Process101,1,1,1,2,1,2,1,9,0.508
Process101,1,1,1,2,1,2,2,10,0.432
Process101,1,1,1,2,1,2,3,11,0.347
Process101,1,1,1,2,1,3,0,9,0.409
Process101,1,1,1,2,1,3,1,10,0.334
Process101,1,1,1,2,1,3,2,11,0.399
Process101,1,1,1,2,1,3,3,12,0.383
Process101,1,1,1,2,2,0,0,7,0.587
Process101,1,1,1,2,2,0,1,8,0.466
Process101,1,1,1,2,2,0,2,9,0.466
Process101,1,1,1,2,2,0,3,10,0.452
Process101,1,1,1,2,2,1,0,8,0.471
Process101,1,1,1,2,2,1,1,9,0.485
Process101,1,1,1,2,2,1,2,10,0.333
Process101,1,1,1,2,2,1,3,11,0.271
Process101,1,1,1,2,2,2,0,9,0.502
Process101,1,1,1,2,2,2,1,10,0.238
Process101,1,1,1,2,2,2,2,11,0.454
Process101,1,1,1,2,2,2,3,12,0.229
Process101,1,1,1,2,2,3,0,10,0.398
Process101,1,1,1,2,2,3,1,11,0.449
Process101,1,1,1,2,2,3,2,12,0.361
Process101,1,1,1,2,2,3,3,13,0.475
Process101,1,1,1,2,3,0,0,8,0.208
Process101,1,1,1,2,3,0,1,9,0.502
Process101,1,1,1,2,3,0,2,10,0.343
Process101,1,1,1,2,3,0,3,11,0.454
Process101,1,1,1,2,3,1,0,9,0.461
Process101,1,1,1,2,3,1,1,10,0.535
Process101,1,1,1,2,3,1,2,11,0.341
Process101,1,1,1,2,3,1,3,12,0.383
Process101,1,1,1,2,3,2,0,10,0.607
Process101,1,1,1,2,3,2,1,11,0.603
Process101,1,1,1,2,3,2,2,12,0.36
Process101,1,1,1,2,3,2,3,13,0.352
Process101,1,1,1,2,3,3,0,11,0.554
Process101,1,1,1,2,3,3,1,12,0.266
Process101,1,1,1,2,3,3,2,13,0.434
Process101,1,1,1,2,3,3,3,14,0.325
Process101,1,1,1,3,0,0,0,6,0.407
Process101,1,1,1,3,0,0,1,7,0.436
Process101,1,1,1,3,0,0,2,8,0.5
Process101,1,1,1,3,0,0,3,9,0.524
Process101,1,1,1,3,0,1,0,7,0.397
Process101,1,1,1,3,0,1,1,8,0.603
Process101,1,1,1,3,0,1,2,9,0.452
Process101,1,1,1,3,0,1,3,10,0.485
Process101,1,1,1,3,0,2,0,8,0.533
Process101,1,1,1,3,0,2,1,9,0.278
Process101,1,1,1,3,0,2,2,10,0.563
Process101,1,1,1,3,0,2,3,11,0.394
Process101,1,1,1,3,0,3,0,9,0.573
Process101,1,1,1,3,0,3,1,10,0.527
Process101,1,1,1,3,0,3,2,11,0.41
Process101,1,1,1,3,0,3,3,12,0.475
Process101,1,1,1,3,1,0,0,7,0.458
Process101,1,1,1,3,1,0,1,8,0.457
Process101,1,1,1,3,1,0,2,9,0.581
Process101,1,1,1,3,1,0,3,10,0.453
Process101,1,1,1,3,1,1,0,8,0.526
Process101,1,1,1,3,1,1,1,9,0.609
Process101,1,1,1,3,1,1,2,10,0.52
Process101,1,1,1,3,1,1,3,11,0.506
Process101,1,1,1,3,1,2,0,9,0.535
Process101,1,1,1,3,1,2,1,10,0.43
Process101,1,1,1,3,1,2,2,11,0.467
Process101,1,1,1,3,1,2,3,12,0.377
Process101,1,1,1,3,1,3,0,10,0.423
Process101,1,1,1,3,1,3,1,11,0.324
Process101,1,1,1,3,1,3,2,12,0.447
Process101,1,1,1,3,1,3,3,13,0.412
Process101,1,1,1,3,2,0,0,8,0.593
Process101,1,1,1,3,2,0,1,9,0.555
Process101,1,1,1,3,2,0,2,10,0.346
Process101,1,1,1,3,2,0,3,11,0.501
Process101,1,1,1,3,2,1,0,9,0.509
Process101,1,1,1,3,2,1,1,10,0.452
Process101,1,1,1,3,2,1,2,11,0.418
Process101,1,1,1,3,2,1,3,12,0.524
Process101,1,1,1,3,2,2,0,10,0.53
Process101,1,1,1,3,2,2,1,11,0.432
Process101,1,1,1,3,2,2,2,12,0.527
Process101,1,1,1,3,2,2,3,13,0.484
Process101,1,1,1,3,2,3,0,11,0.37
Process101,1,1,1,3,2,3,1,12,0.147
Process101,1,1,1,3,2,3,2,13,0.447
Process101,1,1,1,3,2,3,3,14,0.519
Process101,1,1,1,3,3,0,0,9,0.439
Process101,1,1,1,3,3,0,1,10,0.341
Process101,1,1,1,3,3,0,2,11,0.386
Process101,1,1,1,3,3,0,3,12,0.347
Process101,1,1,1,3,3,1,0,10,0.503
Process101,1,1,1,3,3,1,1,11,0.334
Process101,1,1,1,3,3,1,2,12,0.532
Process101,1,1,1,3,3,1,3,13,0.507
Process101,1,1,1,3,3,2,0,11,0.625
Process101,1,1,1,3,3,2,1,12,0.471
Process101,1,1,1,3,3,2,2,13,0.497
Process101,1,1,1,3,3,2,3,14,0.315
Process101,1,1,1,3,3,3,0,12,0.33
Process101,1,1,1,3,3,3,1,13,0.432
Process101,1,1,1,3,3,3,2,14,0.508
Process101,1,1,1,3,3,3,3,15,0.409
Process101,1,1,2,0,0,0,0,4,0.633
Process101,1,1,2,0,0,0,1,5,0.576
Process101,1,1,2,0,0,0,2,6,0.592
Process101,1,1,2,0,0,0,3,7,0.546
Process101,1,1,2,0,0,1,0,5,0.44
Process101,1,1,2,0,0,1,1,6,0.615
Process101,1,1,2,0,0,1,2,7,0.345
Process101,1,1,2,0,0,1,3,8,0.445
Process101,1,1,2,0,0,2,0,6,0.467
Process101,1,1,2,0,0,2,1,7,0.522
Process101,1,1,2,0,0,2,2,8,0.418
Process101,1,1,2,0,0,2,3,9,0.455
Process101,1,1,2,0,0,3,0,7,0.624
Process101,1,1,2,0,0,3,1,8,0.375
Process101,1,1,2,0,0,3,2,9,0.636
Process101,1,1,2,0,0,3,3,10,0.56
Process101,1,1,2,0,1,0,0,5,0.668
Process101,1,1,2,0,1,0,1,6,0.36
Process101,1,1,2,0,1,0,2,7,0.561
Process101,1,1,2,0,1,0,3,8,0.581
Process101,1,1,2,0,1,1,0,6,0.297
Process101,1,1,2,0,1,1,1,7,0.413
Process101,1,1,2,0,1,1,2,8,0.506
Process101,1,1,2,0,1,1,3,9,0.502
Process101,1,1,2,0,1,2,0,7,0.512
Process101,1,1,2,0,1,2,1,8,0.442
Process101,1,1,2,0,1,2,2,9,0.515
Process101,1,1,2,0,1,2,3,10,0.425
Process101,1,1,2,0,1,3,0,8,0.565
Process101,1,1,2,0,1,3,1,9,0.409
Process101,1,1,2,0,1,3,2,10,0.503
Process101,1,1,2,0,1,3,3,11,0.402
Process101,1,1,2,0,2,0,0,6,0.578
Process101,1,1,2,0,2,0,1,7,0.49
Process101,1,1,2,0,2,0,2,8,0.302
Process101,1,1,2,0,2,0,3,9,0.53
Process101,1,1,2,0,2,1,0,7,0.542
Process101,1,1,2,0,2,1,1,8,0.494
Process101,1,1,2,0,2,1,2,9,0.217
Process101,1,1,2,0,2,1,3,10,0.539
Process101,1,1,2,0,2,2,0,8,0.549
Process101,1,1,2,0,2,2,1,9,0.499
Process101,1,1,2,0,2,2,2,10,0.427
Process101,1,1,2,0,2,2,3,11,0.388
Process101,1,1,2,0,2,3,0,9,0.63
Process101,1,1,2,0,2,3,1,10,0.48
Process101,1,1,2,0,2,3,2,11,0.443
Process101,1,1,2,0,2,3,3,12,0.361
Process101,1,1,2,0,3,0,0,7,0.657
Process101,1,1,2,0,3,0,1,8,0.417
Process101,1,1,2,0,3,0,2,9,0.49
Process101,1,1,2,0,3,0,3,10,0.511
Process101,1,1,2,0,3,1,0,8,0.538
Process101,1,1,2,0,3,1,1,9,0.492
Process101,1,1,2,0,3,1,2,10,0.512
Process101,1,1,2,0,3,1,3,11,0.35
Process101,1,1,2,0,3,2,0,9,0.29
Process101,1,1,2,0,3,2,1,10,0.454
Process101,1,1,2,0,3,2,2,11,0.401
Process101,1,1,2,0,3,2,3,12,0.342
Process101,1,1,2,0,3,3,0,10,0.344
Process101,1,1,2,0,3,3,1,11,0.545
Process101,1,1,2,0,3,3,2,12,0.409
Process101,1,1,2,0,3,3,3,13,0.436
Process101,1,1,2,1,0,0,0,5,0.559
Process101,1,1,2,1,0,0,1,6,0.452
Process101,1,1,2,1,0,0,2,7,0.532
Process101,1,1,2,1,0,0,3,8,0.502
Process101,1,1,2,1,0,1,0,6,0.371
Process101,1,1,2,1,0,1,1,7,0.524
Process101,1,1,2,1,0,1,2,8,0.432
Process101,1,1,2,1,0,1,3,9,0.42
Process101,1,1,2,1,0,2,0,7,0.659
Process101,1,1,2,1,0,2,1,8,0.449
Process101,1,1,2,1,0,2,2,9,0.437
Process101,1,1,2,1,0,2,3,10,0.392
Process101,1,1,2,1,0,3,0,8,0.442
Process101,1,1,2,1,0,3,1,9,0.394
Process101,1,1,2,1,0,3,2,10,0.42
Process101,1,1,2,1,0,3,3,11,0.328
Process101,1,1,2,1,1,0,0,6,0.451
Process101,1,1,2,1,1,0,1,7,0.457
Process101,1,1,2,1,1,0,2,8,0.444
Process101,1,1,2,1,1,0,3,9,0.494
Process101,1,1,2,1,1,1,0,7,0.628
Process101,1,1,2,1,1,1,1,8,0.354
Process101,1,1,2,1,1,1,2,9,0.434
Process101,1,1,2,1,1,1,3,10,0.503
Process101,1,1,2,1,1,2,0,8,0.387
Process101,1,1,2,1,1,2,1,9,0.479
Process101,1,1,2,1,1,2,2,10,0.497
Process101,1,1,2,1,1,2,3,11,0.368
Process101,1,1,2,1,1,3,0,9,0.49
Process101,1,1,2,1,1,3,1,10,0.4
Process101,1,1,2,1,1,3,2,11,0.55
Process101,1,1,2,1,1,3,3,12,0.351
Process101,1,1,2,1,2,0,0,7,0.656
Process101,1,1,2,1,2,0,1,8,0.581
Process101,1,1,2,1,2,0,2,9,0.492
Process101,1,1,2,1,2,0,3,10,0.296
Process101,1,1,2,1,2,1,0,8,0.632
Process101,1,1,2,1,2,1,1,9,0.526
Process101,1,1,2,1,2,1,2,10,0.396
Process101,1,1,2,1,2,1,3,11,0.387
Process101,1,1,2,1,2,2,0,9,0.447
Process101,1,1,2,1,2,2,1,10,0.385
Process101,1,1,2,1,2,2,2,11,0.507
Process101,1,1,2,1,2,2,3,12,0.397
Process101,1,1,2,1,2,3,0,10,0.502
Process101,1,1,2,1,2,3,1,11,0.46
Process101,1,1,2,1,2,3,2,12,0.271
Process101,1,1,2,1,2,3,3,13,0.45
Process101,1,1,2,1,3,0,0,8,0.186
Process101,1,1,2,1,3,0,1,9,0.49
Process101,1,1,2,1,3,0,2,10,0.505
Process101,1,1,2,1,3,0,3,11,0.442
Process101,1,1,2,1,3,1,0,9,0.29
Process101,1,1,2,1,3,1,1,10,0.476
Process101,1,1,2,1,3,1,2,11,0.317
Process101,1,1,2,1,3,1,3,12,0.502
Process101,1,1,2,1,3,2,0,10,0.422
Process101,1,1,2,1,3,2,1,11,0.54
Process101,1,1,2,1,3,2,2,12,0.372
Process101,1,1,2,1,3,2,3,13,0.54
Process101,1,1,2,1,3,3,0,11,0.36
Process101,1,1,2,1,3,3,1,12,0.427
Process101,1,1,2,1,3,3,2,13,0.279
Process101,1,1,2,1,3,3,3,14,0.445
Process101,1,1,2,2,0,0,0,6,0.511
Process101,1,1,2,2,0,0,1,7,0.65
Process101,1,1,2,2,0,0,2,8,0.546
Process101,1,1,2,2,0,0,3,9,0.412
Process101,1,1,2,2,0,1,0,7,0.503
Process101,1,1,2,2,0,1,1,8,0.457
Process101,1,1,2,2,0,1,2,9,0.351
Process101,1,1,2,2,0,1,3,10,0.502
Process101,1,1,2,2,0,2,0,8,0.414
Process101,1,1,2,2,0,2,1,9,0.555
Process101,1,1,2,2,0,2,2,10,0.381
Process101,1,1,2,2,0,2,3,11,0.427
Process101,1,1,2,2,0,3,0,9,0.433
Process101,1,1,2,2,0,3,1,10,0.551
Process101,1,1,2,2,0,3,2,11,0.405
Process101,1,1,2,2,0,3,3,12,0.45
Process101,1,1,2,2,1,0,0,7,0.609
Process101,1,1,2,2,1,0,1,8,0.439
Process101,1,1,2,2,1,0,2,9,0.447
Process101,1,1,2,2,1,0,3,10,0.423
Process101,1,1,2,2,1,1,0,8,0.438
Process101,1,1,2,2,1,1,1,9,0.397
Process101,1,1,2,2,1,1,2,10,0.507
Process101,1,1,2,2,1,1,3,11,0.388
Process101,1,1,2,2,1,2,0,9,0.611
Process101,1,1,2,2,1,2,1,10,0.459
Process101,1,1,2,2,1,2,2,11,0.529
Process101,1,1,2,2,1,2,3,12,0.386
Process101,1,1,2,2,1,3,0,10,0.347
Process101,1,1,2,2,1,3,1,11,0.507
Process101,1,1,2,2,1,3,2,12,0.515
Process101,1,1,2,2,1,3,3,13,0.417
Process101,1,1,2,2,2,0,0,8,0.381
Process101,1,1,2,2,2,0,1,9,0.509
Process101,1,1,2,2,2,0,2,10,0.582
Process101,1,1,2,2,2,0,3,11,0.467
Process101,1,1,2,2,2,1,0,9,0.583
Process101,1,1,2,2,2,1,1,10,0.449
Process101,1,1,2,2,2,1,2,11,0.577
Process101,1,1,2,2,2,1,3,12,0.395
Process101,1,1,2,2,2,2,0,10,0.41
Process101,1,1,2,2,2,2,1,11,0.538
Process101,1,1,2,2,2,2,2,12,0.494
Process101,1,1,2,2,2,2,3,13,0.351
Process101,1,1,2,2,2,3,0,11,0.364
Process101,1,1,2,2,2,3,1,12,0.549
Process101,1,1,2,2,2,3,2,13,0.584
Process101,1,1,2,2,2,3,3,14,0.372
Process101,1,1,2,2,3,0,0,9,0.536
Process101,1,1,2,2,3,0,1,10,0.518
Process101,1,1,2,2,3,0,2,11,0.265
Process101,1,1,2,2,3,0,3,12,0.452
Process101,1,1,2,2,3,1,0,10,0.583
Process101,1,1,2,2,3,1,1,11,0.433
Process101,1,1,2,2,3,1,2,12,0.57
Process101,1,1,2,2,3,1,3,13,0.407
Process101,1,1,2,2,3,2,0,11,0.411
Process101,1,1,2,2,3,2,1,12,0.408
Process101,1,1,2,2,3,2,2,13,0.506
Process101,1,1,2,2,3,2,3,14,0.315
Process101,1,1,2,2,3,3,0,12,0.579
Process101,1,1,2,2,3,3,1,13,0.406
Process101,1,1,2,2,3,3,2,14,0.397
Process101,1,1,2,2,3,3,3,15,0.413
Process101,1,1,2,3,0,0,0,7,0.479
Process101,1,1,2,3,0,0,1,8,0.634
Process101,1,1,2,3,0,0,2,9,0.51
Process101,1,1,2,3,0,0,3,10,0.363
Process101,1,1,2,3,0,1,0,8,0.374
Process101,1,1,2,3,0,1,1,9,0.344
Process101,1,1,2,3,0,1,2,10,0.466
Process101,1,1,2,3,0,1,3,11,0.421
Process101,1,1,2,3,0,2,0,9,0.48
Process101,1,1,2,3,0,2,1,10,0.512
Process101,1,1,2,3,0,2,2,11,0.44
Process101,1,1,2,3,0,2,3,12,0.365
Process101,1,1,2,3,0,3,0,10,0.516
Process101,1,1,2,3,0,3,1,11,0.347
Process101,1,1,2,3,0,3,2,12,0.376
Process101,1,1,2,3,0,3,3,13,0.328
Process101,1,1,2,3,1,0,0,8,0.44
Process101,1,1,2,3,1,0,1,9,0.428
Process101,1,1,2,3,1,0,2,10,0.361
Process101,1,1,2,3,1,0,3,11,0.464
Process101,1,1,2,3,1,1,0,9,0.52
Process101,1,1,2,3,1,1,1,10,0.246
Process101,1,1,2,3,1,1,2,11,0.549
Process101,1,1,2,3,1,1,3,12,0.368
Process101,1,1,2,3,1,2,0,10,0.461
Process101,1,1,2,3,1,2,1,11,0.43
Process101,1,1,2,3,1,2,2,12,0.366
Process101,1,1,2,3,1,2,3,13,0.554
Process101,1,1,2,3,1,3,0,11,0.485
Process101,1,1,2,3,1,3,1,12,0.287
Process101,1,1,2,3,1,3,2,13,0.385
Process101,1,1,2,3,1,3,3,14,0.415
Process101,1,1,2,3,2,0,0,9,0.339
Process101,1,1,2,3,2,0,1,10,0.331
Process101,1,1,2,3,2,0,2,11,0.419
Process101,1,1,2,3,2,0,3,12,0.387
Process101,1,1,2,3,2,1,0,10,0.495
Process101,1,1,2,3,2,1,1,11,0.47
Process101,1,1,2,3,2,1,2,12,0.263
Process101,1,1,2,3,2,1,3,13,0.339
Process101,1,1,2,3,2,2,0,11,0.314
Process101,1,1,2,3,2,2,1,12,0.395
Process101,1,1,2,3,2,2,2,13,0.452
Process101,1,1,2,3,2,2,3,14,0.311
Process101,1,1,2,3,2,3,0,12,0.397
Process101,1,1,2,3,2,3,1,13,0.484
Process101,1,1,2,3,2,3,2,14,0.419
Process101,1,1,2,3,2,3,3,15,0.434
Process101,1,1,2,3,3,0,0,10,0.335
Process101,1,1,2,3,3,0,1,11,0.36
Process101,1,1,2,3,3,0,2,12,0.34
Process101,1,1,2,3,3,0,3,13,0.346
Process101,1,1,2,3,3,1,0,11,0.517
Process101,1,1,2,3,3,1,1,12,0.486
Process101,1,1,2,3,3,1,2,13,0.436
Process101,1,1,2,3,3,1,3,14,0.457
Process101,1,1,2,3,3,2,0,12,0.274
Process101,1,1,2,3,3,2,1,13,0.539
Process101,1,1,2,3,3,2,2,14,0.515
Process101,1,1,2,3,3,2,3,15,0.386
Process101,1,1,2,3,3,3,0,13,0.375
Process101,1,1,2,3,3,3,1,14,0.33
Process101,1,1,2,3,3,3,2,15,0.353
Process101,1,1,2,3,3,3,3,16,0.435
Process101,1,1,3,0,0,0,0,5,0.646
Process101,1,1,3,0,0,0,1,6,0.539
Process101,1,1,3,0,0,0,2,7,0.455
Process101,1,1,3,0,0,0,3,8,0.411
Process101,1,1,3,0,0,1,0,6,0.583
Process101,1,1,3,0,0,1,1,7,0.674
Process101,1,1,3,0,0,1,2,8,0.45
Process101,1,1,3,0,0,1,3,9,0.375
Process101,1,1,3,0,0,2,0,7,0.633
Process101,1,1,3,0,0,2,1,8,0.588
Process101,1,1,3,0,0,2,2,9,0.563
Process101,1,1,3,0,0,2,3,10,0.406
Process101,1,1,3,0,0,3,0,8,0.536
Process101,1,1,3,0,0,3,1,9,0.559
Process101,1,1,3,0,0,3,2,10,0.353
Process101,1,1,3,0,0,3,3,11,0.55
