sep=,
Process101,2,5.97E-4
Process101,2,7.66E-4
Process101,2,7.529999999999999E-4
Process101,2,7.769999999999997E-4
Process101,2,6.78E-4
Process101,2,7.17E-4
Process101,2,7.420000000000001E-4
Process101,2,7.169999999999999E-4
Process101,2,7.579999999999997E-4
Process101,2,7.599999999999998E-4
Process101,2,6.92E-4
Process101,2,6.599999999999999E-4
Process101,2,6.850000000000001E-4
Process101,2,6.760000000000002E-4
Process101,2,7.4E-4
Process101,2,7.589999999999999E-4
Process101,2,7.050000000000002E-4
Process101,2,7.519999999999998E-4
Process101,2,7.050000000000001E-4
Process101,2,7.769999999999998E-4
Process101,2,6.540000000000001E-4
Process101,2,7.599999999999998E-4
Process101,2,5.489999999999999E-4
Process101,2,7.839999999999998E-4
Process101,2,7.01E-4
Process101,2,7.939999999999998E-4
Process101,2,7.360000000000002E-4
Process101,2,7.44E-4
Process101,2,6.33E-4
Process101,2,7.339999999999998E-4
Process101,3,6.269999999999998E-4
Process101,3,6.659999999999999E-4
Process101,3,6.820000000000002E-4
Process101,3,7.68E-4
Process101,3,6.180000000000001E-4
Process101,3,7.749999999999996E-4
Process101,3,7.509999999999998E-4
Process101,3,7.130000000000001E-4
Process101,3,7.169999999999999E-4
Process101,3,6.220000000000002E-4
Process101,3,7.23E-4
Process101,3,7.849999999999999E-4
Process101,3,7.649999999999998E-4
Process101,3,7.070000000000003E-4
Process101,3,6.53E-4
Process101,3,6.499999999999999E-4
Process101,3,7.849999999999998E-4
Process101,3,7.250000000000001E-4
Process101,3,7.829999999999997E-4
Process101,3,5.909999999999999E-4
Process101,3,6.780000000000004E-4
Process101,3,6.270000000000001E-4
Process101,3,7.260000000000001E-4
Process101,3,6.369999999999998E-4
Process101,3,7.429999999999998E-4
Process101,3,7.769999999999999E-4
Process101,3,7.779999999999998E-4
Process101,3,6.379999999999999E-4
Process101,3,6.549999999999999E-4
Process101,3,7.299999999999999E-4
Process101,3,6.810000000000003E-4
Process101,3,6.8E-4
Process101,3,7.370000000000001E-4
Process101,3,6.450000000000003E-4
Process101,3,7.18E-4
Process101,3,6.960000000000001E-4
Process101,3,6.540000000000001E-4
Process101,3,6.89E-4
Process101,3,6.129999999999999E-4
Process101,3,7.04E-4
Process101,3,7.529999999999997E-4
Process101,3,7.42E-4
Process101,3,6.96E-4
Process101,3,5.780000000000001E-4
Process101,3,7.3E-4
Process101,3,7.210000000000001E-4
Process101,3,6.29E-4
Process101,3,7.48E-4
Process101,3,6.07E-4
Process101,3,5.740000000000001E-4
Process101,4,6.660000000000001E-4
Process101,4,6.72E-4
Process101,4,6.92E-4
Process101,4,5.800000000000003E-4
Process101,4,5.970000000000001E-4
Process101,4,5.960000000000001E-4
Process101,4,6.890000000000002E-4
Process101,4,5.9E-4
Process101,4,6.549999999999998E-4
Process101,4,6.129999999999999E-4
Process101,4,7.209999999999999E-4
Process101,4,7.09E-4
Process101,4,6.679999999999998E-4
Process101,4,7.539999999999998E-4
Process101,4,5.989999999999999E-4
Process101,4,7.029999999999998E-4
Process101,4,6.160000000000001E-4
Process101,4,7.190000000000001E-4
Process101,4,5.730000000000002E-4
Process101,4,6.47E-4
Process101,4,6.739999999999999E-4
Process101,4,6.310000000000002E-4
Process101,4,5.32E-4
Process101,4,5.859999999999999E-4
Process101,4,6.729999999999998E-4
Process101,4,5.700000000000002E-4
Process101,4,7.050000000000001E-4
Process101,4,6.440000000000003E-4
Process101,4,7.42E-4
Process101,4,7.08E-4
Process101,4,7.639999999999999E-4
Process101,4,5.460000000000003E-4
Process101,4,6.140000000000001E-4
Process101,4,7.469999999999996E-4
Process101,4,6.33E-4
Process101,4,6.280000000000001E-4
Process101,4,5.240000000000003E-4
Process101,4,6.720000000000002E-4
Process101,4,6.64E-4
Process101,4,6.399999999999999E-4
Process101,4,7.049999999999999E-4
Process101,4,6.179999999999998E-4
Process101,4,6.659999999999999E-4
Process101,4,6.559999999999999E-4
Process101,4,7.56E-4
Process101,4,6.840000000000001E-4
Process101,4,6.23E-4
Process101,4,7.519999999999997E-4
Process101,4,6.64E-4
Process101,4,7.260000000000001E-4
Process101,5,6.32E-4
Process101,5,6.060000000000001E-4
Process101,5,6.249999999999999E-4
Process101,5,5.959999999999996E-4
Process101,5,7.11E-4
Process101,5,6.65E-4
Process101,5,6.92E-4
Process101,5,7.059999999999999E-4
Process101,5,6.879999999999999E-4
Process101,5,6.260000000000001E-4
Process101,5,5.970000000000002E-4
Process101,5,7.769999999999997E-4
Process101,5,7.449999999999998E-4
Process101,5,6.150000000000001E-4
Process101,5,4.7099999999999996E-4
Process101,5,6.870000000000003E-4
Process101,5,6.960000000000001E-4
Process101,5,6.76E-4
Process101,5,7.18E-4
Process101,5,7.020000000000001E-4
Process101,5,6.000000000000003E-4
Process101,5,6.86E-4
Process101,5,6.329999999999998E-4
Process101,5,5.07E-4
Process101,5,7.53E-4
Process101,5,5.53E-4
Process101,5,3.929999999999999E-4
Process101,5,6.440000000000001E-4
Process101,5,6.19E-4
Process101,5,4.4000000000000007E-4
Process101,5,6.770000000000001E-4
Process101,5,3.64E-4
Process101,5,7.070000000000001E-4
Process101,5,6.159999999999999E-4
Process101,5,5.990000000000002E-4
Process101,5,6.11E-4
Process101,5,6.910000000000001E-4
Process101,5,7.700000000000001E-4
Process101,5,5.700000000000002E-4
Process101,5,6.669999999999998E-4
Process101,5,5.380000000000002E-4
Process101,5,6.330000000000003E-4
Process101,5,6.680000000000001E-4
Process101,5,6.130000000000003E-4
Process101,5,5.489999999999999E-4
Process101,5,6.03E-4
Process101,5,5.13E-4
Process101,5,6.94E-4
Process101,5,6.629999999999999E-4
Process101,5,6.670000000000001E-4
Process101,6,6.89E-4
Process101,6,5.69E-4
Process101,6,5.940000000000001E-4
Process101,6,4.8399999999999995E-4
Process101,6,7.320000000000001E-4
Process101,6,5.589999999999999E-4
Process101,6,5.909999999999999E-4
Process101,6,5.640000000000002E-4
Process101,6,6.810000000000001E-4
Process101,6,6.929999999999999E-4
Process101,6,6.219999999999997E-4
Process101,6,6.399999999999999E-4
Process101,6,6.15E-4
Process101,6,6.31E-4
Process101,6,7.100000000000002E-4
Process101,6,7.440000000000001E-4
Process101,6,5.87E-4
Process101,6,6.430000000000002E-4
Process101,6,7.08E-4
Process101,6,6.54E-4
Process101,6,4.4599999999999994E-4
Process101,6,6.890000000000003E-4
Process101,6,7.329999999999999E-4
Process101,6,5.7E-4
Process101,6,6.8E-4
Process101,6,6.03E-4
Process101,6,5.96E-4
Process101,6,6.929999999999998E-4
Process101,6,7.059999999999999E-4
Process101,6,7.08E-4
Process101,6,5.969999999999999E-4
Process101,6,5.300000000000002E-4
Process101,6,5.679999999999998E-4
Process101,6,6.239999999999999E-4
Process101,6,6.750000000000001E-4
Process101,6,5.800000000000001E-4
Process101,6,6.670000000000001E-4
Process101,6,5.490000000000003E-4
Process101,6,5.449999999999999E-4
Process101,6,6.16E-4
Process101,6,6.47E-4
Process101,6,7.250000000000001E-4
Process101,6,6.059999999999999E-4
Process101,6,6.960000000000002E-4
Process101,6,6.160000000000001E-4
Process101,6,6.160000000000001E-4
Process101,6,6.25E-4
Process101,6,6.52E-4
Process101,6,5.900000000000001E-4
Process101,6,6.680000000000002E-4
Process101,7,6.119999999999998E-4
Process101,7,5.420000000000001E-4
Process101,7,6.359999999999998E-4
Process101,7,6.489999999999998E-4
Process101,7,5.480000000000003E-4
Process101,7,6.53E-4
Process101,7,6.540000000000002E-4
Process101,7,6.730000000000001E-4
Process101,7,7.16E-4
Process101,7,5.510000000000001E-4
Process101,7,5.01E-4
Process101,7,6.389999999999999E-4
Process101,7,6.290000000000001E-4
Process101,7,4.630000000000001E-4
Process101,7,5.120000000000002E-4
Process101,7,4.98E-4
Process101,7,4.590000000000001E-4
Process101,7,5.620000000000001E-4
Process101,7,5.879999999999999E-4
Process101,7,6.770000000000002E-4
Process101,7,6.119999999999999E-4
Process101,7,5.999999999999998E-4
Process101,7,4.840000000000001E-4
Process101,7,5.340000000000001E-4
Process101,7,6.500000000000002E-4
Process101,7,5.029999999999999E-4
Process101,7,6.86E-4
Process101,7,6.069999999999999E-4
Process101,7,7.469999999999998E-4
Process101,7,5.46E-4
Process101,7,6.200000000000001E-4
Process101,7,6.069999999999999E-4
Process101,7,5.610000000000002E-4
Process101,7,5.880000000000001E-4
Process101,7,6.419999999999999E-4
Process101,7,4.8499999999999997E-4
Process101,7,5.190000000000001E-4
Process101,7,4.1499999999999995E-4
Process101,7,6.700000000000001E-4
Process101,7,5.64E-4
Process101,7,6.24E-4
Process101,7,6.339999999999999E-4
Process101,7,6.38E-4
Process101,7,5.41E-4
Process101,7,6.369999999999998E-4
Process101,7,5.46E-4
Process101,7,5.390000000000002E-4
Process101,7,5.970000000000001E-4
Process101,7,6.97E-4
Process101,7,5.7E-4
Process101,8,5.050000000000001E-4
Process101,8,6.25E-4
Process101,8,5.72E-4
Process101,8,6.450000000000003E-4
Process101,8,4.869999999999999E-4
Process101,8,6.089999999999998E-4
Process101,8,6.480000000000001E-4
Process101,8,5.86E-4
Process101,8,5.010000000000001E-4
Process101,8,6.75E-4
Process101,8,4.499999999999998E-4
Process101,8,4.750000000000001E-4
Process101,8,5.93E-4
Process101,8,5.02E-4
Process101,8,6.599999999999999E-4
Process101,8,5.390000000000002E-4
Process101,8,4.4800000000000005E-4
Process101,8,4.32E-4
Process101,8,7.069999999999998E-4
Process101,8,6.0E-4
Process101,8,5.060000000000002E-4
Process101,8,5.320000000000001E-4
Process101,8,5.65E-4
Process101,8,6.329999999999999E-4
Process101,8,5.16E-4
Process101,8,5.700000000000001E-4
Process101,8,5.000000000000002E-4
Process101,8,4.4000000000000007E-4
Process101,8,5.879999999999999E-4
Process101,8,5.409999999999999E-4
Process101,8,6.050000000000004E-4
Process101,8,5.23E-4
Process101,8,6.590000000000003E-4
Process101,8,5.740000000000001E-4
Process101,8,5.259999999999999E-4
Process101,8,6.01E-4
Process101,8,3.989999999999999E-4
Process101,8,6.340000000000001E-4
Process101,8,6.070000000000002E-4
Process101,8,5.899999999999998E-4
Process101,8,5.630000000000001E-4
Process101,8,5.369999999999999E-4
Process101,8,5.750000000000002E-4
Process101,8,5.740000000000001E-4
Process101,8,5.28E-4
Process101,8,4.869999999999999E-4
Process101,8,5.330000000000002E-4
Process101,8,5.85E-4
Process101,8,5.430000000000003E-4
Process101,8,5.700000000000001E-4
Process101,9,4.28E-4
Process101,9,5.24E-4
Process101,9,5.579999999999999E-4
Process101,9,5.150000000000002E-4
Process101,9,5.180000000000001E-4
Process101,9,4.84E-4
Process101,9,7.100000000000001E-4
Process101,9,5.27E-4
Process101,9,6.050000000000002E-4
Process101,9,7.229999999999999E-4
Process101,9,4.840000000000001E-4
Process101,9,5.490000000000001E-4
Process101,9,4.6699999999999997E-4
Process101,9,6.18E-4
Process101,9,4.5599999999999997E-4
Process101,9,5.469999999999999E-4
Process101,9,4.980000000000001E-4
Process101,9,7.079999999999998E-4
Process101,9,5.83E-4
Process101,9,4.83E-4
Process101,9,5.490000000000002E-4
Process101,9,5.480000000000003E-4
Process101,9,5.220000000000002E-4
Process101,9,5.31E-4
Process101,9,6.81E-4
Process101,9,6.12E-4
Process101,9,5.430000000000002E-4
Process101,9,5.100000000000001E-4
Process101,9,4.4099999999999993E-4
Process101,9,4.4899999999999996E-4
Process101,9,4.610000000000002E-4
Process101,9,4.499999999999998E-4
Process101,9,5.620000000000002E-4
Process101,9,5.31E-4
Process101,9,4.6599999999999994E-4
Process101,9,4.520000000000001E-4
Process101,9,6.070000000000002E-4
Process101,9,6.379999999999999E-4
Process101,9,5.100000000000003E-4
Process101,9,6.78E-4
Process101,9,4.470000000000001E-4
Process101,9,4.7000000000000015E-4
Process101,9,5.730000000000002E-4
Process101,9,6.420000000000001E-4
Process101,9,6.019999999999999E-4
Process101,9,5.980000000000001E-4
Process101,9,7.33E-4
Process101,9,4.4199999999999996E-4
Process101,9,4.949999999999999E-4
Process101,9,5.180000000000002E-4
Process101,10,5.710000000000002E-4
Process101,10,3.9699999999999995E-4
Process101,10,5.190000000000001E-4
Process101,10,4.869999999999999E-4
Process101,10,6.640000000000001E-4
Process101,10,4.139999999999999E-4
Process101,10,6.07E-4
Process101,10,5.200000000000003E-4
Process101,10,5.69E-4
Process101,10,4.86E-4
Process101,10,5.559999999999999E-4
Process101,10,5.7E-4
Process101,10,3.380000000000001E-4
Process101,10,5.36E-4
Process101,10,4.429999999999999E-4
Process101,10,5.430000000000001E-4
Process101,10,4.4200000000000006E-4
Process101,10,5.050000000000001E-4
Process101,10,3.490000000000002E-4
Process101,10,6.780000000000005E-4
Process101,10,4.35E-4
Process101,10,4.87E-4
Process101,10,5.680000000000003E-4
Process101,10,4.6999999999999993E-4
Process101,10,5.980000000000001E-4
Process101,10,5.899999999999998E-4
Process101,10,6.699999999999999E-4
Process101,10,5.669999999999999E-4
Process101,10,5.64E-4
Process101,10,5.16E-4
Process101,10,5.700000000000001E-4
Process101,10,5.200000000000003E-4
Process101,10,5.230000000000001E-4
Process101,10,6.099999999999999E-4
Process101,10,5.800000000000001E-4
Process101,10,4.140000000000001E-4
Process101,10,5.280000000000001E-4
Process101,10,6.400000000000002E-4
Process101,10,5.920000000000002E-4
Process101,10,4.5700000000000005E-4
Process101,10,5.85E-4
Process101,10,5.549999999999999E-4
Process101,10,4.129999999999999E-4
Process101,10,4.109999999999999E-4
Process101,10,3.490000000000001E-4
Process101,10,6.730000000000001E-4
Process101,10,6.100000000000001E-4
Process101,10,5.110000000000002E-4
Process101,10,4.540000000000001E-4
Process101,10,5.940000000000001E-4
Process101,11,5.810000000000001E-4
Process101,11,5.669999999999999E-4
Process101,11,4.930000000000001E-4
Process101,11,4.269999999999999E-4
Process101,11,5.260000000000001E-4
Process101,11,4.3999999999999996E-4
Process101,11,4.14E-4
Process101,11,4.4599999999999994E-4
Process101,11,3.560000000000001E-4
Process101,11,6.389999999999998E-4
Process101,11,5.730000000000002E-4
Process101,11,4.7200000000000014E-4
Process101,11,4.1700000000000005E-4
Process101,11,5.079999999999998E-4
Process101,11,5.240000000000002E-4
Process101,11,3.77E-4
Process101,11,5.110000000000002E-4
Process101,11,5.719999999999998E-4
Process101,11,5.04E-4
Process101,11,3.9E-4
Process101,11,4.77E-4
Process101,11,3.9999999999999996E-4
Process101,11,4.670000000000001E-4
Process101,11,3.540000000000002E-4
Process101,11,4.320000000000001E-4
Process101,11,5.280000000000001E-4
Process101,11,5.340000000000001E-4
Process101,11,4.650000000000001E-4
Process101,11,5.790000000000002E-4
Process101,11,5.090000000000001E-4
Process101,11,3.380000000000002E-4
Process101,11,5.58E-4
Process101,11,3.88E-4
Process101,11,3.670000000000001E-4
Process101,11,5.79E-4
Process101,11,5.220000000000001E-4
Process101,11,5.32E-4
Process101,11,5.420000000000001E-4
Process101,11,5.470000000000002E-4
Process101,11,4.0999999999999994E-4
Process101,11,5.890000000000002E-4
Process101,11,5.630000000000001E-4
Process101,11,4.0300000000000004E-4
Process101,11,6.179999999999998E-4
Process101,11,5.110000000000002E-4
Process101,11,4.650000000000001E-4
Process101,11,4.2999999999999994E-4
Process101,11,5.190000000000001E-4
Process101,11,4.92E-4
Process101,11,4.610000000000001E-4
Process101,12,5.639999999999999E-4
Process101,12,5.070000000000001E-4
Process101,12,5.82E-4
Process101,12,4.510000000000001E-4
Process101,12,4.110000000000001E-4
Process101,12,5.069999999999999E-4
Process101,12,3.9999999999999996E-4
Process101,12,4.760000000000001E-4
Process101,12,4.7299999999999984E-4
Process101,12,3.8200000000000007E-4
Process101,12,3.4600000000000006E-4
Process101,12,4.890000000000001E-4
Process101,12,3.949999999999999E-4
Process101,12,5.08E-4
Process101,12,5.08E-4
Process101,12,5.660000000000001E-4
Process101,12,6.35E-4
Process101,12,4.6199999999999995E-4
Process101,12,5.340000000000002E-4
Process101,12,5.93E-4
Process101,12,4.7799999999999996E-4
Process101,12,3.8000000000000013E-4
Process101,12,4.499999999999998E-4
Process101,12,4.4799999999999994E-4
Process101,12,7.359999999999998E-4
Process101,12,5.1E-4
Process101,12,6.139999999999999E-4
Process101,12,4.3100000000000007E-4
Process101,12,4.139999999999999E-4
Process101,12,5.809999999999999E-4
Process101,12,3.9200000000000004E-4
Process101,12,4.269999999999999E-4
Process101,12,5.639999999999999E-4
Process101,12,5.669999999999999E-4
Process101,12,4.0999999999999994E-4
Process101,12,3.95E-4
Process101,12,5.579999999999998E-4
Process101,12,4.6300000000000014E-4
Process101,12,5.31E-4
Process101,12,5.070000000000001E-4
Process101,12,5.59E-4
Process101,12,5.03E-4
Process101,12,4.67E-4
Process101,12,5.560000000000001E-4
Process101,12,4.4699999999999997E-4
Process101,12,4.7799999999999996E-4
Process101,12,4.0300000000000004E-4
Process101,12,5.79E-4
Process101,12,6.209999999999998E-4
Process101,12,5.14E-4
Process101,13,3.99E-4
Process101,13,5.1E-4
Process101,13,4.5300000000000006E-4
Process101,13,4.3900000000000005E-4
Process101,13,4.18E-4
Process101,13,4.6100000000000015E-4
Process101,13,5.29E-4
Process101,13,3.88E-4
Process101,13,5.310000000000001E-4
Process101,13,6.179999999999998E-4
Process101,13,4.470000000000001E-4
Process101,13,5.21E-4
Process101,13,4.82E-4
Process101,13,3.8800000000000005E-4
Process101,13,3.91E-4
Process101,13,5.380000000000001E-4
Process101,13,4.400000000000002E-4
Process101,13,4.2799999999999994E-4
Process101,13,4.63E-4
Process101,13,5.030000000000001E-4
Process101,13,4.5300000000000017E-4
Process101,13,4.610000000000001E-4
Process101,13,4.779999999999999E-4
Process101,13,5.470000000000004E-4
Process101,13,4.01E-4
Process101,13,6.15E-4
Process101,13,4.810000000000001E-4
Process101,13,5.159999999999999E-4
Process101,13,4.1400000000000003E-4
Process101,13,4.8200000000000006E-4
Process101,13,4.970000000000003E-4
Process101,13,5.27E-4
Process101,13,3.8500000000000003E-4
Process101,13,4.6199999999999995E-4
Process101,13,5.150000000000002E-4
Process101,13,4.740000000000001E-4
Process101,13,5.08E-4
Process101,13,4.2799999999999994E-4
Process101,13,5.200000000000001E-4
Process101,13,4.1699999999999994E-4
Process101,13,5.1E-4
Process101,13,3.560000000000001E-4
Process101,13,3.969999999999999E-4
Process101,13,5.120000000000001E-4
Process101,13,4.3299999999999985E-4
Process101,13,4.6200000000000006E-4
Process101,13,6.189999999999998E-4
Process101,13,4.1700000000000016E-4
Process101,13,4.99E-4
Process101,13,4.87E-4
Process101,14,4.3299999999999995E-4
Process101,14,5.890000000000002E-4
Process101,14,5.220000000000001E-4
Process101,14,6.14E-4
Process101,14,4.590000000000001E-4
Process101,14,4.3400000000000003E-4
Process101,14,4.2200000000000007E-4
Process101,14,4.069999999999999E-4
Process101,14,5.44E-4
Process101,14,4.780000000000002E-4
Process101,14,4.6200000000000006E-4
Process101,14,4.4199999999999996E-4
Process101,14,4.830000000000001E-4
Process101,14,5.379999999999998E-4
Process101,14,5.489999999999999E-4
Process101,14,3.4399999999999996E-4
Process101,14,3.929999999999999E-4
Process101,14,5.460000000000002E-4
Process101,14,3.820000000000001E-4
Process101,14,4.7E-4
Process101,14,4.6199999999999995E-4
Process101,14,4.86E-4
Process101,14,4.219999999999998E-4
Process101,14,5.34E-4
Process101,14,4.3899999999999994E-4
Process101,14,4.290000000000001E-4
Process101,14,4.1600000000000003E-4
Process101,14,5.140000000000004E-4
Process101,14,4.4800000000000005E-4
Process101,14,4.1499999999999995E-4
Process101,14,4.88E-4
Process101,14,5.400000000000001E-4
Process101,14,4.3500000000000006E-4
Process101,14,5.740000000000002E-4
Process101,14,5.350000000000001E-4
Process101,14,5.180000000000001E-4
Process101,14,4.91E-4
Process101,14,6.059999999999999E-4
Process101,14,4.8000000000000007E-4
Process101,14,4.51E-4
Process101,14,5.420000000000001E-4
Process101,14,4.069999999999999E-4
Process101,14,4.52E-4
Process101,14,4.4899999999999996E-4
Process101,14,4.6199999999999995E-4
Process101,14,5.12E-4
Process101,14,4.560000000000001E-4
Process101,14,5.950000000000002E-4
Process101,14,3.640000000000001E-4
Process101,14,4.93E-4
Process101,15,3.97E-4
Process101,15,4.140000000000001E-4
Process101,15,4.44E-4
Process101,15,5.21E-4
Process101,15,6.12E-4
Process101,15,4.920000000000001E-4
Process101,15,5.18E-4
Process101,15,5.590000000000001E-4
Process101,15,4.0100000000000004E-4
Process101,15,6.210000000000002E-4
Process101,15,3.4500000000000004E-4
Process101,15,5.36E-4
Process101,15,4.2399999999999995E-4
Process101,15,5.27E-4
Process101,15,5.000000000000001E-4
Process101,15,4.7599999999999997E-4
Process101,15,4.490000000000002E-4
Process101,15,4.660000000000001E-4
Process101,15,3.7800000000000013E-4
Process101,15,5.890000000000002E-4
Process101,15,3.0900000000000014E-4
Process101,15,4.5900000000000015E-4
Process101,15,3.82E-4
Process101,15,5.46E-4
Process101,15,4.840000000000001E-4
Process101,15,4.269999999999999E-4
Process101,15,4.06E-4
Process101,15,4.900000000000001E-4
Process101,15,4.73E-4
Process101,15,5.719999999999999E-4
Process101,15,5.290000000000001E-4
Process101,15,4.3499999999999995E-4
Process101,15,3.9200000000000004E-4
Process101,15,4.5599999999999997E-4
Process101,15,3.94E-4
Process101,15,3.600000000000001E-4
Process101,15,6.050000000000001E-4
Process101,15,4.2599999999999995E-4
Process101,15,5.07E-4
Process101,15,4.3799999999999997E-4
Process101,15,4.4099999999999993E-4
Process101,15,5.450000000000001E-4
Process101,15,4.4699999999999997E-4
Process101,15,5.480000000000002E-4
Process101,15,3.8200000000000007E-4
Process101,15,5.279999999999999E-4
Process101,15,3.720000000000001E-4
Process101,15,4.1799999999999997E-4
Process101,15,5.609999999999998E-4
Process101,15,3.790000000000001E-4
Process101,16,3.9200000000000004E-4
Process101,16,5.420000000000002E-4
Process101,16,4.1600000000000003E-4
Process101,16,5.600000000000001E-4
Process101,16,4.660000000000001E-4
Process101,16,5.120000000000001E-4
Process101,16,4.4700000000000013E-4
Process101,16,6.730000000000002E-4
Process101,16,4.0799999999999994E-4
Process101,16,3.9200000000000004E-4
Process101,16,4.4899999999999996E-4
Process101,16,4.32E-4
Process101,16,6.520000000000001E-4
Process101,16,4.120000000000001E-4
Process101,16,3.3000000000000016E-4
Process101,16,3.5700000000000017E-4
Process101,16,3.6500000000000014E-4
Process101,16,3.4600000000000017E-4
Process101,16,4.4799999999999994E-4
Process101,16,3.78E-4
Process101,16,4.7100000000000006E-4
Process101,16,4.380000000000001E-4
Process101,16,4.72E-4
Process101,16,6.860000000000001E-4
Process101,16,3.660000000000001E-4
Process101,16,3.9099999999999996E-4
Process101,16,4.6600000000000005E-4
Process101,16,5.380000000000001E-4
Process101,16,5.800000000000001E-4
Process101,16,2.77E-4
Process101,16,3.4600000000000006E-4
Process101,16,4.7999999999999996E-4
Process101,16,3.73E-4
Process101,16,5.390000000000002E-4
Process101,16,4.589999999999999E-4
Process101,16,5.620000000000001E-4
Process101,16,5.15E-4
Process101,16,3.500000000000001E-4
Process101,16,4.289999999999999E-4
Process101,16,4.8000000000000007E-4
Process101,16,4.0300000000000004E-4
Process101,16,5.21E-4
Process101,16,5.21E-4
Process101,16,4.029999999999999E-4
Process101,16,5.030000000000002E-4
Process101,16,4.57E-4
Process101,16,4.4300000000000003E-4
Process101,16,5.050000000000002E-4
Process101,16,3.75E-4
Process101,16,4.1200000000000004E-4
Process101,17,3.600000000000001E-4
Process101,17,3.61E-4
Process101,17,4.1600000000000003E-4
Process101,17,4.1700000000000005E-4
Process101,17,4.0800000000000005E-4
Process101,17,4.6600000000000016E-4
Process101,17,3.77E-4
Process101,17,3.600000000000001E-4
Process101,17,4.950000000000001E-4
Process101,17,3.3200000000000026E-4
Process101,17,3.1400000000000015E-4
Process101,17,5.11E-4
Process101,17,3.81E-4
Process101,17,3.9200000000000004E-4
Process101,17,3.98E-4
Process101,17,4.02E-4
Process101,17,4.54E-4
Process101,17,3.9E-4
Process101,17,4.97E-4
Process101,17,4.0899999999999986E-4
Process101,17,3.570000000000001E-4
Process101,17,5.31E-4
Process101,17,4.139999999999999E-4
Process101,17,4.670000000000001E-4
Process101,17,4.88E-4
Process101,17,3.51E-4
Process101,17,4.13E-4
Process101,17,3.6700000000000003E-4
Process101,17,5.51E-4
Process101,17,3.4900000000000013E-4
Process101,17,6.190000000000002E-4
Process101,17,4.750000000000001E-4
Process101,17,4.3000000000000004E-4
Process101,17,5.580000000000002E-4
Process101,17,4.1100000000000007E-4
Process101,17,3.75E-4
Process101,17,4.820000000000001E-4
Process101,17,4.059999999999999E-4
Process101,17,3.4500000000000015E-4
Process101,17,4.1800000000000013E-4
Process101,17,4.680000000000002E-4
Process101,17,3.9100000000000007E-4
Process101,17,4.3700000000000005E-4
Process101,17,3.8899999999999997E-4
Process101,17,3.2000000000000013E-4
Process101,17,4.1600000000000003E-4
Process101,17,5.690000000000002E-4
Process101,17,4.7299999999999995E-4
Process101,17,3.9299999999999996E-4
Process101,17,3.96E-4
Process101,18,4.4199999999999996E-4
Process101,18,5.769999999999999E-4
Process101,18,4.95E-4
Process101,18,5.09E-4
Process101,18,5.46E-4
Process101,18,3.690000000000001E-4
Process101,18,4.700000000000001E-4
Process101,18,3.85E-4
Process101,18,4.6400000000000006E-4
Process101,18,3.8899999999999997E-4
Process101,18,5.249999999999999E-4
Process101,18,3.680000000000001E-4
Process101,18,3.929999999999999E-4
Process101,18,4.2E-4
Process101,18,4.6500000000000014E-4
Process101,18,4.199999999999999E-4
Process101,18,4.4399999999999995E-4
