sep=,
Process101,5,0.5
Process101,5,0.52
Process101,5,0.475
Process101,5,0.6499999999999999
Process101,5,0.55
Process101,5,0.495
Process101,5,0.485
Process101,5,0.685
Process101,5,0.595
Process101,5,0.445
Process101,5,0.655
Process101,5,0.655
Process101,5,0.52
Process101,5,0.6399999999999999
Process101,5,0.45499999999999996
Process101,5,0.4149999999999999
Process101,5,0.6399999999999999
Process101,5,0.655
Process101,5,0.64
Process101,5,0.585
Process101,5,0.56
Process101,5,0.6799999999999999
Process101,5,0.615
Process101,5,0.6799999999999999
Process101,5,0.5900000000000001
Process101,5,0.52
Process101,5,0.645
Process101,5,0.6499999999999999
Process101,5,0.615
Process101,5,0.48500000000000004
Process101,5,0.525
Process101,5,0.62
Process101,6,0.43
Process101,6,0.51
Process101,6,0.5999999999999999
Process101,6,0.505
Process101,6,0.49999999999999994
Process101,6,0.49000000000000005
Process101,6,0.42999999999999994
Process101,6,0.6399999999999999
Process101,6,0.525
Process101,6,0.6799999999999999
Process101,6,0.5
Process101,6,0.5900000000000001
Process101,6,0.49
Process101,6,0.48999999999999994
Process101,6,0.695
Process101,6,0.51
Process101,6,0.6499999999999999
Process101,6,0.485
Process101,6,0.595
Process101,6,0.53
Process101,6,0.635
Process101,6,0.4999999999999999
Process101,6,0.685
Process101,6,0.69
Process101,6,0.56
Process101,6,0.51
Process101,6,0.595
Process101,6,0.645
Process101,6,0.49
Process101,6,0.53
Process101,6,0.5899999999999999
Process101,6,0.505
Process101,6,0.685
Process101,6,0.57
Process101,6,0.6649999999999999
Process101,6,0.595
Process101,6,0.655
Process101,6,0.52
Process101,6,0.5249999999999999
Process101,6,0.6000000000000001
Process101,6,0.45
Process101,6,0.6599999999999999
Process101,6,0.49
Process101,6,0.54
Process101,6,0.6199999999999999
Process101,6,0.6099999999999999
Process101,6,0.525
Process101,6,0.7
Process101,6,0.7000000000000001
Process101,6,0.5800000000000001
Process101,7,0.44
Process101,7,0.47
Process101,7,0.5249999999999999
Process101,7,0.495
Process101,7,0.66
Process101,7,0.575
Process101,7,0.605
Process101,7,0.44
Process101,7,0.6749999999999999
Process101,7,0.595
Process101,7,0.395
Process101,7,0.6699999999999999
Process101,7,0.38999999999999996
Process101,7,0.5700000000000001
Process101,7,0.395
Process101,7,0.6199999999999999
Process101,7,0.63
Process101,7,0.5399999999999998
Process101,7,0.5650000000000001
Process101,7,0.505
Process101,7,0.415
Process101,7,0.495
Process101,7,0.475
Process101,7,0.6299999999999999
Process101,7,0.55
Process101,7,0.5700000000000001
Process101,7,0.46
Process101,7,0.6
Process101,7,0.495
Process101,7,0.42499999999999993
Process101,7,0.505
Process101,7,0.675
Process101,7,0.49999999999999994
Process101,7,0.475
Process101,7,0.685
Process101,7,0.495
Process101,7,0.4650000000000001
Process101,7,0.575
Process101,7,0.44499999999999995
Process101,7,0.5149999999999999
Process101,7,0.41999999999999993
Process101,7,0.5050000000000001
Process101,7,0.5549999999999999
Process101,7,0.32999999999999996
Process101,7,0.585
Process101,7,0.61
Process101,7,0.6299999999999999
Process101,7,0.525
Process101,7,0.385
Process101,7,0.6600000000000001
Process101,8,0.45500000000000007
Process101,8,0.575
Process101,8,0.33499999999999996
Process101,8,0.42000000000000004
Process101,8,0.615
Process101,8,0.405
Process101,8,0.53
Process101,8,0.5349999999999999
Process101,8,0.5499999999999999
Process101,8,0.505
Process101,8,0.5449999999999999
Process101,8,0.415
Process101,8,0.495
Process101,8,0.44999999999999996
Process101,8,0.5349999999999999
Process101,8,0.5249999999999999
Process101,8,0.6300000000000001
Process101,8,0.49
Process101,8,0.44
Process101,8,0.35
Process101,8,0.41500000000000004
Process101,8,0.49000000000000005
Process101,8,0.42499999999999993
Process101,8,0.36
Process101,8,0.535
Process101,8,0.30499999999999994
Process101,8,0.355
Process101,8,0.595
Process101,8,0.4650000000000001
Process101,8,0.5349999999999999
Process101,8,0.48000000000000004
Process101,8,0.64
Process101,8,0.42
Process101,8,0.505
Process101,8,0.48
Process101,8,0.66
Process101,8,0.495
Process101,8,0.5599999999999998
Process101,8,0.645
Process101,8,0.625
Process101,8,0.6799999999999999
Process101,8,0.575
Process101,8,0.595
Process101,8,0.595
Process101,8,0.47500000000000003
Process101,8,0.345
Process101,8,0.635
Process101,8,0.515
Process101,8,0.605
Process101,8,0.405
Process101,9,0.505
Process101,9,0.605
Process101,9,0.575
Process101,9,0.475
Process101,9,0.505
Process101,9,0.5349999999999999
Process101,9,0.605
Process101,9,0.45499999999999996
Process101,9,0.525
Process101,9,0.39999999999999997
Process101,9,0.525
Process101,9,0.49
Process101,9,0.465
Process101,9,0.585
Process101,9,0.53
Process101,9,0.38
Process101,9,0.45499999999999996
Process101,9,0.43500000000000005
Process101,9,0.5999999999999999
Process101,9,0.415
Process101,9,0.4
Process101,9,0.5549999999999999
Process101,9,0.44
Process101,9,0.39
Process101,9,0.485
Process101,9,0.47500000000000003
Process101,9,0.385
Process101,9,0.535
Process101,9,0.55
Process101,9,0.39
Process101,9,0.33999999999999997
Process101,9,0.39499999999999996
Process101,9,0.51
Process101,9,0.565
Process101,9,0.61
Process101,9,0.51
Process101,9,0.375
Process101,9,0.5249999999999999
Process101,9,0.435
Process101,9,0.625
Process101,9,0.49
Process101,9,0.33499999999999996
Process101,9,0.33499999999999996
Process101,9,0.61
Process101,9,0.495
Process101,9,0.495
Process101,9,0.5899999999999999
Process101,9,0.355
Process101,9,0.395
Process101,9,0.575
Process101,10,0.475
Process101,10,0.5700000000000001
Process101,10,0.615
Process101,10,0.33499999999999996
Process101,10,0.445
Process101,10,0.5499999999999999
Process101,10,0.51
Process101,10,0.4950000000000001
Process101,10,0.365
Process101,10,0.595
Process101,10,0.52
Process101,10,0.4149999999999999
Process101,10,0.645
Process101,10,0.5249999999999999
Process101,10,0.565
Process101,10,0.46499999999999997
Process101,10,0.6399999999999999
Process101,10,0.33999999999999997
Process101,10,0.49
Process101,10,0.43000000000000005
Process101,10,0.4749999999999999
Process101,10,0.5799999999999998
Process101,10,0.525
Process101,10,0.35000000000000003
Process101,10,0.4099999999999999
Process101,10,0.615
Process101,10,0.38
Process101,10,0.595
Process101,10,0.54
Process101,10,0.38
Process101,10,0.40499999999999997
Process101,10,0.595
Process101,10,0.48000000000000004
Process101,10,0.525
Process101,10,0.44499999999999995
Process101,10,0.42500000000000004
Process101,10,0.37
Process101,10,0.605
Process101,10,0.385
Process101,10,0.58
Process101,10,0.355
Process101,10,0.5650000000000001
Process101,10,0.4599999999999999
Process101,10,0.565
Process101,10,0.5349999999999999
Process101,10,0.585
Process101,10,0.555
Process101,10,0.4699999999999999
Process101,10,0.43500000000000005
Process101,10,0.49500000000000005
Process101,11,0.44499999999999995
Process101,11,0.42500000000000004
Process101,11,0.27999999999999997
Process101,11,0.46
Process101,11,0.29999999999999993
Process101,11,0.43
Process101,11,0.36999999999999994
Process101,11,0.5249999999999999
Process101,11,0.5799999999999998
Process101,11,0.51
Process101,11,0.44499999999999995
Process101,11,0.41500000000000004
Process101,11,0.44499999999999995
Process101,11,0.43
Process101,11,0.23500000000000004
Process101,11,0.485
Process101,11,0.54
Process101,11,0.51
Process101,11,0.5
Process101,11,0.62
Process101,11,0.555
Process101,11,0.45499999999999996
Process101,11,0.48500000000000004
Process101,11,0.33999999999999997
Process101,11,0.44
Process101,11,0.32499999999999996
Process101,11,0.38
Process101,11,0.575
Process101,11,0.39999999999999997
Process101,11,0.54
Process101,11,0.43500000000000005
Process101,11,0.4899999999999999
Process101,11,0.45999999999999996
Process101,11,0.51
Process101,11,0.44
Process101,11,0.44499999999999995
Process101,11,0.5349999999999999
Process101,11,0.31999999999999995
Process101,11,0.42000000000000004
Process101,11,0.39999999999999997
Process101,11,0.39
Process101,11,0.41000000000000003
Process101,11,0.32499999999999996
Process101,11,0.38
Process101,11,0.43500000000000005
Process101,11,0.385
Process101,11,0.475
Process101,11,0.63
Process101,11,0.44
Process101,11,0.46
Process101,12,0.385
Process101,12,0.655
Process101,12,0.5549999999999999
Process101,12,0.45
Process101,12,0.245
Process101,12,0.5249999999999999
Process101,12,0.375
Process101,12,0.585
Process101,12,0.56
Process101,12,0.225
Process101,12,0.375
Process101,12,0.38
Process101,12,0.5
Process101,12,0.49999999999999994
Process101,12,0.42
Process101,12,0.59
Process101,12,0.27499999999999997
Process101,12,0.41500000000000004
Process101,12,0.46
Process101,12,0.5349999999999999
Process101,12,0.44
Process101,12,0.4149999999999999
Process101,12,0.5449999999999999
Process101,12,0.42
Process101,12,0.49
Process101,12,0.48000000000000004
Process101,12,0.46
Process101,12,0.45999999999999996
Process101,12,0.41
Process101,12,0.55
Process101,12,0.615
Process101,12,0.375
Process101,12,0.41500000000000004
Process101,12,0.615
Process101,12,0.55
Process101,12,0.5800000000000001
Process101,12,0.475
Process101,12,0.41000000000000003
Process101,12,0.485
Process101,12,0.46499999999999997
Process101,12,0.42500000000000004
Process101,12,0.495
Process101,12,0.46499999999999997
Process101,12,0.39999999999999997
Process101,12,0.31499999999999995
Process101,12,0.42500000000000004
Process101,12,0.475
Process101,12,0.265
Process101,12,0.29999999999999993
Process101,12,0.5
Process101,13,0.47000000000000003
Process101,13,0.51
Process101,13,0.52
Process101,13,0.38
Process101,13,0.32999999999999996
Process101,13,0.39999999999999997
Process101,13,0.42
Process101,13,0.3
Process101,13,0.45500000000000007
Process101,13,0.44999999999999996
Process101,13,0.405
Process101,13,0.37999999999999995
Process101,13,0.465
Process101,13,0.42499999999999993
Process101,13,0.365
Process101,13,0.40499999999999997
Process101,13,0.33499999999999996
Process101,13,0.48
Process101,13,0.5700000000000001
Process101,13,0.425
Process101,13,0.43000000000000005
Process101,13,0.49
Process101,13,0.27499999999999997
Process101,13,0.385
Process101,13,0.43500000000000005
Process101,13,0.4149999999999999
Process101,13,0.43499999999999994
Process101,13,0.4600000000000001
Process101,13,0.44999999999999996
Process101,13,0.49
Process101,13,0.39
Process101,13,0.405
Process101,13,0.43500000000000005
Process101,13,0.48500000000000004
Process101,13,0.38499999999999995
Process101,13,0.4149999999999999
Process101,13,0.5
Process101,13,0.455
Process101,13,0.45999999999999996
Process101,13,0.36
Process101,13,0.35
Process101,13,0.44
Process101,13,0.42500000000000004
Process101,13,0.39999999999999997
Process101,13,0.55
Process101,13,0.42499999999999993
Process101,13,0.46499999999999997
Process101,13,0.37
Process101,13,0.43999999999999995
Process101,13,0.58
Process101,14,0.54
Process101,14,0.49
Process101,14,0.275
Process101,14,0.655
Process101,14,0.27999999999999997
Process101,14,0.42000000000000004
Process101,14,0.5800000000000001
Process101,14,0.405
Process101,14,0.39499999999999996
Process101,14,0.345
Process101,14,0.41000000000000003
Process101,14,0.47
Process101,14,0.5399999999999999
Process101,14,0.615
Process101,14,0.43000000000000005
Process101,14,0.44499999999999995
Process101,14,0.4
Process101,14,0.36999999999999994
Process101,14,0.37500000000000006
Process101,14,0.365
Process101,14,0.45499999999999996
Process101,14,0.45499999999999996
Process101,14,0.41
Process101,14,0.44
Process101,14,0.46
Process101,14,0.33999999999999997
Process101,14,0.38
Process101,14,0.31999999999999995
Process101,14,0.44500000000000006
Process101,14,0.355
Process101,14,0.27
Process101,14,0.445
Process101,14,0.37
Process101,14,0.43499999999999994
Process101,14,0.385
Process101,14,0.28
Process101,14,0.315
Process101,14,0.41000000000000003
Process101,14,0.49
Process101,14,0.3999999999999999
Process101,14,0.575
Process101,14,0.5349999999999999
Process101,14,0.32000000000000006
Process101,14,0.43000000000000005
Process101,14,0.6199999999999999
Process101,14,0.45499999999999996
Process101,14,0.385
Process101,14,0.42500000000000004
Process101,14,0.5149999999999999
Process101,14,0.43499999999999994
Process101,15,0.355
Process101,15,0.32499999999999996
Process101,15,0.6149999999999999
Process101,15,0.42999999999999994
Process101,15,0.33999999999999997
Process101,15,0.435
Process101,15,0.4
Process101,15,0.36000000000000004
Process101,15,0.31999999999999995
Process101,15,0.40499999999999997
Process101,15,0.4
Process101,15,0.245
Process101,15,0.4650000000000001
Process101,15,0.46499999999999997
Process101,15,0.36
Process101,15,0.33999999999999997
Process101,15,0.53
Process101,15,0.355
Process101,15,0.38
Process101,15,0.26
Process101,15,0.5700000000000001
Process101,15,0.35
Process101,15,0.35
Process101,15,0.42500000000000004
Process101,15,0.485
Process101,15,0.45500000000000007
Process101,15,0.355
Process101,15,0.375
Process101,15,0.285
Process101,15,0.33499999999999996
Process101,15,0.505
Process101,15,0.4600000000000001
Process101,15,0.485
Process101,15,0.35
Process101,15,0.43500000000000005
Process101,15,0.32999999999999996
Process101,15,0.29499999999999993
Process101,15,0.33999999999999997
Process101,15,0.23
Process101,15,0.355
Process101,15,0.27499999999999997
Process101,15,0.46499999999999997
Process101,15,0.44999999999999996
Process101,15,0.515
Process101,15,0.32999999999999996
Process101,15,0.45
Process101,15,0.52
Process101,15,0.44
Process101,15,0.39499999999999996
Process101,15,0.30999999999999994
Process101,16,0.27999999999999997
Process101,16,0.29999999999999993
Process101,16,0.35
Process101,16,0.305
Process101,16,0.455
Process101,16,0.41000000000000003
Process101,16,0.53
Process101,16,0.2849999999999999
Process101,16,0.385
Process101,16,0.32999999999999996
Process101,16,0.5799999999999998
Process101,16,0.42500000000000004
Process101,16,0.41500000000000004
Process101,16,0.42000000000000004
Process101,16,0.32499999999999996
Process101,16,0.31499999999999995
Process101,16,0.585
Process101,16,0.43999999999999995
Process101,16,0.41999999999999993
Process101,16,0.39499999999999996
Process101,16,0.36
Process101,16,0.43500000000000005
Process101,16,0.52
Process101,16,0.31999999999999995
Process101,16,0.54
Process101,16,0.27999999999999997
Process101,16,0.365
Process101,16,0.36
Process101,16,0.44499999999999995
Process101,16,0.4600000000000001
Process101,16,0.445
Process101,16,0.30499999999999994
Process101,16,0.28500000000000003
Process101,16,0.41500000000000004
Process101,16,0.55
Process101,16,0.385
Process101,16,0.245
Process101,16,0.32499999999999996
Process101,16,0.43999999999999995
Process101,16,0.33499999999999996
Process101,16,0.46499999999999997
Process101,16,0.39999999999999997
Process101,16,0.375
Process101,16,0.525
Process101,16,0.53
Process101,16,0.4
Process101,16,0.45
Process101,16,0.465
Process101,16,0.295
Process101,16,0.355
Process101,17,0.23499999999999996
Process101,17,0.27999999999999997
Process101,17,0.39999999999999997
Process101,17,0.28500000000000003
Process101,17,0.27
Process101,17,0.42
Process101,17,0.45499999999999996
Process101,17,0.38
Process101,17,0.46499999999999997
Process101,17,0.425
Process101,17,0.36
Process101,17,0.31999999999999995
Process101,17,0.5
Process101,17,0.5349999999999999
Process101,17,0.39999999999999997
Process101,17,0.31999999999999995
Process101,17,0.48499999999999993
Process101,17,0.265
Process101,17,0.29499999999999993
Process101,17,0.395
Process101,17,0.4
Process101,17,0.365
Process101,17,0.3
Process101,17,0.30499999999999994
Process101,17,0.35
Process101,17,0.39999999999999997
Process101,17,0.48
Process101,17,0.365
Process101,17,0.4049999999999999
Process101,17,0.425
Process101,17,0.29000000000000004
Process101,17,0.305
Process101,17,0.47
Process101,17,0.38
Process101,17,0.32499999999999996
Process101,17,0.32500000000000007
Process101,17,0.37
Process101,17,0.5
Process101,17,0.315
Process101,17,0.305
Process101,17,0.385
Process101,17,0.51
Process101,17,0.29499999999999993
Process101,17,0.47000000000000003
Process101,17,0.32999999999999996
Process101,17,0.425
Process101,17,0.355
Process101,17,0.29999999999999993
Process101,17,0.5249999999999999
Process101,17,0.37000000000000005
Process101,18,0.42
Process101,18,0.27999999999999997
Process101,18,0.405
Process101,18,0.36999999999999994
Process101,18,0.355
Process101,18,0.39499999999999996
Process101,18,0.29500000000000004
Process101,18,0.58
Process101,18,0.355
Process101,18,0.365
Process101,18,0.32499999999999996
Process101,18,0.38
Process101,18,0.43999999999999995
Process101,18,0.28500000000000003
Process101,18,0.38499999999999995
Process101,18,0.4049999999999999
Process101,18,0.32999999999999996
Process101,18,0.5349999999999999
Process101,18,0.47000000000000003
Process101,18,0.36
Process101,18,0.24
Process101,18,0.345
Process101,18,0.265
Process101,18,0.29999999999999993
Process101,18,0.37999999999999995
Process101,18,0.4
Process101,18,0.30999999999999994
Process101,18,0.345
Process101,18,0.33499999999999996
Process101,18,0.42000000000000004
Process101,18,0.395
Process101,18,0.5299999999999999
Process101,18,0.39999999999999997
Process101,18,0.405
Process101,18,0.26999999999999996
Process101,18,0.29499999999999993
Process101,18,0.355
Process101,18,0.32999999999999996
Process101,18,0.44499999999999995
Process101,18,0.485
Process101,18,0.43500000000000005
Process101,18,0.35500000000000004
Process101,18,0.38
Process101,18,0.30999999999999994
Process101,18,0.32499999999999996
Process101,18,0.36
Process101,18,0.46
Process101,18,0.44499999999999995
Process101,18,0.32999999999999996
Process101,18,0.29499999999999993
Process101,19,0.31499999999999995
Process101,19,0.39999999999999997
Process101,19,0.385
Process101,19,0.34500000000000003
Process101,19,0.415
Process101,19,0.2849999999999999
Process101,19,0.5750000000000001
Process101,19,0.48499999999999993
Process101,19,0.24999999999999997
Process101,19,0.31499999999999995
Process101,19,0.375
Process101,19,0.33999999999999997
Process101,19,0.28
Process101,19,0.345
Process101,19,0.255
Process101,19,0.30999999999999994
Process101,19,0.45499999999999996
Process101,19,0.41500000000000004
Process101,19,0.51
Process101,19,0.42500000000000004
Process101,19,0.43499999999999994
Process101,19,0.33999999999999997
Process101,19,0.275
Process101,19,0.43999999999999995
Process101,19,0.405
Process101,19,0.31999999999999995
Process101,19,0.355
Process101,19,0.52
Process101,19,0.43500000000000005
Process101,19,0.33499999999999996
Process101,19,0.45999999999999996
Process101,19,0.22999999999999998
Process101,19,0.26
Process101,19,0.29000000000000004
Process101,19,0.33999999999999997
Process101,19,0.55
Process101,19,0.26
Process101,19,0.365
Process101,19,0.29500000000000004
Process101,19,0.36
Process101,19,0.41500000000000004
Process101,19,0.47
Process101,19,0.37
Process101,19,0.2899999999999999
Process101,19,0.5249999999999999
Process101,19,0.39
Process101,19,0.24499999999999997
Process101,19,0.32499999999999996
Process101,19,0.275
Process101,19,0.355
Process101,20,0.43499999999999994
Process101,20,0.44499999999999995
Process101,20,0.27
Process101,20,0.27
Process101,20,0.30999999999999994
Process101,20,0.29000000000000004
Process101,20,0.30499999999999994
Process101,20,0.37999999999999995
Process101,20,0.295
Process101,20,0.30000000000000004
Process101,20,0.30999999999999994
Process101,20,0.25999999999999995
Process101,20,0.37999999999999995
Process101,20,0.38
Process101,20,0.42500000000000004
Process101,20,0.43
Process101,20,0.35
Process101,20,0.23
Process101,20,0.20500000000000002
Process101,20,0.24499999999999997
Process101,20,0.32999999999999996
Process101,20,0.355
Process101,20,0.46
Process101,20,0.275
Process101,20,0.20500000000000002
Process101,20,0.32499999999999996
Process101,20,0.37
Process101,20,0.325
Process101,20,0.43999999999999995
Process101,20,0.375
Process101,20,0.2799999999999999
Process101,20,0.30999999999999994
Process101,20,0.5349999999999999
Process101,20,0.36
Process101,20,0.30000000000000004
Process101,20,0.425
Process101,20,0.41500000000000004
Process101,20,0.5499999999999999
Process101,20,0.41500000000000004
Process101,20,0.5
Process101,20,0.365
Process101,20,0.315
Process101,20,0.35
Process101,20,0.375
Process101,20,0.31999999999999995
Process101,20,0.42500000000000004
Process101,20,0.5700000000000001
Process101,20,0.2849999999999999
Process101,20,0.375
Process101,20,0.2799999999999999
Process101,21,0.32999999999999996
