Step,GED,BehavioralProfile
125,0.8208955223880597,0.08496732026143791
126,0.8461538461538461,1.0
127,0.8661417322834646,1.0
128,0.859375,1.0
129,0.859375,1.0
130,0.859375,1.0
131,0.859375,1.0
132,0.859375,1.0
133,0.859375,1.0
134,0.859375,1.0
135,0.8527131782945736,1.0
136,0.8461538461538461,1.0
137,0.8461538461538461,1.0
138,0.8396946564885497,1.0
139,0.8333333333333334,1.0
140,0.8333333333333334,1.0
141,0.8396946564885497,1.0
142,0.8333333333333334,1.0
143,0.8333333333333334,1.0
144,0.8270676691729324,0.5294117647058824
145,0.8208955223880597,0.32679738562091504
146,0.8208955223880597,0.3006535947712418
147,0.8148148148148149,0.29411764705882354
148,0.8148148148148149,0.2875816993464052
149,0.8148148148148149,0.29411764705882354
150,0.7971014492753623,0.24183006535947713
151,0.7971014492753623,0.2875816993464052
152,0.7971014492753623,0.30718954248366015
153,0.7971014492753623,0.27450980392156865
154,0.8148148148148149,0.3333333333333333
155,0.7971014492753623,0.2679738562091503
156,0.8148148148148149,0.32679738562091504
157,0.7971014492753623,0.3006535947712418
158,0.7971014492753623,0.3006535947712418
159,0.7971014492753623,0.2875816993464052
160,0.7971014492753623,0.26143790849673204
161,0.8148148148148149,0.4117647058823529
162,0.7971014492753623,0.27450980392156865
163,0.8029197080291971,0.24836601307189543
164,0.8148148148148149,0.2549019607843137
165,0.8029197080291971,0.23529411764705882
166,0.8148148148148149,0.27450980392156865
167,0.8088235294117647,0.27450980392156865
168,0.8088235294117647,0.2549019607843137
169,0.8088235294117647,0.2679738562091503
170,0.8088235294117647,0.2679738562091503
171,0.8029197080291971,0.29411764705882354
172,0.7971014492753623,0.24836601307189543
173,0.7971014492753623,0.3562091503267974
174,0.7971014492753623,0.2549019607843137
175,0.7971014492753623,0.43137254901960786
176,0.7971014492753623,0.29411764705882354
177,0.7971014492753623,0.30718954248366015
178,0.7971014492753623,0.24183006535947713
179,0.7971014492753623,0.2549019607843137
180,0.8029197080291971,0.38562091503267976
181,0.7971014492753623,0.3137254901960784
182,0.8461538461538461,1.0
183,0.8372093023255813,1.0
184,0.8307692307692307,1.0
185,0.8307692307692307,1.0
186,0.8307692307692307,1.0
187,0.8307692307692307,1.0
188,0.8307692307692307,1.0
189,0.8244274809160306,0.9967320261437909
190,0.8181818181818181,0.20915032679738563
191,0.8120300751879699,0.032679738562091505
192,0.8120300751879699,0.032679738562091505
193,0.8059701492537313,0.06535947712418301
194,0.8,0.032679738562091505
195,0.8,0.032679738562091505
196,0.8,0.032679738562091505
197,0.7941176470588236,0.032679738562091505
198,0.7883211678832117,0.032679738562091505
199,0.7883211678832117,0.032679738562091505
200,0.7883211678832117,0.032679738562091505
201,0.7883211678832117,0.032679738562091505
202,0.7883211678832117,0.032679738562091505
203,0.7883211678832117,0.10457516339869281
204,0.7883211678832117,0.032679738562091505
205,0.7883211678832117,0.032679738562091505
206,0.7883211678832117,0.032679738562091505
