model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapAct,,GED-Similarity
Process25,2,1,3,1,1,2,2,12,0.376237624
Process25,2,1,3,1,1,2,3,13,0.494623656
Process25,2,1,3,1,1,3,0,11,0.612244898
Process25,2,1,3,1,1,3,1,12,0.346938776
Process25,2,1,3,1,1,3,2,13,0.346938776
Process25,2,1,3,1,1,3,3,14,0.463157895
Process25,2,1,3,1,2,0,0,9,0.647058824
Process25,2,1,3,1,2,0,1,10,0.547368421
Process25,2,1,3,1,2,0,2,11,0.442105263
Process25,2,1,3,1,2,0,3,12,0.23655914
Process25,2,1,3,1,2,1,0,10,0.574074074
Process25,2,1,3,1,2,1,1,11,0.489795918
Process25,2,1,3,1,2,1,2,12,0.340425532
Process25,2,1,3,1,2,1,3,13,0.387755102
Process25,2,1,3,1,2,2,0,11,0.776699029
Process25,2,1,3,1,2,2,1,12,0.384615385
Process25,2,1,3,1,2,2,2,13,0.383838384
Process25,2,1,3,1,2,2,3,14,0.301075269
Process25,2,1,3,1,2,3,0,12,0.54
Process25,2,1,3,1,2,3,1,13,0.427184466
Process25,2,1,3,1,2,3,2,14,0.529411765
Process25,2,1,3,1,2,3,3,15,0.42
Process25,2,1,3,1,3,0,0,10,0.764705882
Process25,2,1,3,1,3,0,1,11,0.495049505
Process25,2,1,3,1,3,0,2,12,0.336448598
Process25,2,1,3,1,3,0,3,13,0.3
Process25,2,1,3,1,3,1,0,11,0.75
Process25,2,1,3,1,3,1,1,12,0.433962264
Process25,2,1,3,1,3,1,2,13,0.588235294
Process25,2,1,3,1,3,1,3,14,0.529411765
Process25,2,1,3,1,3,2,0,12,0.633663366
Process25,2,1,3,1,3,2,1,13,0.4
Process25,2,1,3,1,3,2,2,14,0.666666667
Process25,2,1,3,1,3,2,3,15,0.247619048
Process25,2,1,3,1,3,3,0,13,0.529411765
Process25,2,1,3,1,3,3,1,14,0.505263158
Process25,2,1,3,1,3,3,2,15,0.532110092
Process25,2,1,3,1,3,3,3,16,0.450980392
Process25,2,1,3,2,0,0,0,8,0.617021277
Process25,2,1,3,2,0,0,1,9,0.326530612
Process25,2,1,3,2,0,0,2,10,0.333333333
Process25,2,1,3,2,0,0,3,11,0.306122449
Process25,2,1,3,2,0,1,0,9,0.6
Process25,2,1,3,2,0,1,1,10,0.361702128
Process25,2,1,3,2,0,1,2,11,0.505050505
Process25,2,1,3,2,0,1,3,12,0.356435644
Process25,2,1,3,2,0,2,0,10,0.574468085
Process25,2,1,3,2,0,2,1,11,0.565656566
Process25,2,1,3,2,0,2,2,12,0.277227723
Process25,2,1,3,2,0,2,3,13,0.435643564
Process25,2,1,3,2,0,3,0,11,0.537634409
Process25,2,1,3,2,0,3,1,12,0.382978723
Process25,2,1,3,2,0,3,2,13,0.504854369
Process25,2,1,3,2,0,3,3,14,0.288461538
Process25,2,1,3,2,1,0,0,9,0.601941748
Process25,2,1,3,2,1,0,1,10,0.421052632
Process25,2,1,3,2,1,0,2,11,0.549019608
Process25,2,1,3,2,1,0,3,12,0.352941176
Process25,2,1,3,2,1,1,0,10,0.5
Process25,2,1,3,2,1,1,1,11,0.453608247
Process25,2,1,3,2,1,1,2,12,0.375
Process25,2,1,3,2,1,1,3,13,0.226804124
Process25,2,1,3,2,1,2,0,11,0.45045045
Process25,2,1,3,2,1,2,1,12,0.359550562
Process25,2,1,3,2,1,2,2,13,0.367346939
Process25,2,1,3,2,1,2,3,14,0.303030303
Process25,2,1,3,2,1,3,0,12,0.601941748
Process25,2,1,3,2,1,3,1,13,0.315789474
Process25,2,1,3,2,1,3,2,14,0.509803922
Process25,2,1,3,2,1,3,3,15,0.449438202
Process25,2,1,3,2,2,0,0,10,0.71559633
Process25,2,1,3,2,2,0,1,11,0.336842105
Process25,2,1,3,2,2,0,2,12,0.277227723
Process25,2,1,3,2,2,0,3,13,0.301075269
Process25,2,1,3,2,2,1,0,11,0.770642202
Process25,2,1,3,2,2,1,1,12,0.509803922
Process25,2,1,3,2,2,1,2,13,0.556701031
Process25,2,1,3,2,2,1,3,14,0.336633663
Process25,2,1,3,2,2,2,0,12,0.678899083
Process25,2,1,3,2,2,2,1,13,0.415841584
Process25,2,1,3,2,2,2,2,14,0.461538462
Process25,2,1,3,2,2,2,3,15,0.266666667
Process25,2,1,3,2,2,3,0,13,0.577777778
Process25,2,1,3,2,2,3,1,14,0.621359223
Process25,2,1,3,2,2,3,2,15,0.326530612
Process25,2,1,3,2,2,3,3,16,0.295454545
Process25,2,1,3,2,3,0,0,11,0.540540541
Process25,2,1,3,2,3,0,1,12,0.38
Process25,2,1,3,2,3,0,2,13,0.235294118
Process25,2,1,3,2,3,0,3,14,0.408163265
Process25,2,1,3,2,3,1,0,12,0.536082474
Process25,2,1,3,2,3,1,1,13,0.484210526
Process25,2,1,3,2,3,1,2,14,0.264150943
Process25,2,1,3,2,3,1,3,15,0.36
Process25,2,1,3,2,3,2,0,13,0.534653465
Process25,2,1,3,2,3,2,1,14,0.505263158
Process25,2,1,3,2,3,2,2,15,0.311111111
Process25,2,1,3,2,3,2,3,16,0.285714286
Process25,2,1,3,2,3,3,0,14,0.598130841
Process25,2,1,3,2,3,3,1,15,0.54
Process25,2,1,3,2,3,3,2,16,0.189473684
Process25,2,1,3,2,3,3,3,17,0.333333333
Process25,2,1,3,3,0,0,0,9,0.61682243
Process25,2,1,3,3,0,0,1,10,0.469387755
Process25,2,1,3,3,0,0,2,11,0.481481481
Process25,2,1,3,3,0,0,3,12,0.282608696
Process25,2,1,3,3,0,1,0,10,0.349514563
Process25,2,1,3,3,0,1,1,11,0.352941176
Process25,2,1,3,3,0,1,2,12,0.416666667
Process25,2,1,3,3,0,1,3,13,0.242424242
Process25,2,1,3,3,0,2,0,11,0.358490566
Process25,2,1,3,3,0,2,1,12,0.647058824
Process25,2,1,3,3,0,2,2,13,0.509433962
Process25,2,1,3,3,0,2,3,14,0.336842105
Process25,2,1,3,3,0,3,0,12,0.411764706
Process25,2,1,3,3,0,3,1,13,0.455445545
Process25,2,1,3,3,0,3,2,14,0.422222222
Process25,2,1,3,3,0,3,3,15,0.212765957
Process25,2,1,3,3,1,0,0,10,0.470588235
Process25,2,1,3,3,1,0,1,11,0.537037037
Process25,2,1,3,3,1,0,2,12,0.306122449
Process25,2,1,3,3,1,0,3,13,0.36
Process25,2,1,3,3,1,1,0,11,0.596153846
Process25,2,1,3,3,1,1,1,12,0.59047619
Process25,2,1,3,3,1,1,2,13,0.273684211
Process25,2,1,3,3,1,1,3,14,0.254901961
Process25,2,1,3,3,1,2,0,12,0.625
Process25,2,1,3,3,1,2,1,13,0.34
Process25,2,1,3,3,1,2,2,14,0.351648352
Process25,2,1,3,3,1,2,3,15,0.378378378
Process25,2,1,3,3,1,3,0,13,0.476190476
Process25,2,1,3,3,1,3,1,14,0.329896907
Process25,2,1,3,3,1,3,2,15,0.378947368
Process25,2,1,3,3,1,3,3,16,0.29787234
Process25,2,1,3,3,2,0,0,11,0.475247525
Process25,2,1,3,3,2,0,1,12,0.277227723
Process25,2,1,3,3,2,0,2,13,0.469387755
Process25,2,1,3,3,2,0,3,14,0.324324324
Process25,2,1,3,3,2,1,0,12,0.598130841
Process25,2,1,3,3,2,1,1,13,0.458333333
Process25,2,1,3,3,2,1,2,14,0.367346939
Process25,2,1,3,3,2,1,3,15,0.245283019
Process25,2,1,3,3,2,2,0,13,0.34
Process25,2,1,3,3,2,2,1,14,0.603773585
Process25,2,1,3,3,2,2,2,15,0.514285714
Process25,2,1,3,3,2,2,3,16,0.237623762
Process25,2,1,3,3,2,3,0,14,0.622641509
Process25,2,1,3,3,2,3,1,15,0.607843137
Process25,2,1,3,3,2,3,2,16,0.349514563
Process25,2,1,3,3,2,3,3,17,0.435643564
Process25,2,1,3,3,3,0,0,12,0.596153846
Process25,2,1,3,3,3,0,1,13,0.643478261
Process25,2,1,3,3,3,0,2,14,0.27184466
Process25,2,1,3,3,3,0,3,15,0.162162162
Process25,2,1,3,3,3,1,0,13,0.60952381
Process25,2,1,3,3,3,1,1,14,0.455445545
Process25,2,1,3,3,3,1,2,15,0.411764706
Process25,2,1,3,3,3,1,3,16,0.363636364
Process25,2,1,3,3,3,2,0,14,0.454545455
Process25,2,1,3,3,3,2,1,15,0.358490566
Process25,2,1,3,3,3,2,2,16,0.336633663
Process25,2,1,3,3,3,2,3,17,0.270833333
Process25,2,1,3,3,3,3,0,15,0.514285714
Process25,2,1,3,3,3,3,1,16,0.310679612
Process25,2,1,3,3,3,3,2,17,0.319148936
Process25,2,1,3,3,3,3,3,18,0.330275229
Process25,2,2,0,0,0,0,0,4,0.912280702
Process25,2,2,0,0,0,0,1,5,0.586206897
Process25,2,2,0,0,0,0,2,6,0.472727273
Process25,2,2,0,0,0,0,3,7,0.368421053
Process25,2,2,0,0,0,1,0,5,0.869565217
Process25,2,2,0,0,0,1,1,6,0.689655172
Process25,2,2,0,0,0,1,2,7,0.67826087
Process25,2,2,0,0,0,1,3,8,0.389380531
Process25,2,2,0,0,0,2,0,6,0.892857143
Process25,2,2,0,0,0,2,1,7,0.796460177
Process25,2,2,0,0,0,2,2,8,0.553571429
Process25,2,2,0,0,0,2,3,9,0.303571429
Process25,2,2,0,0,0,3,0,7,0.831858407
Process25,2,2,0,0,0,3,1,8,0.605504587
Process25,2,2,0,0,0,3,2,9,0.446428571
Process25,2,2,0,0,0,3,3,10,0.596153846
Process25,2,2,0,0,1,0,0,5,0.904347826
Process25,2,2,0,0,1,0,1,6,0.789473684
Process25,2,2,0,0,1,0,2,7,0.429906542
Process25,2,2,0,0,1,0,3,8,0.336448598
Process25,2,2,0,0,1,1,0,6,0.912280702
Process25,2,2,0,0,1,1,1,7,0.622641509
Process25,2,2,0,0,1,1,2,8,0.539130435
Process25,2,2,0,0,1,1,3,9,0.385321101
Process25,2,2,0,0,1,2,0,7,0.877192982
Process25,2,2,0,0,1,2,1,8,0.720720721
Process25,2,2,0,0,1,2,2,9,0.556521739
Process25,2,2,0,0,1,2,3,10,0.532110092
Process25,2,2,0,0,1,3,0,8,0.875
Process25,2,2,0,0,1,3,1,9,0.839285714
Process25,2,2,0,0,1,3,2,10,0.571428571
Process25,2,2,0,0,1,3,3,11,0.291262136
Process25,2,2,0,0,2,0,0,6,0.896551724
Process25,2,2,0,0,2,0,1,7,0.677966102
Process25,2,2,0,0,2,0,2,8,0.542372881
Process25,2,2,0,0,2,0,3,9,0.27027027
Process25,2,2,0,0,2,1,0,7,0.886956522
Process25,2,2,0,0,2,1,1,8,0.789473684
Process25,2,2,0,0,2,1,2,9,0.869565217
Process25,2,2,0,0,2,1,3,10,0.438596491
Process25,2,2,0,0,2,2,0,8,0.844827586
Process25,2,2,0,0,2,2,1,9,0.649122807
Process25,2,2,0,0,2,2,2,10,0.411764706
Process25,2,2,0,0,2,2,3,11,0.460176991
Process25,2,2,0,0,2,3,0,9,0.859649123
Process25,2,2,0,0,2,3,1,10,0.619469027
Process25,2,2,0,0,2,3,2,11,0.336283186
Process25,2,2,0,0,2,3,3,12,0.303571429
Process25,2,2,0,0,3,0,0,7,0.86440678
Process25,2,2,0,0,3,0,1,8,0.68907563
Process25,2,2,0,0,3,0,2,9,0.504347826
Process25,2,2,0,0,3,0,3,10,0.41025641
Process25,2,2,0,0,3,1,0,8,0.886956522
Process25,2,2,0,0,3,1,1,9,0.810344828
Process25,2,2,0,0,3,1,2,10,0.607142857
Process25,2,2,0,0,3,1,3,11,0.5
Process25,2,2,0,0,3,2,0,9,0.902654867
Process25,2,2,0,0,3,2,1,10,0.678571429
Process25,2,2,0,0,3,2,2,11,0.509090909
Process25,2,2,0,0,3,2,3,12,0.490566038
Process25,2,2,0,0,3,3,0,10,0.852173913
Process25,2,2,0,0,3,3,1,11,0.643478261
Process25,2,2,0,0,3,3,2,12,0.655172414
Process25,2,2,0,0,3,3,3,13,0.392857143
Process25,2,2,0,1,0,0,0,5,0.739495798
Process25,2,2,0,1,0,0,1,6,0.478632479
Process25,2,2,0,1,0,0,2,7,0.347826087
Process25,2,2,0,1,0,0,3,8,0.230088496
Process25,2,2,0,1,0,1,0,6,0.842105263
Process25,2,2,0,1,0,1,1,7,0.637931034
Process25,2,2,0,1,0,1,2,8,0.559322034
Process25,2,2,0,1,0,1,3,9,0.440366972
Process25,2,2,0,1,0,2,0,7,0.672566372
Process25,2,2,0,1,0,2,1,8,0.537037037
Process25,2,2,0,1,0,2,2,9,0.311926606
Process25,2,2,0,1,0,2,3,10,0.486486486
Process25,2,2,0,1,0,3,0,8,0.601769912
Process25,2,2,0,1,0,3,1,9,0.5
Process25,2,2,0,1,0,3,2,10,0.265486726
Process25,2,2,0,1,0,3,3,11,0.293577982
Process25,2,2,0,1,1,0,0,6,0.615384615
Process25,2,2,0,1,1,0,1,7,0.568965517
Process25,2,2,0,1,1,0,2,8,0.413793103
Process25,2,2,0,1,1,0,3,9,0.247787611
Process25,2,2,0,1,1,1,0,7,0.886956522
Process25,2,2,0,1,1,1,1,8,0.775862069
Process25,2,2,0,1,1,1,2,9,0.517241379
Process25,2,2,0,1,1,1,3,10,0.446428571
Process25,2,2,0,1,1,2,0,8,0.614035088
Process25,2,2,0,1,1,2,1,9,0.666666667
Process25,2,2,0,1,1,2,2,10,0.446428571
Process25,2,2,0,1,1,2,3,11,0.452173913
Process25,2,2,0,1,1,3,0,9,0.743362832
Process25,2,2,0,1,1,3,1,10,0.353982301
Process25,2,2,0,1,1,3,2,11,0.517857143
Process25,2,2,0,1,1,3,3,12,0.371681416
Process25,2,2,0,1,2,0,0,7,0.683760684
Process25,2,2,0,1,2,0,1,8,0.543859649
Process25,2,2,0,1,2,0,2,9,0.593220339
Process25,2,2,0,1,2,0,3,10,0.407079646
Process25,2,2,0,1,2,1,0,8,0.793103448
Process25,2,2,0,1,2,1,1,9,0.535714286
Process25,2,2,0,1,2,1,2,10,0.660869565
Process25,2,2,0,1,2,1,3,11,0.368421053
Process25,2,2,0,1,2,2,0,9,0.756302521
Process25,2,2,0,1,2,2,1,10,0.620689655
Process25,2,2,0,1,2,2,2,11,0.406779661
Process25,2,2,0,1,2,2,3,12,0.403508772
Process25,2,2,0,1,2,3,0,10,0.724137931
Process25,2,2,0,1,2,3,1,11,0.477876106
Process25,2,2,0,1,2,3,2,12,0.696428571
Process25,2,2,0,1,2,3,3,13,0.478632479
Process25,2,2,0,1,3,0,0,8,0.813559322
Process25,2,2,0,1,3,0,1,9,0.830508475
Process25,2,2,0,1,3,0,2,10,0.52991453
Process25,2,2,0,1,3,0,3,11,0.362068966
Process25,2,2,0,1,3,1,0,9,0.620689655
Process25,2,2,0,1,3,1,1,10,0.603448276
Process25,2,2,0,1,3,1,2,11,0.330275229
Process25,2,2,0,1,3,1,3,12,0.672727273
Process25,2,2,0,1,3,2,0,10,0.869565217
Process25,2,2,0,1,3,2,1,11,0.643478261
Process25,2,2,0,1,3,2,2,12,0.517241379
Process25,2,2,0,1,3,2,3,13,0.27826087
Process25,2,2,0,1,3,3,0,11,0.765217391
Process25,2,2,0,1,3,3,1,12,0.539130435
Process25,2,2,0,1,3,3,2,13,0.464285714
Process25,2,2,0,1,3,3,3,14,0.434782609
Process25,2,2,0,2,0,0,0,6,0.706896552
Process25,2,2,0,2,0,0,1,7,0.614035088
Process25,2,2,0,2,0,0,2,8,0.365217391
Process25,2,2,0,2,0,0,3,9,0.363636364
Process25,2,2,0,2,0,1,0,7,0.689655172
Process25,2,2,0,2,0,1,1,8,0.817391304
Process25,2,2,0,2,0,1,2,9,0.311926606
Process25,2,2,0,2,0,1,3,10,0.261682243
Process25,2,2,0,2,0,2,0,8,0.689655172
Process25,2,2,0,2,0,2,1,9,0.747826087
Process25,2,2,0,2,0,2,2,10,0.267857143
Process25,2,2,0,2,0,2,3,11,0.245614035
Process25,2,2,0,2,0,3,0,9,0.396551724
Process25,2,2,0,2,0,3,1,10,0.778761062
Process25,2,2,0,2,0,3,2,11,0.300884956
Process25,2,2,0,2,0,3,3,12,0.495575221
Process25,2,2,0,2,1,0,0,7,0.769230769
Process25,2,2,0,2,1,0,1,8,0.576271186
Process25,2,2,0,2,1,0,2,9,0.363636364
Process25,2,2,0,2,1,0,3,10,0.504347826
Process25,2,2,0,2,1,1,0,8,0.593220339
Process25,2,2,0,2,1,1,1,9,0.586206897
Process25,2,2,0,2,1,1,2,10,0.283185841
Process25,2,2,0,2,1,1,3,11,0.568965517
Process25,2,2,0,2,1,2,0,9,0.730434783
Process25,2,2,0,2,1,2,1,10,0.482758621
Process25,2,2,0,2,1,2,2,11,0.434782609
Process25,2,2,0,2,1,2,3,12,0.573913043
Process25,2,2,0,2,1,3,0,10,0.877192982
Process25,2,2,0,2,1,3,1,11,0.560747664
Process25,2,2,0,2,1,3,2,12,0.542372881
Process25,2,2,0,2,1,3,3,13,0.432432432
Process25,2,2,0,2,2,0,0,8,0.898305085
Process25,2,2,0,2,2,0,1,9,0.302521008
Process25,2,2,0,2,2,0,2,10,0.586206897
Process25,2,2,0,2,2,0,3,11,0.381818182
Process25,2,2,0,2,2,1,0,9,0.644067797
Process25,2,2,0,2,2,1,1,10,0.512820513
Process25,2,2,0,2,2,1,2,11,0.460176991
Process25,2,2,0,2,2,1,3,12,0.478632479
Process25,2,2,0,2,2,2,0,10,0.747826087
Process25,2,2,0,2,2,2,1,11,0.603448276
Process25,2,2,0,2,2,2,2,12,0.293103448
Process25,2,2,0,2,2,2,3,13,0.339622642
Process25,2,2,0,2,2,3,0,11,0.74137931
Process25,2,2,0,2,2,3,1,12,0.478632479
Process25,2,2,0,2,2,3,2,13,0.564102564
Process25,2,2,0,2,2,3,3,14,0.396396396
Process25,2,2,0,2,3,0,0,9,0.87394958
Process25,2,2,0,2,3,0,1,10,0.68907563
Process25,2,2,0,2,3,0,2,11,0.254237288
Process25,2,2,0,2,3,0,3,12,0.268907563
Process25,2,2,0,2,3,1,0,10,0.576271186
Process25,2,2,0,2,3,1,1,11,0.548672566
Process25,2,2,0,2,3,1,2,12,0.306306306
Process25,2,2,0,2,3,1,3,13,0.234234234
Process25,2,2,0,2,3,2,0,11,0.728813559
Process25,2,2,0,2,3,2,1,12,0.495726496
Process25,2,2,0,2,3,2,2,13,0.427350427
Process25,2,2,0,2,3,2,3,14,0.247787611
Process25,2,2,0,2,3,3,0,12,0.67826087
Process25,2,2,0,2,3,3,1,13,0.568965517
Process25,2,2,0,2,3,3,2,14,0.539130435
Process25,2,2,0,2,3,3,3,15,0.379310345
Process25,2,2,0,3,0,0,0,7,0.666666667
Process25,2,2,0,3,0,0,1,8,0.420168067
Process25,2,2,0,3,0,0,2,9,0.275229358
Process25,2,2,0,3,0,0,3,10,0.259259259
Process25,2,2,0,3,0,1,0,8,0.588235294
Process25,2,2,0,3,0,1,1,9,0.381818182
Process25,2,2,0,3,0,1,2,10,0.275862069
Process25,2,2,0,3,0,1,3,11,0.446428571
Process25,2,2,0,3,0,2,0,9,0.765217391
Process25,2,2,0,3,0,2,1,10,0.482758621
Process25,2,2,0,3,0,2,2,11,0.608695652
Process25,2,2,0,3,0,2,3,12,0.228070175
Process25,2,2,0,3,0,3,0,10,0.50877193
Process25,2,2,0,3,0,3,1,11,0.495575221
Process25,2,2,0,3,0,3,2,12,0.472727273
Process25,2,2,0,3,0,3,3,13,0.27826087
Process25,2,2,0,3,1,0,0,8,0.672268908
Process25,2,2,0,3,1,0,1,9,0.4
Process25,2,2,0,3,1,0,2,10,0.396551724
Process25,2,2,0,3,1,0,3,11,0.341880342
Process25,2,2,0,3,1,1,0,9,0.564102564
Process25,2,2,0,3,1,1,1,10,0.537815126
Process25,2,2,0,3,1,1,2,11,0.263157895
Process25,2,2,0,3,1,1,3,12,0.319327731
Process25,2,2,0,3,1,2,0,10,0.534482759
Process25,2,2,0,3,1,2,1,11,0.461538462
Process25,2,2,0,3,1,2,2,12,0.49122807
Process25,2,2,0,3,1,2,3,13,0.321428571
Process25,2,2,0,3,1,3,0,11,0.64957265
Process25,2,2,0,3,1,3,1,12,0.4
Process25,2,2,0,3,1,3,2,13,0.385321101
Process25,2,2,0,3,1,3,3,14,0.23853211
Process25,2,2,0,3,2,0,0,9,0.420168067
Process25,2,2,0,3,2,0,1,10,0.470588235
Process25,2,2,0,3,2,0,2,11,0.461538462
Process25,2,2,0,3,2,0,3,12,0.376068376
Process25,2,2,0,3,2,1,0,10,0.606557377
Process25,2,2,0,3,2,1,1,11,0.434782609
Process25,2,2,0,3,2,1,2,12,0.35
Process25,2,2,0,3,2,1,3,13,0.336448598
Process25,2,2,0,3,2,2,0,11,0.512820513
Process25,2,2,0,3,2,2,1,12,0.586206897
Process25,2,2,0,3,2,2,2,13,0.434782609
Process25,2,2,0,3,2,2,3,14,0.280701754
Process25,2,2,0,3,2,3,0,12,0.603448276
Process25,2,2,0,3,2,3,1,13,0.389830508
Process25,2,2,0,3,2,3,2,14,0.456140351
Process25,2,2,0,3,2,3,3,15,0.272727273
Process25,2,2,0,3,3,0,0,10,0.566666667
Process25,2,2,0,3,3,0,1,11,0.423728814
Process25,2,2,0,3,3,0,2,12,0.448275862
Process25,2,2,0,3,3,0,3,13,0.4
Process25,2,2,0,3,3,1,0,11,0.520325203
Process25,2,2,0,3,3,1,1,12,0.383333333
Process25,2,2,0,3,3,1,2,13,0.459016393
Process25,2,2,0,3,3,1,3,14,0.376068376
Process25,2,2,0,3,3,2,0,12,0.576271186
Process25,2,2,0,3,3,2,1,13,0.338983051
Process25,2,2,0,3,3,2,2,14,0.369747899
Process25,2,2,0,3,3,2,3,15,0.444444444
Process25,2,2,0,3,3,3,0,13,0.393162393
Process25,2,2,0,3,3,3,1,14,0.362068966
Process25,2,2,0,3,3,3,2,15,0.372881356
Process25,2,2,0,3,3,3,3,16,0.205128205
Process25,2,2,1,0,0,0,0,5,0.745098039
Process25,2,2,1,0,0,0,1,6,0.814159292
Process25,2,2,1,0,0,0,2,7,0.513761468
Process25,2,2,1,0,0,0,3,8,0.320754717
Process25,2,2,1,0,0,1,0,6,0.79245283
Process25,2,2,1,0,0,1,1,7,0.754385965
Process25,2,2,1,0,0,1,2,8,0.480769231
Process25,2,2,1,0,0,1,3,9,0.264150943
Process25,2,2,1,0,0,2,0,7,0.754716981
Process25,2,2,1,0,0,2,1,8,0.785046729
Process25,2,2,1,0,0,2,2,9,0.534653465
Process25,2,2,1,0,0,2,3,10,0.504504505
Process25,2,2,1,0,0,3,0,8,0.788461538
Process25,2,2,1,0,0,3,1,9,0.641509434
Process25,2,2,1,0,0,3,2,10,0.558558559
Process25,2,2,1,0,0,3,3,11,0.504504505
Process25,2,2,1,0,1,0,0,6,0.862385321
Process25,2,2,1,0,1,0,1,7,0.576923077
Process25,2,2,1,0,1,0,2,8,0.672566372
Process25,2,2,1,0,1,0,3,9,0.366972477
Process25,2,2,1,0,1,1,0,7,0.854545455
Process25,2,2,1,0,1,1,1,8,0.788990826
Process25,2,2,1,0,1,1,2,9,0.277227723
Process25,2,2,1,0,1,1,3,10,0.326923077
Process25,2,2,1,0,1,2,0,8,0.851851852
Process25,2,2,1,0,1,2,1,9,0.574074074
Process25,2,2,1,0,1,2,2,10,0.446428571
Process25,2,2,1,0,1,2,3,11,0.411214953
Process25,2,2,1,0,1,3,0,9,0.825688073
Process25,2,2,1,0,1,3,1,10,0.542056075
Process25,2,2,1,0,1,3,2,11,0.414414414
Process25,2,2,1,0,1,3,3,12,0.554455446
Process25,2,2,1,0,2,0,0,7,0.872727273
Process25,2,2,1,0,2,0,1,8,0.740740741
Process25,2,2,1,0,2,0,2,9,0.553571429
Process25,2,2,1,0,2,0,3,10,0.482142857
Process25,2,2,1,0,2,1,0,8,0.724137931
Process25,2,2,1,0,2,1,1,9,0.849557522
Process25,2,2,1,0,2,1,2,10,0.388349515
Process25,2,2,1,0,2,1,3,11,0.598130841
Process25,2,2,1,0,2,2,0,9,0.864864865
Process25,2,2,1,0,2,2,1,10,0.46728972
Process25,2,2,1,0,2,2,2,11,0.490196078
Process25,2,2,1,0,2,2,3,12,0.333333333
Process25,2,2,1,0,2,3,0,10,0.788461538
Process25,2,2,1,0,2,3,1,11,0.666666667
Process25,2,2,1,0,2,3,2,12,0.470588235
Process25,2,2,1,0,2,3,3,13,0.367346939
Process25,2,2,1,0,3,0,0,8,0.820512821
Process25,2,2,1,0,3,0,1,9,0.616666667
Process25,2,2,1,0,3,0,2,10,0.425925926
Process25,2,2,1,0,3,0,3,11,0.522522523
Process25,2,2,1,0,3,1,0,9,0.894736842
Process25,2,2,1,0,3,1,1,10,0.552380952
Process25,2,2,1,0,3,1,2,11,0.571428571
Process25,2,2,1,0,3,1,3,12,0.471698113
Process25,2,2,1,0,3,2,0,10,0.770642202
Process25,2,2,1,0,3,2,1,11,0.618181818
Process25,2,2,1,0,3,2,2,12,0.660714286
Process25,2,2,1,0,3,2,3,13,0.442307692
Process25,2,2,1,0,3,3,0,11,0.839285714
Process25,2,2,1,0,3,3,1,12,0.778761062
Process25,2,2,1,0,3,3,2,13,0.517857143
Process25,2,2,1,0,3,3,3,14,0.366972477
Process25,2,2,1,1,0,0,0,6,0.821428571
Process25,2,2,1,1,0,0,1,7,0.452830189
Process25,2,2,1,1,0,0,2,8,0.469565217
Process25,2,2,1,1,0,0,3,9,0.330275229
Process25,2,2,1,1,0,1,0,7,0.803571429
Process25,2,2,1,1,0,1,1,8,0.678571429
Process25,2,2,1,1,0,1,2,9,0.5
Process25,2,2,1,1,0,1,3,10,0.345454545
Process25,2,2,1,1,0,2,0,8,0.828828829
Process25,2,2,1,1,0,2,1,9,0.547169811
Process25,2,2,1,1,0,2,2,10,0.432432432
Process25,2,2,1,1,0,2,3,11,0.371681416
Process25,2,2,1,1,0,3,0,9,0.71559633
Process25,2,2,1,1,0,3,1,10,0.532110092
Process25,2,2,1,1,0,3,2,11,0.464285714
Process25,2,2,1,1,0,3,3,12,0.356435644
Process25,2,2,1,1,1,0,0,7,0.864864865
Process25,2,2,1,1,1,0,1,8,0.52173913
Process25,2,2,1,1,1,0,2,9,0.504504505
Process25,2,2,1,1,1,0,3,10,0.380952381
Process25,2,2,1,1,1,1,0,8,0.757281553
Process25,2,2,1,1,1,1,1,9,0.290909091
Process25,2,2,1,1,1,1,2,10,0.548672566
Process25,2,2,1,1,1,1,3,11,0.348623853
Process25,2,2,1,1,1,2,0,9,0.648648649
Process25,2,2,1,1,1,2,1,10,0.601769912
Process25,2,2,1,1,1,2,2,11,0.339622642
Process25,2,2,1,1,1,2,3,12,0.442477876
Process25,2,2,1,1,1,3,0,10,0.763636364
Process25,2,2,1,1,1,3,1,11,0.648148148
Process25,2,2,1,1,1,3,2,12,0.5
Process25,2,2,1,1,1,3,3,13,0.38
Process25,2,2,1,1,2,0,0,8,0.730434783
Process25,2,2,1,1,2,0,1,9,0.509433962
Process25,2,2,1,1,2,0,2,10,0.324324324
Process25,2,2,1,1,2,0,3,11,0.422018349
Process25,2,2,1,1,2,1,0,9,0.553571429
Process25,2,2,1,1,2,1,1,10,0.623853211
Process25,2,2,1,1,2,1,2,11,0.534653465
Process25,2,2,1,1,2,1,3,12,0.327272727
Process25,2,2,1,1,2,2,0,10,0.581818182
Process25,2,2,1,1,2,2,1,11,0.452830189
Process25,2,2,1,1,2,2,2,12,0.550458716
Process25,2,2,1,1,2,2,3,13,0.568807339
Process25,2,2,1,1,2,3,0,11,0.666666667
Process25,2,2,1,1,2,3,1,12,0.630630631
Process25,2,2,1,1,2,3,2,13,0.486486486
Process25,2,2,1,1,2,3,3,14,0.348623853
Process25,2,2,1,1,3,0,0,9,0.637168142
Process25,2,2,1,1,3,0,1,10,0.526315789
Process25,2,2,1,1,3,0,2,11,0.314814815
Process25,2,2,1,1,3,0,3,12,0.434782609
