model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,,GED,CNE,Jaccard,W-GED,LCS,
Process101,0,0,0,0,2,1,0,3,0.98245614,0.98245614,0.99247619,0.995780591,0.7375,
Process101,0,0,0,0,2,1,1,4,0.886956522,0.886956522,0.8933,0.97228145,0.6525,
Process101,0,0,0,0,2,1,2,5,0.730434783,0.730434783,0.721190476,0.932608696,0.5975,
Process101,0,0,0,0,2,1,3,6,0.67826087,0.67826087,0.781090909,0.919037199,0.61,
Process101,0,0,0,0,2,2,0,4,0.973451327,0.973451327,0.924285714,0.993657505,0.71,
Process101,0,0,0,0,2,2,1,5,0.884955752,0.884955752,0.828132992,0.972222222,0.63,
Process101,0,0,0,0,2,2,2,6,0.796460177,0.796460177,0.805465587,0.950323974,0.6325,
Process101,0,0,0,0,2,2,3,7,0.719298246,0.719298246,0.787,0.930283224,0.5125,
Process101,0,0,0,0,2,3,0,5,0.955752212,0.955752212,0.913142857,0.98940678,0.605,
Process101,0,0,0,0,2,3,1,6,0.814159292,0.814159292,0.869157895,0.954741379,0.6275,
Process101,0,0,0,0,2,3,2,7,0.725663717,0.725663717,0.719001815,0.932461874,0.445,
Process101,0,0,0,0,2,3,3,8,0.75,0.75,0.859578544,0.939130435,0.6425,
Process101,0,0,0,0,3,0,0,3,0.974358974,0.974358974,0.9925,0.993684211,0.5775,
Process101,0,0,0,0,3,0,1,4,0.923076923,0.923076923,0.785,0.980932203,0.73,
Process101,0,0,0,0,3,0,2,5,0.857142857,0.857142857,0.761866667,0.965665236,0.7425,
Process101,0,0,0,0,3,0,3,6,0.769230769,0.769230769,0.803738657,0.941684665,0.67,
Process101,0,0,0,0,3,1,0,4,0.965517241,0.965517241,0.79247619,0.991561181,0.735,
Process101,0,0,0,0,3,1,1,5,0.844827586,0.844827586,0.751976471,0.961456103,0.695,
Process101,0,0,0,0,3,1,2,6,0.869565217,0.869565217,0.883888889,0.967948718,0.5675,
Process101,0,0,0,0,3,1,3,7,0.603448276,0.603448276,0.699762846,0.898454746,0.52,
Process101,0,0,0,0,3,2,0,5,0.956521739,0.956521739,0.794285714,0.989429175,0.7025,
Process101,0,0,0,0,3,2,1,6,0.904347826,0.904347826,0.835625,0.976595745,0.3825,
Process101,0,0,0,0,3,2,2,7,0.782608696,0.782608696,0.867605364,0.94600432,0.67,
Process101,0,0,0,0,3,2,3,8,0.695652174,0.695652174,0.718828523,0.923580786,0.61,
Process101,0,0,0,0,3,3,0,6,0.964912281,0.964912281,0.861818182,0.99154334,0.56,
Process101,0,0,0,0,3,3,1,7,0.875,0.875,0.889733333,0.970021413,0.6125,
Process101,0,0,0,0,3,3,2,8,0.839285714,0.839285714,0.876388889,0.961290323,0.62,
Process101,0,0,0,0,3,3,3,9,0.625,0.625,0.832727273,0.907284768,0.6125,
Process101,0,0,0,1,0,0,0,1,0.886956522,0.886956522,0.931163683,0.962421712,0.645,
Process101,0,0,0,1,0,0,1,2,0.834782609,0.834782609,0.91482746,0.949579832,0.6275,
Process101,0,0,0,1,0,0,2,3,0.834782609,0.834782609,0.919497016,0.949579832,0.6325,
Process101,0,0,0,1,0,0,3,4,0.608695652,0.608695652,0.868899868,0.892008639,0.565,
Process101,0,0,0,1,0,1,0,2,0.877192982,0.877192982,0.939202899,0.960251046,0.735,
Process101,0,0,0,1,0,1,1,3,0.912280702,0.912280702,0.941869565,0.96875,0.6975,
Process101,0,0,0,1,0,1,2,4,0.701754386,0.701754386,0.886202899,0.916666667,0.545,
Process101,0,0,0,1,0,1,3,5,0.736842105,0.736842105,0.892266117,0.925531915,0.5775,
Process101,0,0,0,1,0,2,0,3,0.955752212,0.955752212,0.954012422,0.979253112,0.7,
Process101,0,0,0,1,0,2,1,4,0.867256637,0.867256637,0.922826087,0.958071279,0.64,
Process101,0,0,0,1,0,2,2,5,0.778761062,0.778761062,0.903726708,0.936440678,0.5925,
Process101,0,0,0,1,0,2,3,6,0.637168142,0.637168142,0.87541502,0.900862069,0.5525,
Process101,0,0,0,1,0,3,0,4,0.875,0.875,0.927119565,0.960167715,0.61,
Process101,0,0,0,1,0,3,1,5,0.821428571,0.821428571,0.920060041,0.947257384,0.6475,
Process101,0,0,0,1,0,3,2,6,0.781818182,0.781818182,0.901543249,0.938428875,0.56,
Process101,0,0,0,1,0,3,3,7,0.607142857,0.607142857,0.869889173,0.893939394,0.4925,
Process101,0,0,0,1,1,0,0,2,0.92173913,0.92173913,0.942934783,0.970893971,0.6375,
Process101,0,0,0,1,1,0,1,3,0.869565217,0.869565217,0.926963683,0.958158996,0.6475,
Process101,0,0,0,1,1,0,2,4,0.789473684,0.789473684,0.905138571,0.938689218,0.5275,
Process101,0,0,0,1,1,0,3,5,0.763636364,0.763636364,0.772835377,0.934042553,0.5775,
Process101,0,0,0,1,1,1,0,3,0.929824561,0.929824561,0.945187747,0.972972973,0.6625,
Process101,0,0,0,1,1,1,1,4,0.782608696,0.782608696,0.903480676,0.936575053,0.6775,
Process101,0,0,0,1,1,1,2,5,0.747826087,0.747826087,0.829869565,0.927813163,0.6175,
Process101,0,0,0,1,1,1,3,6,0.67826087,0.67826087,0.811960474,0.91006424,0.535,
Process101,0,0,0,1,1,2,0,4,0.912280702,0.912280702,0.870812747,0.96875,0.66,
Process101,0,0,0,1,1,2,1,5,0.877192982,0.877192982,0.867792642,0.960251046,0.715,
Process101,0,0,0,1,1,2,2,6,0.601769912,0.601769912,0.87115528,0.891774892,0.58,
Process101,0,0,0,1,1,2,3,7,0.803571429,0.803571429,0.842046036,0.942917548,0.675,
Process101,0,0,0,1,1,3,0,5,0.884955752,0.884955752,0.929619565,0.962343096,0.495,
Process101,0,0,0,1,1,3,1,6,0.767857143,0.767857143,0.899232138,0.93418259,0.5275,
Process101,0,0,0,1,1,3,2,7,0.778761062,0.778761062,0.772469565,0.936440678,0.5675,
Process101,0,0,0,1,1,3,3,8,0.678571429,0.678571429,0.885343249,0.912017167,0.62,
Process101,0,0,0,1,2,0,0,3,0.94017094,0.94017094,0.886081686,0.97515528,0.72,
Process101,0,0,0,1,2,0,1,4,0.752136752,0.752136752,0.828869565,0.927966102,0.6275,
Process101,0,0,0,1,2,0,2,5,0.834782609,0.834782609,0.722163683,0.949579832,0.615,
Process101,0,0,0,1,2,0,3,6,0.793103448,0.793103448,0.905702899,0.938818565,0.5225,
Process101,0,0,0,1,2,1,0,4,0.886956522,0.886956522,0.803994565,0.962421712,0.6375,
Process101,0,0,0,1,2,1,1,5,0.827586207,0.827586207,0.846681531,0.947478992,0.6375,
Process101,0,0,0,1,2,1,2,6,0.672413793,0.672413793,0.688572914,0.907922912,0.6125,
Process101,0,0,0,1,2,1,3,7,0.612612613,0.612612613,0.873293808,0.896103896,0.425,
Process101,0,0,0,1,2,2,0,5,0.92173913,0.92173913,0.942099512,0.970893971,0.5875,
Process101,0,0,0,1,2,2,1,6,0.817391304,0.817391304,0.912327055,0.945263158,0.5575,
Process101,0,0,0,1,2,2,2,7,0.747826087,0.747826087,0.827239801,0.927813163,0.3925,
Process101,0,0,0,1,2,2,3,8,0.660869565,0.660869565,0.809960474,0.905579399,0.5425,
Process101,0,0,0,1,2,3,0,6,0.877192982,0.877192982,0.799619565,0.960251046,0.4625,
Process101,0,0,0,1,2,3,1,7,0.831858407,0.831858407,0.847167642,0.949473684,0.5575,
Process101,0,0,0,1,2,3,2,8,0.732142857,0.732142857,0.891083851,0.925373134,0.485,
Process101,0,0,0,1,2,3,3,9,0.623853211,0.623853211,0.801261415,0.9004329,0.42,
Process101,0,0,0,1,3,0,0,4,0.86440678,0.86440678,0.861163683,0.956158664,0.72,
Process101,0,0,0,1,3,0,1,5,0.837606838,0.837606838,0.850558454,0.949685535,0.5675,
Process101,0,0,0,1,3,0,2,6,0.683760684,0.683760684,0.753186281,0.91025641,0.57,
Process101,0,0,0,1,3,0,3,7,0.722222222,0.722222222,0.756982926,0.925053533,0.4725,
Process101,0,0,0,1,3,1,0,5,0.844827586,0.844827586,0.799012422,0.951781971,0.64,
Process101,0,0,0,1,3,1,1,6,0.886956522,0.886956522,0.869936232,0.962421712,0.7175,
Process101,0,0,0,1,3,1,2,7,0.591304348,0.591304348,0.798778656,0.887445887,0.52,
Process101,0,0,0,1,3,1,3,8,0.568965517,0.568965517,0.666372671,0.880694143,0.46,
Process101,0,0,0,1,3,2,0,6,0.886956522,0.886956522,0.932194565,0.962421712,0.5725,
Process101,0,0,0,1,3,2,1,7,0.793103448,0.793103448,0.779202899,0.938818565,0.615,
Process101,0,0,0,1,3,2,2,8,0.706896552,0.706896552,0.755744173,0.91684435,0.5475,
Process101,0,0,0,1,3,2,3,9,0.660869565,0.660869565,0.749315313,0.905579399,0.4725,
Process101,0,0,0,1,3,3,0,7,0.912280702,0.912280702,0.877826087,0.96875,0.5325,
Process101,0,0,0,1,3,3,1,8,0.771929825,0.771929825,0.701425121,0.934322034,0.6075,
Process101,0,0,0,1,3,3,2,9,0.626086957,0.626086957,0.675869565,0.896551724,0.4375,
Process101,0,0,0,1,3,3,3,10,0.643478261,0.643478261,0.746133495,0.901075269,0.5175,
Process101,0,0,0,2,0,0,0,2,0.913793103,0.913793103,0.919833333,0.959266802,0.71,
Process101,0,0,0,2,0,0,1,3,0.879310345,0.879310345,0.902620773,0.950920245,0.6525,
Process101,0,0,0,2,0,0,2,4,0.724137931,0.724137931,0.866166667,0.9125,0.585,
Process101,0,0,0,2,0,0,3,5,0.74137931,0.74137931,0.874345878,0.916839917,0.6625,
Process101,0,0,0,2,0,1,0,3,0.834782609,0.834782609,0.902690476,0.940329218,0.6425,
Process101,0,0,0,2,0,1,1,4,0.852173913,0.852173913,0.897860784,0.944558522,0.6475,
Process101,0,0,0,2,0,1,2,5,0.8,0.8,0.891494253,0.931818182,0.6975,
Process101,0,0,0,2,0,1,3,6,0.626086957,0.626086957,0.845188172,0.888185654,0.51,
Process101,0,0,0,2,0,2,0,4,0.859649123,0.859649123,0.900691667,0.94661191,0.625,
Process101,0,0,0,2,0,2,1,5,0.807017544,0.807017544,0.89014881,0.933884298,0.62,
Process101,0,0,0,2,0,2,2,6,0.722222222,0.722222222,0.861944444,0.916142558,0.585,
Process101,0,0,0,2,0,2,3,7,0.701754386,0.701754386,0.862166667,0.907949791,0.51,
Process101,0,0,0,2,0,3,0,5,0.902654867,0.902654867,0.914514493,0.957055215,0.6875,
Process101,0,0,0,2,0,3,1,6,0.672566372,0.672566372,0.854521505,0.901260504,0.5175,
Process101,0,0,0,2,0,3,2,7,0.796460177,0.796460177,0.88577381,0.931677019,0.4325,
Process101,0,0,0,2,0,3,3,8,0.648648649,0.648648649,0.850166667,0.896624473,0.46,
Process101,0,0,0,2,1,0,0,3,0.769230769,0.769230769,0.813460784,0.923395445,0.64,
Process101,0,0,0,2,1,0,1,4,0.810344828,0.810344828,0.889460784,0.934020619,0.625,
Process101,0,0,0,2,1,0,2,5,0.666666667,0.666666667,0.855681818,0.897274633,0.4,
Process101,0,0,0,2,1,0,3,6,0.637931034,0.637931034,0.849621212,0.890526316,0.55,
Process101,0,0,0,2,1,1,0,4,0.913793103,0.913793103,0.796666667,0.959266802,0.725,
Process101,0,0,0,2,1,1,1,5,0.8,0.8,0.881939946,0.931818182,0.5425,
Process101,0,0,0,2,1,1,2,6,0.724137931,0.724137931,0.795563218,0.9125,0.5925,
Process101,0,0,0,2,1,1,3,7,0.706896552,0.706896552,0.731063218,0.908141962,0.51,
Process101,0,0,0,2,1,2,0,5,0.877192982,0.877192982,0.902916667,0.950819672,0.655,
Process101,0,0,0,2,1,2,1,6,0.817391304,0.817391304,0.896755952,0.936082474,0.695,
Process101,0,0,0,2,1,2,2,7,0.713043478,0.713043478,0.795640351,0.910229645,0.4875,
Process101,0,0,0,2,1,2,3,8,0.578947368,0.578947368,0.837414749,0.876857749,0.4525,
Process101,0,0,0,2,1,3,0,6,0.824561404,0.824561404,0.887566667,0.93814433,0.4125,
Process101,0,0,0,2,1,3,1,7,0.754385965,0.754385965,0.743991228,0.920997921,0.58,
Process101,0,0,0,2,1,3,2,8,0.807017544,0.807017544,0.885363248,0.933884298,0.5075,
Process101,0,0,0,2,1,3,3,9,0.701754386,0.701754386,0.793640351,0.907949791,0.3925,
Process101,0,0,0,2,2,0,0,4,0.86440678,0.86440678,0.771944444,0.946830266,0.6875,
Process101,0,0,0,2,2,0,1,5,0.820512821,0.820512821,0.762794118,0.936213992,0.7275,
Process101,0,0,0,2,2,0,2,6,0.717948718,0.717948718,0.794396552,0.910416667,0.475,
Process101,0,0,0,2,2,0,3,7,0.743362832,0.743362832,0.801769006,0.91875,0.6,
Process101,0,0,0,2,2,1,0,5,0.786324786,0.786324786,0.817317927,0.92768595,0.6,
Process101,0,0,0,2,2,1,1,6,0.752136752,0.752136752,0.675181704,0.919087137,0.595,
Process101,0,0,0,2,2,1,2,7,0.706896552,0.706896552,0.7366794,0.908141962,0.6025,
Process101,0,0,0,2,2,1,3,8,0.655172414,0.655172414,0.852007576,0.894957983,0.545,
Process101,0,0,0,2,2,2,0,6,0.869565217,0.869565217,0.903091667,0.948770492,0.61,
Process101,0,0,0,2,2,2,1,7,0.8,0.8,0.755363248,0.931818182,0.6025,
Process101,0,0,0,2,2,2,2,8,0.782608696,0.782608696,0.808166667,0.927536232,0.5475,
Process101,0,0,0,2,2,2,3,9,0.689655172,0.689655172,0.660258621,0.90376569,0.4275,
Process101,0,0,0,2,2,3,0,7,0.842105263,0.842105263,0.764341667,0.942386831,0.5325,
Process101,0,0,0,2,2,3,1,8,0.754385965,0.754385965,0.746626984,0.920997921,0.555,
Process101,0,0,0,2,2,3,2,9,0.660869565,0.660869565,0.723257576,0.897058824,0.4875,
Process101,0,0,0,2,2,3,3,10,0.736842105,0.736842105,0.866852692,0.916666667,0.32,
Process101,0,0,0,2,3,0,0,5,0.840336134,0.840336134,0.696008772,0.94057377,0.6175,
Process101,0,0,0,2,3,0,1,6,0.739495798,0.739495798,0.671132184,0.914937759,0.595,
Process101,0,0,0,2,3,0,2,7,0.854700855,0.854700855,0.773589744,0.944672131,0.6625,
Process101,0,0,0,2,3,0,3,8,0.730434783,0.730434783,0.740083182,0.914583333,0.63,
Process101,0,0,0,2,3,1,0,6,0.820512821,0.820512821,0.889308367,0.936213992,0.6525,
Process101,0,0,0,2,3,1,1,7,0.793103448,0.793103448,0.880657895,0.929752066,0.5725,
Process101,0,0,0,2,3,1,2,8,0.74137931,0.74137931,0.803166667,0.916839917,0.545,
Process101,0,0,0,2,3,1,3,9,0.644067797,0.644067797,0.652612414,0.890756303,0.445,
Process101,0,0,0,2,3,2,0,7,0.793103448,0.793103448,0.68075614,0.929752066,0.48,
Process101,0,0,0,2,3,2,1,8,0.769230769,0.769230769,0.749897661,0.923395445,0.595,
Process101,0,0,0,2,3,2,2,9,0.769230769,0.769230769,0.679166667,0.923395445,0.355,
Process101,0,0,0,2,3,2,3,10,0.615384615,0.615384615,0.716666667,0.883966245,0.4425,
Process101,0,0,0,2,3,3,0,8,0.8,0.8,0.68765083,0.931818182,0.7075,
Process101,0,0,0,2,3,3,1,9,0.775862069,0.775862069,0.748611111,0.925465839,0.48,
Process101,0,0,0,2,3,3,2,10,0.67826087,0.67826087,0.661059706,0.901467505,0.585,
Process101,0,0,0,2,3,3,3,11,0.608695652,0.608695652,0.713833333,0.88372093,0.4775,
Process101,0,0,0,3,0,0,0,3,0.820512821,0.820512821,0.865411966,0.927419355,0.76,
Process101,0,0,0,3,0,0,1,4,0.666666667,0.666666667,0.833963636,0.889117043,0.6025,
Process101,0,0,0,3,0,0,2,5,0.747826087,0.747826087,0.85124751,0.910386965,0.555,
Process101,0,0,0,3,0,0,3,6,0.730434783,0.730434783,0.843314286,0.906122449,0.5375,
Process101,0,0,0,3,0,1,0,4,0.879310345,0.879310345,0.8846,0.941883768,0.67,
Process101,0,0,0,3,0,1,1,5,0.74137931,0.74137931,0.845970236,0.908350305,0.575,
Process101,0,0,0,3,0,1,2,6,0.75862069,0.75862069,0.849073684,0.912601626,0.465,
Process101,0,0,0,3,0,1,3,7,0.637931034,0.637931034,0.825565909,0.882474227,0.43,
Process101,0,0,0,3,0,2,0,5,0.817391304,0.817391304,0.863,0.927272727,0.625,
Process101,0,0,0,3,0,2,1,6,0.713043478,0.713043478,0.836266667,0.901840491,0.4125,
Process101,0,0,0,3,0,2,2,7,0.695652174,0.695652174,0.834405195,0.897540984,0.5025,
Process101,0,0,0,3,0,2,3,8,0.530973451,0.530973451,0.807090909,0.857740586,0.415,
Process101,0,0,0,3,0,3,0,6,0.807017544,0.807017544,0.864461111,0.925101215,0.57,
Process101,0,0,0,3,0,3,1,7,0.767857143,0.767857143,0.85711634,0.916496945,0.6025,
Process101,0,0,0,3,0,3,2,8,0.666666667,0.666666667,0.8296,0.890946502,0.4,
Process101,0,0,0,3,0,3,3,9,0.543859649,0.543859649,0.808938235,0.860125261,0.41,
Process101,0,0,0,3,1,0,0,4,0.830508475,0.830508475,0.867719658,0.929577465,0.565,
Process101,0,0,0,3,1,0,1,5,0.694915254,0.694915254,0.83615914,0.895705521,0.56,
Process101,0,0,0,3,1,0,2,6,0.689655172,0.689655172,0.705691954,0.895491803,0.5425,
Process101,0,0,0,3,1,0,3,7,0.581196581,0.581196581,0.814363636,0.867219917,0.44,
Process101,0,0,0,3,1,1,0,5,0.871794872,0.871794872,0.8164,0.93987976,0.575,
Process101,0,0,0,3,1,1,1,6,0.852173913,0.852173913,0.880075,0.935613682,0.62,
Process101,0,0,0,3,1,1,2,7,0.603448276,0.603448276,0.8216,0.873706004,0.5925,
Process101,0,0,0,3,1,1,3,8,0.701754386,0.701754386,0.840757895,0.899590164,0.5275,
Process101,0,0,0,3,1,2,0,6,0.827586207,0.827586207,0.740894118,0.929435484,0.635,
Process101,0,0,0,3,1,2,1,7,0.67826087,0.67826087,0.8316,0.893223819,0.4525,
Process101,0,0,0,3,1,2,2,8,0.730434783,0.730434783,0.84390127,0.906122449,0.4525,
Process101,0,0,0,3,1,2,3,9,0.706896552,0.706896552,0.777651471,0.899795501,0.595,
Process101,0,0,0,3,1,3,0,7,0.765217391,0.765217391,0.7812,0.914634146,0.5325,
Process101,0,0,0,3,1,3,1,8,0.608695652,0.608695652,0.692327273,0.875776398,0.5475,
Process101,0,0,0,3,1,3,2,9,0.730434783,0.730434783,0.848488889,0.906122449,0.6175,
Process101,0,0,0,3,1,3,3,10,0.672727273,0.672727273,0.82946014,0.894845361,0.39,
Process101,0,0,0,3,2,0,0,5,0.87394958,0.87394958,0.8171,0.94,0.6525,
Process101,0,0,0,3,2,0,1,6,0.705882353,0.705882353,0.7116,0.897959184,0.615,
Process101,0,0,0,3,2,0,2,7,0.739495798,0.739495798,0.78618444,0.906504065,0.65,
Process101,0,0,0,3,2,0,3,8,0.643478261,0.643478261,0.824817391,0.884536082,0.4675,
Process101,0,0,0,3,2,1,0,6,0.711864407,0.711864407,0.714757895,0.9,0.5925,
Process101,0,0,0,3,2,1,1,7,0.683760684,0.683760684,0.706954839,0.893442623,0.6225,
Process101,0,0,0,3,2,1,2,8,0.627118644,0.627118644,0.75705098,0.878350515,0.5875,
Process101,0,0,0,3,2,1,3,9,0.542372881,0.542372881,0.679102262,0.85625,0.46,
Process101,0,0,0,3,2,2,0,7,0.810344828,0.810344828,0.794488889,0.925252525,0.6025,
Process101,0,0,0,3,2,2,1,8,0.689655172,0.689655172,0.708428523,0.895491803,0.5875,
Process101,0,0,0,3,2,2,2,9,0.64957265,0.64957265,0.760975,0.884773663,0.505,
Process101,0,0,0,3,2,2,3,10,0.666666667,0.666666667,0.833141667,0.889117043,0.505,
Process101,0,0,0,3,2,3,0,8,0.713043478,0.713043478,0.7146,0.901840491,0.61,
Process101,0,0,0,3,2,3,1,9,0.8,0.8,0.860796581,0.923076923,0.5625,
Process101,0,0,0,3,2,3,2,10,0.695652174,0.695652174,0.706504762,0.897540984,0.465,
Process101,0,0,0,3,2,3,3,11,0.672413793,0.672413793,0.703454839,0.891170431,0.3125,
Process101,0,0,0,3,3,0,0,6,0.816666667,0.816666667,0.865681871,0.92555332,0.4925,
Process101,0,0,0,3,3,0,1,7,0.833333333,0.833333333,0.679023077,0.929718876,0.65,
Process101,0,0,0,3,3,0,2,8,0.655462185,0.655462185,0.699315909,0.885010267,0.51,
Process101,0,0,0,3,3,0,3,9,0.67826087,0.67826087,0.703622989,0.893223819,0.3825,
Process101,0,0,0,3,3,1,0,7,0.830508475,0.830508475,0.801817195,0.929577465,0.6225,
Process101,0,0,0,3,3,1,1,8,0.672268908,0.672268908,0.767975,0.889344262,0.61,
Process101,0,0,0,3,3,1,2,9,0.64957265,0.64957265,0.699808333,0.884773663,0.5925,
Process101,0,0,0,3,3,1,3,10,0.608695652,0.608695652,0.618730435,0.875776398,0.29,
Process101,0,0,0,3,3,2,0,8,0.803418803,0.803418803,0.733104274,0.923232323,0.54,
Process101,0,0,0,3,3,2,1,9,0.603448276,0.603448276,0.754385714,0.873706004,0.55,
Process101,0,0,0,3,3,2,2,10,0.700854701,0.700854701,0.7081,0.897750511,0.55,
Process101,0,0,0,3,3,2,3,11,0.610169492,0.610169492,0.62,0.873966942,0.4525,
Process101,0,0,0,3,3,3,0,9,0.765217391,0.765217391,0.780004858,0.914634146,0.5225,
Process101,0,0,0,3,3,3,1,10,0.730434783,0.730434783,0.843314286,0.906122449,0.53,
Process101,0,0,0,3,3,3,2,11,0.672566372,0.672566372,0.632028571,0.893004115,0.5225,
Process101,0,0,0,3,3,3,3,12,0.586206897,0.586206897,0.616750538,0.869294606,0.38,
Process101,0,0,1,0,0,0,0,1,0.972972973,0.972972973,0.963831169,0.982721382,0.75,
Process101,0,0,1,0,0,0,1,2,0.920353982,0.920353982,0.941610672,0.969631236,0.66,
Process101,0,0,1,0,0,0,2,3,0.788990826,0.788990826,0.905493167,0.938053097,0.5625,
Process101,0,0,1,0,0,0,3,4,0.720720721,0.720720721,0.887402597,0.919821826,0.4775,
Process101,0,0,1,0,0,1,0,2,0.982142857,0.982142857,0.964545455,0.984913793,0.6,
Process101,0,0,1,0,0,1,1,3,0.836363636,0.836363636,0.913156566,0.949450549,0.65,
Process101,0,0,1,0,0,1,2,4,0.821428571,0.821428571,0.911468531,0.945054945,0.695,
Process101,0,0,1,0,0,1,3,5,0.642201835,0.642201835,0.873454545,0.900900901,0.435,
Process101,0,0,1,0,0,2,0,3,0.95412844,0.95412844,0.955974026,0.978308026,0.7425,
Process101,0,0,1,0,0,2,1,4,0.880733945,0.880733945,0.933045455,0.960612691,0.695,
Process101,0,0,1,0,0,2,2,5,0.818181818,0.818181818,0.941176471,0.956803456,0.6825,
Process101,0,0,1,0,0,2,3,6,0.71559633,0.71559633,0.887323232,0.919642857,0.5075,
Process101,0,0,1,0,0,3,0,4,0.924528302,0.924528302,0.938831169,0.971615721,0.625,
Process101,0,0,1,0,0,3,1,5,0.822429907,0.822429907,0.914495455,0.947019868,0.5325,
Process101,0,0,1,0,0,3,2,6,0.770642202,0.770642202,0.902318564,0.933481153,0.565,
Process101,0,0,1,0,0,3,3,7,0.730769231,0.730769231,0.888263403,0.926174497,0.5825,
Process101,0,0,1,0,1,0,0,2,0.98245614,0.98245614,0.966818182,0.984946237,0.6325,
Process101,0,0,1,0,1,0,1,3,0.900900901,0.900900901,0.938045455,0.965141612,0.5775,
Process101,0,0,1,0,1,0,2,4,0.817391304,0.817391304,0.940175439,0.95483871,0.595,
Process101,0,0,1,0,1,0,3,5,0.732142857,0.732142857,0.892373041,0.922222222,0.3525,
Process101,0,0,1,0,1,1,0,3,0.982142857,0.982142857,0.966688312,0.984913793,0.715,
Process101,0,0,1,0,1,1,1,4,0.884955752,0.884955752,0.929839572,0.960784314,0.54,
Process101,0,0,1,0,1,1,2,5,0.709090909,0.709090909,0.787222222,0.929978118,0.4475,
Process101,0,0,1,0,1,1,3,6,0.660377358,0.660377358,0.878528213,0.907657658,0.3525,
Process101,0,0,1,0,1,2,0,4,0.945454545,0.945454545,0.825974026,0.976138829,0.6925,
