model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,,GED,CNE,Jaccard,W-GED,LCS,,,
Process101,1,3,2,2,1,2,3,14,0.576271186,0.576271186,0.667990196,0.790971541,0.4275,,,
Process101,1,3,2,2,1,3,0,12,0.695652174,0.695652174,0.603071429,0.826470588,0.46,,,
Process101,1,3,2,2,1,3,1,13,0.587155963,0.587155963,0.710036075,0.792168675,0.3825,,,
Process101,1,3,2,2,1,3,2,14,0.807017544,0.807017544,0.732361111,0.884057971,0.53,,,
Process101,1,3,2,2,1,3,3,15,0.596491228,0.596491228,0.711298701,0.790419162,0.41,,,
Process101,1,3,2,2,2,0,0,10,0.813559322,0.813559322,0.671111111,0.884726225,0.4775,,,
Process101,1,3,2,2,2,0,1,11,0.786324786,0.786324786,0.795620915,0.875362319,0.4425,,,
Process101,1,3,2,2,2,0,2,12,0.683333333,0.683333333,0.690138889,0.829807692,0.5075,,,
Process101,1,3,2,2,2,0,3,13,0.559322034,0.559322034,0.681220238,0.796708616,0.46,,,
Process101,1,3,2,2,2,1,0,11,0.796610169,0.796610169,0.692247899,0.86167147,0.5625,,,
Process101,1,3,2,2,2,1,1,12,0.666666667,0.666666667,0.641111111,0.836309524,0.39,,,
Process101,1,3,2,2,2,1,2,13,0.672268908,0.672268908,0.660065681,0.814705882,0.5425,,,
Process101,1,3,2,2,2,1,3,14,0.5,0.5,0.744411028,0.771484375,0.275,,,
Process101,1,3,2,2,2,2,0,12,0.725663717,0.725663717,0.636388889,0.85,0.625,,,
Process101,1,3,2,2,2,2,1,13,0.840336134,0.840336134,0.707946429,0.877142857,0.6575,,,
Process101,1,3,2,2,2,2,2,14,0.632478632,0.632478632,0.614419355,0.813229572,0.505,,,
Process101,1,3,2,2,2,2,3,15,0.615384615,0.615384615,0.715863095,0.794642857,0.43,,,
Process101,1,3,2,2,2,3,0,13,0.793103448,0.793103448,0.688746429,0.861271676,0.5075,,,
Process101,1,3,2,2,2,3,1,14,0.67768595,0.67768595,0.58219246,0.838221381,0.57,,,
Process101,1,3,2,2,2,3,2,15,0.52991453,0.52991453,0.506485867,0.761329305,0.425,,,
Process101,1,3,2,2,2,3,3,16,0.616666667,0.616666667,0.565474026,0.816267943,0.45,,,
Process101,1,3,2,2,3,0,0,11,0.711864407,0.711864407,0.60768254,0.830409357,0.545,,,
Process101,1,3,2,2,3,0,1,12,0.611570248,0.611570248,0.610679348,0.80155642,0.3925,,,
Process101,1,3,2,2,3,0,2,13,0.682926829,0.682926829,0.684327957,0.827420901,0.5225,,,
Process101,1,3,2,2,3,0,3,14,0.516129032,0.516129032,0.656557018,0.76011846,0.37,,,
Process101,1,3,2,2,3,1,0,12,0.756302521,0.756302521,0.681185808,0.846376812,0.5725,,,
Process101,1,3,2,2,3,1,1,13,0.745762712,0.745762712,0.620238095,0.843023256,0.495,,,
Process101,1,3,2,2,3,1,2,14,0.643478261,0.643478261,0.720455487,0.807121662,0.335,,,
Process101,1,3,2,2,3,1,3,15,0.576271186,0.576271186,0.623602484,0.803088803,0.325,,,
Process101,1,3,2,2,3,2,0,13,0.690265487,0.690265487,0.602460317,0.825958702,0.395,,,
Process101,1,3,2,2,3,2,1,14,0.725663717,0.725663717,0.564241176,0.85,0.5775,,,
Process101,1,3,2,2,3,2,2,15,0.672413793,0.672413793,0.765938697,0.834319527,0.4225,,,
Process101,1,3,2,2,3,2,3,16,0.655462185,0.655462185,0.677531348,0.820116054,0.4775,,,
Process101,1,3,2,2,3,3,0,14,0.820512821,0.820512821,0.78705,0.881244109,0.585,,,
Process101,1,3,2,2,3,3,1,15,0.655172414,0.655172414,0.724415584,0.810650888,0.3975,,,
Process101,1,3,2,2,3,3,2,16,0.559322034,0.559322034,0.596768775,0.784448819,0.44,,,
Process101,1,3,2,2,3,3,3,17,0.596491228,0.596491228,0.603847962,0.802747792,0.3925,,,
Process101,1,3,2,3,0,0,0,9,0.752136752,0.752136752,0.72994265,0.840304183,0.5225,,,
Process101,1,3,2,3,0,0,1,10,0.706896552,0.706896552,0.722783251,0.824544583,0.415,,,
Process101,1,3,2,3,0,0,2,11,0.571428571,0.571428571,0.695277522,0.771037182,0.48,,,
Process101,1,3,2,3,0,0,3,12,0.611570248,0.611570248,0.72104607,0.796755725,0.4375,,,
Process101,1,3,2,3,0,1,0,10,0.711864407,0.711864407,0.764966793,0.841802493,0.6575,,,
Process101,1,3,2,3,0,1,1,11,0.677966102,0.677966102,0.71722686,0.8125,0.4375,,,
Process101,1,3,2,3,0,1,2,12,0.566371681,0.566371681,0.691769115,0.775590551,0.5,,,
Process101,1,3,2,3,0,1,3,13,0.593220339,0.593220339,0.720290061,0.792706334,0.3375,,,
Process101,1,3,2,3,0,2,0,11,0.717948718,0.717948718,0.724115749,0.82791587,0.485,,,
Process101,1,3,2,3,0,2,1,12,0.672413793,0.672413793,0.7318867,0.823529412,0.3775,,,
Process101,1,3,2,3,0,2,2,13,0.571428571,0.571428571,0.719672414,0.783445621,0.3925,,,
Process101,1,3,2,3,0,2,3,14,0.596491228,0.596491228,0.718156285,0.797882579,0.36,,,
Process101,1,3,2,3,0,3,0,12,0.783333333,0.783333333,0.781780136,0.871232877,0.655,,,
Process101,1,3,2,3,0,3,1,13,0.793103448,0.793103448,0.780865385,0.872037915,0.415,,,
Process101,1,3,2,3,0,3,2,14,0.535714286,0.535714286,0.687655476,0.765346535,0.3975,,,
Process101,1,3,2,3,0,3,3,15,0.474576271,0.474576271,0.677014499,0.734063745,0.42,,,
Process101,1,3,2,3,1,0,0,10,0.783333333,0.783333333,0.671757854,0.850141376,0.4925,,,
Process101,1,3,2,3,1,0,1,11,0.566371681,0.566371681,0.621385736,0.775590551,0.4375,,,
Process101,1,3,2,3,1,0,2,12,0.491525424,0.491525424,0.703505747,0.75390625,0.345,,,
Process101,1,3,2,3,1,0,3,13,0.559322034,0.559322034,0.694929928,0.767419038,0.5475,,,
Process101,1,3,2,3,1,1,0,11,0.773109244,0.773109244,0.757786793,0.857674419,0.32,,,
Process101,1,3,2,3,1,1,1,12,0.661016949,0.661016949,0.710568966,0.806171649,0.515,,,
Process101,1,3,2,3,1,1,2,13,0.638655462,0.638655462,0.726462736,0.808753568,0.28,,,
Process101,1,3,2,3,1,1,3,14,0.611570248,0.611570248,0.631620158,0.784675073,0.4975,,,
Process101,1,3,2,3,1,2,0,12,0.694915254,0.694915254,0.764689524,0.841225627,0.545,,,
Process101,1,3,2,3,1,2,1,13,0.581196581,0.581196581,0.713922414,0.789220404,0.3225,,,
Process101,1,3,2,3,1,2,2,14,0.554621849,0.554621849,0.643117078,0.777027027,0.4775,,,
Process101,1,3,2,3,1,2,3,15,0.610169492,0.610169492,0.722047414,0.799043062,0.4525,,,
Process101,1,3,2,3,1,3,0,13,0.769230769,0.769230769,0.610963083,0.846445498,0.4525,,,
Process101,1,3,2,3,1,3,1,14,0.625,0.625,0.725444646,0.809980806,0.515,,,
Process101,1,3,2,3,1,3,2,15,0.644067797,0.644067797,0.707402299,0.799806576,0.4275,,,
Process101,1,3,2,3,1,3,3,16,0.578947368,0.578947368,0.623416928,0.779195289,0.3625,,,
Process101,1,3,2,3,2,0,0,11,0.661016949,0.661016949,0.6618867,0.817836812,0.4725,,,
Process101,1,3,2,3,2,0,1,12,0.743362832,0.743362832,0.660982009,0.839388145,0.465,,,
Process101,1,3,2,3,2,0,2,13,0.536585366,0.536585366,0.561681186,0.752698724,0.25,,,
Process101,1,3,2,3,2,0,3,14,0.534482759,0.534482759,0.55889926,0.76011846,0.4725,,,
Process101,1,3,2,3,2,1,0,12,0.620689655,0.620689655,0.70184953,0.792801556,0.535,,,
Process101,1,3,2,3,2,1,1,13,0.743801653,0.743801653,0.733812261,0.83507109,0.48,,,
Process101,1,3,2,3,2,1,2,14,0.633333333,0.633333333,0.575294772,0.794003868,0.41,,,
Process101,1,3,2,3,2,1,3,15,0.557377049,0.557377049,0.604060176,0.786931818,0.3975,,,
Process101,1,3,2,3,2,2,0,13,0.660869565,0.660869565,0.707624521,0.808510638,0.3875,,,
Process101,1,3,2,3,2,2,1,14,0.67768595,0.67768595,0.515402299,0.810162991,0.38,,,
Process101,1,3,2,3,2,2,2,15,0.666666667,0.666666667,0.711116585,0.809064609,0.46,,,
Process101,1,3,2,3,2,2,3,16,0.554621849,0.554621849,0.65879156,0.781496063,0.4125,,,
Process101,1,3,2,3,2,3,0,14,0.623853211,0.623853211,0.571259249,0.800391389,0.36,,,
Process101,1,3,2,3,2,3,1,15,0.68907563,0.68907563,0.519399793,0.815915628,0.4825,,,
Process101,1,3,2,3,2,3,2,16,0.571428571,0.571428571,0.695783251,0.771037182,0.26,,,
Process101,1,3,2,3,2,3,3,17,0.554621849,0.554621849,0.515760649,0.777027027,0.4875,,,
Process101,1,3,2,3,3,0,0,12,0.783333333,0.783333333,0.696630747,0.860853432,0.505,,,
Process101,1,3,2,3,3,0,1,13,0.727272727,0.727272727,0.606308316,0.828897338,0.6525,,,
Process101,1,3,2,3,3,0,2,14,0.487394958,0.487394958,0.485051422,0.737835154,0.415,,,
Process101,1,3,2,3,3,0,3,15,0.52892562,0.52892562,0.531003135,0.777142857,0.3625,,,
Process101,1,3,2,3,3,1,0,13,0.705882353,0.705882353,0.525957854,0.822179732,0.4925,,,
Process101,1,3,2,3,3,1,1,14,0.67768595,0.67768595,0.645402299,0.810162991,0.4275,,,
Process101,1,3,2,3,3,1,2,15,0.557377049,0.557377049,0.536184953,0.786931818,0.445,,,
Process101,1,3,2,3,3,1,3,16,0.616666667,0.616666667,0.610340909,0.804474708,0.47,,,
Process101,1,3,2,3,3,2,0,14,0.783333333,0.783333333,0.614025487,0.850141376,0.3625,,,
Process101,1,3,2,3,3,2,1,15,0.517857143,0.517857143,0.574547414,0.771484375,0.3475,,,
Process101,1,3,2,3,3,2,2,16,0.571428571,0.571428571,0.494425287,0.771037182,0.3525,,,
Process101,1,3,2,3,3,2,3,17,0.547008547,0.547008547,0.561088573,0.763779528,0.5325,,,
Process101,1,3,2,3,3,3,0,15,0.677966102,0.677966102,0.584754991,0.8125,0.4575,,,
Process101,1,3,2,3,3,3,1,16,0.558558559,0.558558559,0.490402299,0.774925962,0.385,,,
Process101,1,3,2,3,3,3,2,17,0.543859649,0.543859649,0.621399109,0.766041461,0.3,,,
Process101,1,3,2,3,3,3,3,18,0.471544715,0.471544715,0.652991652,0.752161383,0.3975,,,
Process101,1,3,3,0,0,0,0,7,0.884955752,0.884955752,0.799180602,0.897280967,0.5775,,,
Process101,1,3,3,0,0,0,1,8,0.847457627,0.847457627,0.805662393,0.893069307,0.6675,,,
Process101,1,3,3,0,0,0,2,9,0.762711864,0.762711864,0.781282051,0.861306533,0.54,,,
Process101,1,3,3,0,0,0,3,10,0.618181818,0.618181818,0.775636605,0.825331971,0.515,,,
Process101,1,3,3,0,0,1,0,8,0.854545455,0.854545455,0.786311813,0.887195122,0.505,,,
Process101,1,3,3,0,0,1,1,9,0.814159292,0.814159292,0.796561086,0.882765531,0.5425,,,
Process101,1,3,3,0,0,1,2,10,0.8,0.8,0.768413339,0.867692308,0.395,,,
Process101,1,3,3,0,0,1,3,11,0.551724138,0.551724138,0.768578089,0.793422405,0.4325,,,
Process101,1,3,3,0,0,2,0,9,0.902654867,0.902654867,0.829475524,0.914116486,0.6875,,,
Process101,1,3,3,0,0,2,1,10,0.831858407,0.831858407,0.781748718,0.87804878,0.605,,,
Process101,1,3,3,0,0,2,2,11,0.709090909,0.709090909,0.770940171,0.846468782,0.3925,,,
Process101,1,3,3,0,0,2,3,12,0.571428571,0.571428571,0.79090035,0.818181818,0.46,,,
Process101,1,3,3,0,0,3,0,10,0.844036697,0.844036697,0.781936813,0.883792049,0.3,,,
Process101,1,3,3,0,0,3,1,11,0.759259259,0.759259259,0.779208145,0.865717192,0.4475,,,
Process101,1,3,3,0,0,3,2,12,0.803738318,0.803738318,0.814335664,0.892644135,0.4675,,,
Process101,1,3,3,0,0,3,3,13,0.738738739,0.738738739,0.753973279,0.844720497,0.5,,,
Process101,1,3,3,0,1,0,0,8,0.831858407,0.831858407,0.777748377,0.87804878,0.5375,,,
Process101,1,3,3,0,1,0,1,9,0.810344828,0.810344828,0.726773504,0.88011988,0.6525,,,
Process101,1,3,3,0,1,0,2,10,0.719298246,0.719298246,0.774256796,0.8474059,0.5675,,,
Process101,1,3,3,0,1,0,3,11,0.485981308,0.485981308,0.73014005,0.76652452,0.39,,,
Process101,1,3,3,0,1,1,0,9,0.875,0.875,0.819732441,0.904667329,0.4975,,,
Process101,1,3,3,0,1,1,1,10,0.75862069,0.75862069,0.807899878,0.872150644,0.57,,,
Process101,1,3,3,0,1,1,2,11,0.649122807,0.649122807,0.757384615,0.820803296,0.405,,,
Process101,1,3,3,0,1,1,3,12,0.638655462,0.638655462,0.805559441,0.836309524,0.42,,,
Process101,1,3,3,0,1,2,0,10,0.803738318,0.803738318,0.777115385,0.87037037,0.49,,,
Process101,1,3,3,0,1,2,1,11,0.75,0.75,0.7976,0.866459627,0.465,,,
Process101,1,3,3,0,1,2,2,12,0.619469027,0.619469027,0.75420182,0.810362694,0.4875,,,
Process101,1,3,3,0,1,2,3,13,0.568807339,0.568807339,0.718341022,0.782051282,0.335,,,
Process101,1,3,3,0,1,3,0,11,0.810810811,0.810810811,0.646870819,0.871165644,0.68,,,
Process101,1,3,3,0,1,3,1,12,0.792792793,0.792792793,0.720384615,0.876008065,0.4525,,,
Process101,1,3,3,0,1,3,2,13,0.678571429,0.678571429,0.763456044,0.833675565,0.41,,,
Process101,1,3,3,0,1,3,3,14,0.631578947,0.631578947,0.729660362,0.80126183,0.3975,,,
Process101,1,3,3,0,2,0,0,9,0.892857143,0.892857143,0.841090909,0.918181818,0.6225,,,
Process101,1,3,3,0,2,0,1,10,0.714285714,0.714285714,0.619145299,0.834890966,0.36,,,
Process101,1,3,3,0,2,0,2,11,0.810344828,0.810344828,0.752447964,0.890962672,0.665,,,
Process101,1,3,3,0,2,0,3,12,0.574074074,0.574074074,0.674150849,0.798530955,0.3775,,,
Process101,1,3,3,0,2,1,0,10,0.849557522,0.849557522,0.719615385,0.88449848,0.5525,,,
Process101,1,3,3,0,2,1,1,11,0.678571429,0.678571429,0.763456044,0.833675565,0.4,,,
Process101,1,3,3,0,2,1,2,12,0.68907563,0.68907563,0.74943581,0.855457227,0.595,,,
Process101,1,3,3,0,2,1,3,13,0.632478632,0.632478632,0.628066434,0.811534501,0.405,,,
Process101,1,3,3,0,2,2,0,11,0.777777778,0.777777778,0.787865434,0.872210953,0.5575,,,
Process101,1,3,3,0,2,2,1,12,0.796460177,0.796460177,0.812495023,0.887351779,0.4675,,,
Process101,1,3,3,0,2,2,2,13,0.666666667,0.666666667,0.615564843,0.848664688,0.5225,,,
Process101,1,3,3,0,2,2,3,14,0.60952381,0.60952381,0.594352227,0.801916933,0.3875,,,
Process101,1,3,3,0,2,3,0,12,0.839285714,0.839285714,0.712456294,0.881097561,0.5525,,,
Process101,1,3,3,0,2,3,1,13,0.785714286,0.785714286,0.684830317,0.884043608,0.4625,,,
Process101,1,3,3,0,2,3,2,14,0.730434783,0.730434783,0.554699418,0.839009288,0.575,,,
Process101,1,3,3,0,2,3,3,15,0.626086957,0.626086957,0.775579134,0.823350254,0.41,,,
Process101,1,3,3,0,3,0,0,10,0.844827586,0.844827586,0.657305602,0.881818182,0.64,,,
Process101,1,3,3,0,3,0,1,11,0.769230769,0.769230769,0.715465587,0.864321608,0.475,,,
Process101,1,3,3,0,3,0,2,12,0.632478632,0.632478632,0.670981818,0.829545455,0.505,,,
Process101,1,3,3,0,3,0,3,13,0.690265487,0.690265487,0.661038462,0.849094567,0.405,,,
Process101,1,3,3,0,3,1,0,11,0.842105263,0.842105263,0.739250162,0.892430279,0.5025,,,
Process101,1,3,3,0,3,1,1,12,0.74137931,0.74137931,0.651111111,0.854398382,0.4275,,,
Process101,1,3,3,0,3,1,2,13,0.642201835,0.642201835,0.557153846,0.822797927,0.47,,,
Process101,1,3,3,0,3,1,3,14,0.589285714,0.589285714,0.702302172,0.8125,0.31,,,
Process101,1,3,3,0,3,2,0,12,0.875,0.875,0.663424908,0.893939394,0.43,,,
Process101,1,3,3,0,3,2,1,13,0.782608696,0.782608696,0.570909502,0.858895706,0.6025,,,
Process101,1,3,3,0,3,2,2,14,0.770642202,0.770642202,0.807353846,0.880358923,0.5075,,,
Process101,1,3,3,0,3,2,3,15,0.598130841,0.598130841,0.678717949,0.808577406,0.2975,,,
Process101,1,3,3,0,3,3,0,13,0.839285714,0.839285714,0.588963211,0.881097561,0.6,,,
Process101,1,3,3,0,3,3,1,14,0.738738739,0.738738739,0.684864253,0.844720497,0.5225,,,
Process101,1,3,3,0,3,3,2,15,0.647619048,0.647619048,0.602136752,0.815873016,0.345,,,
Process101,1,3,3,0,3,3,3,16,0.448598131,0.448598131,0.500273987,0.737704918,0.285,,,
Process101,1,3,3,1,0,0,0,8,0.796460177,0.796460177,0.77335512,0.869950739,0.4575,,,
Process101,1,3,3,1,0,0,1,9,0.8,0.8,0.756529558,0.859140859,0.415,,,
Process101,1,3,3,1,0,0,2,10,0.568965517,0.568965517,0.747830479,0.795180723,0.405,,,
Process101,1,3,3,1,0,0,3,11,0.689655172,0.689655172,0.723905724,0.81688708,0.3425,,,
Process101,1,3,3,1,0,1,0,9,0.814159292,0.814159292,0.780720849,0.876227898,0.555,,,
Process101,1,3,3,1,0,1,1,10,0.720720721,0.720720721,0.732592593,0.83214649,0.42,,,
Process101,1,3,3,1,0,1,2,11,0.6,0.6,0.749933002,0.806047967,0.395,,,
Process101,1,3,3,1,0,1,3,12,0.622641509,0.622641509,0.733957115,0.813074566,0.4925,,,
Process101,1,3,3,1,0,2,0,10,0.8,0.8,0.775185185,0.870333988,0.57,,,
Process101,1,3,3,1,0,2,1,11,0.678899083,0.678899083,0.742409657,0.830474268,0.4425,,,
Process101,1,3,3,1,0,2,2,12,0.672727273,0.672727273,0.743201058,0.827447023,0.3275,,,
Process101,1,3,3,1,0,2,3,13,0.642857143,0.642857143,0.759300766,0.826865672,0.26,,,
Process101,1,3,3,1,0,3,0,11,0.778761062,0.778761062,0.768796296,0.863636364,0.5975,,,
Process101,1,3,3,1,0,3,1,12,0.722222222,0.722222222,0.771406838,0.852610031,0.365,,,
Process101,1,3,3,1,0,3,2,13,0.678899083,0.678899083,0.766666667,0.842261905,0.4075,,,
Process101,1,3,3,1,0,3,3,14,0.553571429,0.553571429,0.762240803,0.798969072,0.34,,,
Process101,1,3,3,1,1,0,0,9,0.769230769,0.769230769,0.745142196,0.853509664,0.545,,,
Process101,1,3,3,1,1,0,1,10,0.644067797,0.644067797,0.632401434,0.821958457,0.5075,,,
Process101,1,3,3,1,1,0,2,11,0.725663717,0.725663717,0.62568577,0.8444666,0.5575,,,
Process101,1,3,3,1,1,0,3,12,0.625,0.625,0.628662835,0.820359281,0.41,,,
Process101,1,3,3,1,1,1,0,10,0.8,0.8,0.816042735,0.887684729,0.3325,,,
Process101,1,3,3,1,1,1,1,11,0.666666667,0.666666667,0.691098901,0.8275154,0.46,,,
Process101,1,3,3,1,1,1,2,12,0.74137931,0.74137931,0.609254761,0.836693548,0.4525,,,
Process101,1,3,3,1,1,1,3,13,0.556521739,0.556521739,0.724962963,0.778688525,0.375,,,
Process101,1,3,3,1,1,2,0,11,0.814159292,0.814159292,0.75851473,0.865134865,0.6325,,,
Process101,1,3,3,1,1,2,1,12,0.724137931,0.724137931,0.689153439,0.84194831,0.505,,,
Process101,1,3,3,1,1,2,2,13,0.690265487,0.690265487,0.677296296,0.831494483,0.48,,,
Process101,1,3,3,1,1,2,3,14,0.642201835,0.642201835,0.757725813,0.822797927,0.365,,,
Process101,1,3,3,1,1,3,0,12,0.666666667,0.666666667,0.742718519,0.829441624,0.46,,,
Process101,1,3,3,1,1,3,1,13,0.775862069,0.775862069,0.793398693,0.872093023,0.3925,,,
Process101,1,3,3,1,1,3,2,14,0.642857143,0.642857143,0.585925926,0.802265705,0.4525,,,
Process101,1,3,3,1,1,3,3,15,0.691588785,0.691588785,0.593815578,0.824435318,0.395,,,
Process101,1,3,3,1,2,0,0,10,0.879310345,0.879310345,0.689702797,0.905231984,0.55,,,
Process101,1,3,3,1,2,0,1,11,0.774774775,0.774774775,0.75045584,0.851814516,0.3875,,,
Process101,1,3,3,1,2,0,2,12,0.752136752,0.752136752,0.612938971,0.840201005,0.5075,,,
Process101,1,3,3,1,2,0,3,13,0.587155963,0.587155963,0.656931748,0.797131148,0.37,,,
Process101,1,3,3,1,2,1,0,11,0.834782609,0.834782609,0.715173302,0.8828125,0.45,,,
Process101,1,3,3,1,2,1,1,12,0.566037736,0.566037736,0.570968661,0.779643232,0.415,,,
Process101,1,3,3,1,2,1,2,13,0.586206897,0.586206897,0.600841751,0.789205703,0.3075,,,
Process101,1,3,3,1,2,1,3,14,0.564102564,0.564102564,0.675007992,0.784150156,0.3825,,,
Process101,1,3,3,1,2,2,0,12,0.894736842,0.894736842,0.722517483,0.921359223,0.6875,,,
Process101,1,3,3,1,2,2,1,13,0.654205607,0.654205607,0.629635628,0.829015544,0.3075,,,
Process101,1,3,3,1,2,2,2,14,0.625,0.625,0.670955795,0.808121827,0.4325,,,
Process101,1,3,3,1,2,2,3,15,0.612612613,0.612612613,0.627699133,0.816816817,0.5625,,,
Process101,1,3,3,1,2,3,0,13,0.782608696,0.782608696,0.621057952,0.852705411,0.645,,,
Process101,1,3,3,1,2,3,1,14,0.695652174,0.695652174,0.749518519,0.832,0.455,,,
Process101,1,3,3,1,2,3,2,15,0.608695652,0.608695652,0.602203343,0.798984772,0.4625,,,
Process101,1,3,3,1,2,3,3,16,0.545454545,0.545454545,0.671326165,0.79331307,0.365,,,
Process101,1,3,3,1,3,0,0,11,0.827586207,0.827586207,0.782229311,0.879882813,0.485,,,
Process101,1,3,3,1,3,0,1,12,0.696428571,0.696428571,0.622531114,0.834503511,0.49,,,
Process101,1,3,3,1,3,0,2,13,0.739495798,0.739495798,0.627938115,0.874269006,0.515,,,
Process101,1,3,3,1,3,0,3,14,0.649122807,0.649122807,0.648740102,0.802874743,0.2775,,,
Process101,1,3,3,1,3,1,0,12,0.810344828,0.810344828,0.567481481,0.862549801,0.465,,,
Process101,1,3,3,1,3,1,1,13,0.736842105,0.736842105,0.67157037,0.83619818,0.5925,,,
Process101,1,3,3,1,3,1,2,14,0.584070796,0.584070796,0.681762324,0.796663191,0.2625,,,
Process101,1,3,3,1,3,1,3,15,0.666666667,0.666666667,0.638369732,0.831360947,0.4075,,,
Process101,1,3,3,1,3,2,0,13,0.789915966,0.789915966,0.702834758,0.864838394,0.35,,,
Process101,1,3,3,1,3,2,1,14,0.684210526,0.684210526,0.746510582,0.828485456,0.4275,,,
Process101,1,3,3,1,3,2,2,15,0.666666667,0.666666667,0.696268532,0.828908555,0.5575,,,
Process101,1,3,3,1,3,2,3,16,0.474576271,0.474576271,0.757797028,0.768537074,0.345,,,
Process101,1,3,3,1,3,3,0,14,0.842105263,0.842105263,0.701481481,0.874875869,0.4725,,,
Process101,1,3,3,1,3,3,1,15,0.765217391,0.765217391,0.698785185,0.85770751,0.4575,,,
Process101,1,3,3,1,3,3,2,16,0.631578947,0.631578947,0.64550447,0.796086509,0.4325,,,
Process101,1,3,3,1,3,3,3,17,0.548672566,0.548672566,0.615353535,0.790909091,0.3675,,,
Process101,1,3,3,2,0,0,0,9,0.719298246,0.719298246,0.717800752,0.824055666,0.4675,,,
Process101,1,3,3,2,0,0,1,10,0.568807339,0.568807339,0.68705665,0.772540984,0.4625,,,
Process101,1,3,3,2,0,0,2,11,0.743362832,0.743362832,0.724009373,0.833498513,0.4725,,,
Process101,1,3,3,2,0,0,3,12,0.632478632,0.632478632,0.721821429,0.801186944,0.52,,,
Process101,1,3,3,2,0,1,0,10,0.754385965,0.754385965,0.727131746,0.836956522,0.59,,,
Process101,1,3,3,2,0,1,1,11,0.551724138,0.551724138,0.728997326,0.783810464,0.3975,,,
Process101,1,3,3,2,0,1,2,12,0.678571429,0.678571429,0.769294069,0.845419847,0.3675,,,
Process101,1,3,3,2,0,1,3,13,0.684684685,0.684684685,0.711155462,0.813440321,0.3875,,,
Process101,1,3,3,2,0,2,0,11,0.752293578,0.752293578,0.730109524,0.838966203,0.425,,,
Process101,1,3,3,2,0,2,1,12,0.648648649,0.648648649,0.701860902,0.800201816,0.5325,,,
Process101,1,3,3,2,0,2,2,13,0.603773585,0.603773585,0.714010025,0.801204819,0.3475,,,
Process101,1,3,3,2,0,2,3,14,0.559322034,0.559322034,0.707700216,0.771771772,0.47,,,
Process101,1,3,3,2,0,3,0,12,0.785714286,0.785714286,0.735892857,0.849261084,0.53,,,
Process101,1,3,3,2,0,3,1,13,0.720720721,0.720720721,0.71424812,0.826520439,0.52,,,
Process101,1,3,3,2,0,3,2,14,0.587155963,0.587155963,0.688694581,0.779366701,0.47,,,
Process101,1,3,3,2,0,3,3,15,0.6,0.6,0.695413466,0.783095723,0.495,,,
Process101,1,3,3,2,1,0,0,10,0.666666667,0.666666667,0.705436508,0.806841046,0.59,,,
Process101,1,3,3,2,1,0,1,11,0.694915254,0.694915254,0.73346798,0.824046921,0.425,,,
Process101,1,3,3,2,1,0,2,12,0.677966102,0.677966102,0.65996798,0.817647059,0.565,,,
Process101,1,3,3,2,1,0,3,13,0.620689655,0.620689655,0.6705,0.809756098,0.49,,,
Process101,1,3,3,2,1,1,0,11,0.695652174,0.695652174,0.581450549,0.814556331,0.4775,,,
Process101,1,3,3,2,1,1,1,12,0.67826087,0.67826087,0.750571429,0.83172147,0.5025,,,
Process101,1,3,3,2,1,1,2,13,0.576576577,0.576576577,0.710571429,0.786144578,0.3725,,,
Process101,1,3,3,2,1,1,3,14,0.64957265,0.64957265,0.743236677,0.819592629,0.485,,,
Process101,1,3,3,2,1,2,0,12,0.678899083,0.678899083,0.639753968,0.812877264,0.4675,,,
Process101,1,3,3,2,1,2,1,13,0.589285714,0.589285714,0.708806538,0.78978979,0.4125,,,
Process101,1,3,3,2,1,2,2,14,0.684210526,0.684210526,0.604271226,0.82300885,0.49,,,
Process101,1,3,3,2,1,2,3,15,0.5,0.5,0.722717391,0.763944223,0.475,,,
Process101,1,3,3,2,1,3,0,13,0.678899083,0.678899083,0.705668498,0.812877264,0.5725,,,
Process101,1,3,3,2,1,3,1,14,0.727272727,0.727272727,0.59197619,0.829511466,0.355,,,
Process101,1,3,3,2,1,3,2,15,0.504672897,0.504672897,0.565279893,0.764525994,0.3125,,,
Process101,1,3,3,2,1,3,3,16,0.596491228,0.596491228,0.641904762,0.790419162,0.36,,,
Process101,1,3,3,2,2,0,0,11,0.689655172,0.689655172,0.661960317,0.823529412,0.455,,,
Process101,1,3,3,2,2,0,1,12,0.736842105,0.736842105,0.720116541,0.830525273,0.5375,,,
Process101,1,3,3,2,2,0,2,13,0.512820513,0.512820513,0.58535224,0.758762887,0.3875,,,
Process101,1,3,3,2,2,0,3,14,0.593220339,0.593220339,0.607045455,0.797455969,0.3475,,,
Process101,1,3,3,2,2,1,0,12,0.803418803,0.803418803,0.730687582,0.88150289,0.4675,,,
Process101,1,3,3,2,2,1,1,13,0.660869565,0.660869565,0.634642857,0.801404213,0.455,,,
Process101,1,3,3,2,2,1,2,14,0.8,0.8,0.780619658,0.872761546,0.495,,,
Process101,1,3,3,2,2,1,3,15,0.509090909,0.509090909,0.64978739,0.775224775,0.3625,,,
Process101,1,3,3,2,2,2,0,13,0.786324786,0.786324786,0.543142857,0.847208619,0.75,,,
Process101,1,3,3,2,2,2,1,14,0.631578947,0.631578947,0.665776816,0.808704453,0.4675,,,
Process101,1,3,3,2,2,2,2,15,0.7,0.7,0.625833333,0.836049856,0.53,,,
