Correspondence, Time, Drift
0.9583333333333334,20634,0,0
0.975,20743,0,0
0.9833333333333333,20851,0,0
0.9583333333333334,20964,0,0
0.9916666666666667,21071,0,0
0.9666666666666667,21180,0,0
0.9333333333333333,21291,0,0
0.9833333333333333,21401,0,0
0.9333333333333333,21539,1,0
0.9666666666666667,21649,0,0
0.9333333333333333,21760,0,0
0.9333333333333333,21878,0,0
0.975,21984,0,0
0.9833333333333333,22097,0,0
0.9666666666666667,22206,0,0
1.0,22317,0,0
0.9666666666666667,22431,0,0
0.975,22540,0,0
0.975,22647,0,0
0.9833333333333333,22756,0,0
1.0,22863,0,0
0.9833333333333333,22978,0,0
0.9916666666666667,23086,0,0
0.925,23193,0,0
0.975,23303,0,0
0.9416666666666667,23413,0,0
0.8833333333333333,23520,0,1
0.922077922077922,23654,0,0
0.9523809523809523,23794,0,0
0.922077922077922,23940,0,0
0.961038961038961,24086,0,0
0.987012987012987,24229,0,0
0.9567099567099567,24367,0,0
0.9567099567099567,24501,0,0
0.948051948051948,24680,0,0
0.9826839826839827,24891,0,0
0.9134199134199135,25039,0,0
0.961038961038961,25177,0,0
0.9523809523809523,25315,0,0
0.9783549783549783,25453,0,0
0.9653679653679653,25599,0,0
0.9653679653679653,25743,0,0
0.8961038961038961,25880,0,1
0.948051948051948,26025,0,0
0.9047619047619048,26161,0,0
0.9264069264069265,26296,0,0
0.9437229437229437,26432,0,0
0.9437229437229437,26579,0,0
0.9653679653679653,26718,0,0
0.9567099567099567,26856,0,0
0.9567099567099567,27027,1,0
0.935064935064935,27160,0,0
0.935064935064935,27304,0,0
0.9393939393939394,27442,0,0
0.9307359307359307,27578,0,0
0.9393939393939394,27715,0,0
0.9523809523809523,27853,0,0
0.9134199134199135,27993,0,0
0.961038961038961,28129,0,0
0.9826839826839827,28273,0,0
0.974025974025974,28411,0,0
0.9307359307359307,28549,0,0
0.9393939393939394,28683,0,0
0.9393939393939394,28815,0,0
0.9047619047619048,28953,0,0
0.8744588744588745,29084,0,1
0.9653679653679653,29224,0,0
0.961038961038961,29364,0,0
0.9264069264069265,29500,0,0
0.8961038961038961,29659,0,1
0.9523809523809523,29857,0,0
0.8961038961038961,30012,0,1
0.9307359307359307,30149,0,0
0.961038961038961,30289,0,0
0.9264069264069265,30423,0,0
0.9696969696969697,30562,0,0
0.935064935064935,30698,0,0
0.9264069264069265,30831,0,0
0.9393939393939394,30970,0,0
0.9567099567099567,31103,0,0
0.9307359307359307,31234,0,0
0.9090909090909091,31371,0,0
0.9653679653679653,31507,0,0
0.9393939393939394,31640,0,0
0.9393939393939394,31776,0,0
0.9437229437229437,31914,0,0
0.961038961038961,32060,0,0
0.961038961038961,32196,0,0
0.9567099567099567,32343,0,0
0.9177489177489178,32480,0,0
0.9653679653679653,32618,0,0
0.9653679653679653,32756,0,0
0.9047619047619048,32932,1,0
0.9177489177489178,33075,0,0
0.9567099567099567,33218,0,0
0.9393939393939394,33375,0,0
0.9004329004329005,33515,0,0
0.9523809523809523,33661,0,0
0.961038961038961,34079,0,0
0.948051948051948,34302,0,0
0.974025974025974,34480,0,0
0.961038961038961,34660,0,0
0.935064935064935,34880,0,0
0.9177489177489178,35101,0,0
0.9090909090909091,35242,0,0
0.9567099567099567,35406,0,0
0.935064935064935,35909,0,0
0.961038961038961,36445,0,0
0.9004329004329005,36894,0,0
0.9393939393939394,37128,0,0
0.9134199134199135,37335,0,0
0.9437229437229437,37516,0,0
0.9177489177489178,37679,0,0
0.922077922077922,37831,0,0
0.948051948051948,38022,0,0
0.9307359307359307,38190,0,0
0.935064935064935,38354,0,0
0.8441558441558441,38512,0,1
0.8893280632411067,38671,0,1
0.932806324110672,38840,0,0
0.9169960474308301,39039,0,0
0.8972332015810277,39211,0,1
0.8814229249011858,39373,0,1
0.9367588932806324,39542,0,0
0.8774703557312253,39802,0,1
0.9051383399209486,40176,0,0
0.9051383399209486,40350,0,0
0.841897233201581,40521,0,1
0.9446640316205533,40694,0,0
0.8814229249011858,40858,0,1
0.8893280632411067,41034,0,1
0.9169960474308301,41200,0,0
0.9209486166007905,41358,0,0
0.8893280632411067,41517,0,1
0.924901185770751,41747,1,0
0.9683794466403162,41976,0,0
0.8616600790513834,42149,0,1
0.8853754940711462,42304,0,1
0.8695652173913043,42477,0,1
0.849802371541502,42651,0,1
0.8458498023715415,42828,0,1
0.8893280632411067,42993,0,1
0.8932806324110671,43156,0,1
0.9011857707509882,43325,0,0
0.8972332015810277,43641,0,1
0.9288537549407114,43849,0,0
0.9288537549407114,44013,0,0
0.8695652173913043,44165,0,1
0.9130434782608695,44321,0,0
0.932806324110672,44481,0,0
0.9209486166007905,44665,0,0
0.9288537549407114,44907,0,0
0.8735177865612648,45108,0,1
0.9169960474308301,45275,0,0
0.8853754940711462,45456,0,1
0.9130434782608695,45624,0,0
0.8695652173913043,45812,0,1
0.9604743083003953,46005,0,0
0.8695652173913043,46196,0,1
0.8853754940711462,46366,0,1
0.8735177865612648,46521,0,1
0.9288537549407114,46679,0,0
0.9090909090909091,46831,0,0
0.8458498023715415,46984,0,1
0.9209486166007905,47149,0,0
0.8774703557312253,47305,0,1
0.8972332015810277,47458,0,1
0.8537549407114624,47607,0,1
0.8122529644268774,47759,0,1
0.8853754940711462,47914,0,1
0.8972332015810277,48077,0,1
0.9209486166007905,48230,0,0
0.8300395256916996,48380,0,1
0.8972332015810277,48535,0,1
0.8695652173913043,48691,0,1
0.857707509881423,48847,0,1
0.8458498023715415,49004,0,1
0.9090909090909091,49192,1,0
0.8735177865612648,49356,0,1
0.7934782608695652,49514,0,1
0.8913043478260869,49710,0,1
0.855072463768116,49972,1,1
0.8442028985507246,50138,0,1
0.8405797101449275,50300,0,1
0.782608695652174,50454,0,1
0.8985507246376812,50621,0,1
0.8405797101449275,50789,1,1
0.8260869565217391,50947,0,1
0.855072463768116,51112,0,1
0.9021739130434783,51308,0,0
0.7554347826086957,51481,0,1
